,drug_name,drug_type,Smiles
0,Acetazolamide,Inhibitor,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
1,Adefovir Dipivoxil,Inhibitor,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C
2,Ademetionine,Inhibitor,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=NC3=C(N)N=CN=C23
3,Adinazolam,Substrate,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C4=C(C=CC(Cl)=C4)N12
4,Albendazole,Substrate,CCCSC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
5,Alfentanil,Substrate,CCN1N=NN(CCN2CC[C@](CC2)(COC)N(C(=O)CC)C3=CC=CC=C3)C1=O
6,Alfuzosin,Substrate,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)[C@H]3CCCO3
7,Allylestrenol,Substrate,C[C@@]12CC[C@@H]3[C@H](CCC4=CCCC[C@@H]34)[C@@H]1CC[C@@]2(O)CC=C
8,Almotriptan,Substrate,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N3CCCC3)C=C2
9,Alosetron,Substrate,CN1C2=C(C(=O)N(CC2)CC3=C(C)N=CN3)C4=C1C=CC=C4
10,Alprazolam,Substrate,CC1=NN=C2CN=C(C3=CC=CC=C3)C4=C(C=CC(Cl)=C4)N12
11,Ambroxol,Inhibitor,NC1=C(CN[C@H]2CC[C@H](O)CC2)C=C(Br)C=C1Br
12,Ambroxol,Substrate,NC1=C(CN[C@H]2CC[C@H](O)CC2)C=C(Br)C=C1Br
13,Aminogluthetimide,Inducer,CC[C@]1(CCC(=O)NC1=O)C2=CC=C(N)C=C2
14,Aminophenazone,Substrate,CN(C)C1=C(C)N(C)N(C2=CC=CC=C2)C1=O
15,Aminophylline,Substrate,CN1C(=O)N(C)C2=C(NC=N2)C1=O
16,Amiodarone,Substrate,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=CC=CC=C3O1
17,Amiodarone,Inhibitor,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=CC=CC=C3O1
18,Amitriptyline,Inhibitor,CN(C)CCC=C1/C2=C(CCC3=C1C=CC=C3)C=CC=C2
19,Amitriptyline,Substrate,CN(C)CCC=C1/C2=C(CCC3=C1C=CC=C3)C=CC=C2
20,Amlodipine,Inhibitor,CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1C2=C(Cl)C=CC=C2)C(=O)OC
21,Amlodipine,Substrate,CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1C2=C(Cl)C=CC=C2)C(=O)OC
22,Amprenavir,Inhibitor,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)C3=CC=C(N)C=C3
23,Amprenavir,Substrate,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)C3=CC=C(N)C=C3
24,Anastrozole,Inhibitor,CC(C)(C#N)C1=CC(CN2C=NC=N2)=CC(=C1)C(C)(C)C#N
25,Aprepitant,Substrate,C[C@@H](O[C@@H]1OCCN(CC2=NC(=O)NN2)[C@@H]1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
26,Aprepitant,Inducer,C[C@@H](O[C@@H]1OCCN(CC2=NC(=O)NN2)[C@@H]1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
