,drug_name,drug_type,Smiles
0,Ciprofibrate,4A11-Inducer,CC(C)(OC1=CC=C(C=C1)[C@H]2CC2(Cl)Cl)C(O)=O
1,Clofibrate,4A11-Substrate,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
2,Clofibrate,4A11-Inducer,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
3,Dexamethasone,4A11-Inducer,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
4,Estrone,4A11-Substrate,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O
5,Ethanol,4A11-Inducer,CCO
6,Lansoprazole,4A11-Inducer,CC1=C(CS(=O)C2=NC3=C(N2)C=CC=C3)N=CC=C1OCC(F)(F)F
7,"Mercury, Metallic",4A11-Inhibitor,[Hg]
8,Phenobarbital,4A11-Inducer,CC[C@@]1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
9,Rifampicin,4A11-Inducer,CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C4=C(O)C(C=NN5CCN(C)CC5)=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C4C(O)=C3C
10,Valproic Acid,4A11-Inducer,CCCC(CCC)C(O)=O
11,Aminophenazone,CP2CI-Substrate,CN(C)C1=C(C)N(C)N(C2=CC=CC=C2)C1=O
12,Buprenorphine,CP2CI-Substrate,CO[C@@]12CC[C@]3(C[C@H]1[C@](C)(O)C(C)(C)C)[C@@H]4CC5=CC=C(O)C6=C5[C@]3(CCN4C[C@@H]7CC7)[C@@H]2O6
13,Clobazam,CP2CI-Substrate,CN1C(=O)CC(=O)N(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3
14,Clotiazepam,CP2CI-Substrate,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C3=C(Cl)C=CC=C3
15,Cyclophosphamide,CP2CI-Substrate,ClCCN(CCCl)[P@]1(=O)NCCCO1
16,Dapsone,CP2CI-Substrate,NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(N)C=C2
17,Dexamethasone,CP2CI-Inducer,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
18,Diazepam,CP2CI-Substrate,CN1C(=O)CN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3
19,Diclofenac,CP2CI-Substrate,OC(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl
20,Fluconazole,CP2CI-Inhibitor,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=C(F)C=C(F)C=C3
21,Ifosfamide,CP2CI-Substrate,ClCCN[P@@]1(=O)OCCCN1CCCl
22,Imipramine,CP2CI-Substrate,CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
23,Lansoprazole,CP2CI-Substrate,CC1=C(CS(=O)C2=NC3=C(N2)C=CC=C3)N=CC=C1OCC(F)(F)F
24,Lidocain,CP2CI-Substrate,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
25,Mephenytoin,CP2CI-Substrate,CC[C@]1(NC(=O)N(C)C1=O)C2=CC=CC=C2
26,Methadone,CP2CI-Substrate,CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
27,Omeprazole,CP2CI-Substrate,COC1=CC2=C(NC(=N2)S(=O)CC3=C(C)C(OC)=C(C)C=N3)C=C1
28,Perphenazine,CP2CI-Substrate,OCCN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1
29,Phenazone,CP2CI-Substrate,CN1N(C(=O)C=C1C)C2=CC=CC=C2
30,Phenobarbital,CP2CI-Inducer,CC[C@@]1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
31,Phenytoin,CP2CI-Substrate,O=C1NC(=O)[C@](N1)(C2=CC=CC=C2)C3=CC=CC=C3
32,Phenytoin,CP2CI-Inducer,O=C1NC(=O)[C@](N1)(C2=CC=CC=C2)C3=CC=CC=C3
33,Propofol,CP2CI-Substrate,CC(C)C1=CC=CC(C(C)C)=C1O
34,Rifampicin,CP2CI-Inducer,CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C4=C(O)C(C=NN5CCN(C)CC5)=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C4C(O)=C3C
35,Thalidomide,CP2CI-Substrate,O=C1CC[C@@H](N2C(=O)C3=CC=CC=C3C2=O)C(=O)N1
36,Tolbutamide,CP2CI-Substrate,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
37,Troleandomycin,CP2CI-Inhibitor,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C
38,Valproic Acid,CP2CI-Inhibitor,CCCC(CCC)C(O)=O
39,Warfarin,CP2CI-Substrate,CC(=O)C[C@H](C1=CC=CC=C1)C2=C(O)C3=C(OC2=O)C=CC=C3
40,Aldosterone,Steroid_17_alpha_monooxygenase_Steroid_17_alpha_hydroxylase1720_lyase-Inducer,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O
41,Aminogluthetimide,Steroid_17_alpha_monooxygenase_Steroid_17_alpha_hydroxylase1720_lyase-Inhibitor,CC[C@]1(CCC(=O)NC1=O)C2=CC=C(N)C=C2
42,Aminophenazone,Steroid_17_alpha_monooxygenase_Steroid_17_alpha_hydroxylase1720_lyase-Substrate,CN(C)C1=C(C)N(C)N(C2=CC=CC=C2)C1=O
43,Androstanolone,Steroid_17_alpha_monooxygenase_Steroid_17_alpha_hydroxylase1720_lyase-Substrate,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
44,Dexamethasone,Steroid_17_alpha_monooxygenase_Steroid_17_alpha_hydroxylase1720_lyase-Inhibitor,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
