,drug_name,drug_type,Smiles
0,Acetylcysteine,Multidrug_resistance_protein_1-Inducer,CC(=O)N[C@H](CS)C(O)=O
1,Ajmaline,Multidrug_resistance_protein_1-Substrate,CCC1C(O)N2C3CC1C4C(O)C5(CC24)C3N(C)C6=C5C=CC=C6
2,Aldosterone,Multidrug_resistance_protein_1-Substrate,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O
3,Arsenic Trioxide,Multidrug_resistance_protein_1-Inhibitor,O=[As]1=[As](=O)O1
4,Arsenic Trioxide,Multidrug_resistance_protein_1-Inducer,O=[As]1=[As](=O)O1
5,Artemisinin,Multidrug_resistance_protein_1-Inducer,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
6,Atorvastatin,Multidrug_resistance_protein_1-Substrate,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C3=CC=CC=C3)=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C4=CC=C(F)C=C4
7,Atorvastatin,Multidrug_resistance_protein_1-Inhibitor,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C3=CC=CC=C3)=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C4=CC=C(F)C=C4
8,Bromocriptine,Multidrug_resistance_protein_1-Inhibitor,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(C4=C3)=C56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C
9,Budesonide,Multidrug_resistance_protein_1-Inducer,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
10,Carbamazepine,Multidrug_resistance_protein_1-Inducer,NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3
11,Celecoxib,Multidrug_resistance_protein_1-Inhibitor,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)(F)F
12,Ciclosporin,Multidrug_resistance_protein_1-Substrate,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)CC=CC)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN(C)C1=O)C(C)C
13,Ciclosporin,Multidrug_resistance_protein_1-Inducer,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)CC=CC)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN(C)C1=O)C(C)C
14,Ciclosporin,Multidrug_resistance_protein_1-Inhibitor,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)CC=CC)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN(C)C1=O)C(C)C
15,Cisplatin,Multidrug_resistance_protein_1-Inducer,N[Pt](N)(Cl)Cl
16,Clopidogrel,Multidrug_resistance_protein_1-Substrate,COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C3=C(Cl)C=CC=C3
17,Colchicine,Multidrug_resistance_protein_1-Substrate,COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(OC)=C(OC)C(OC)=C23)NC(C)=O
18,Cytarabine,Multidrug_resistance_protein_1-Inducer,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O
19,Cytarabine,Multidrug_resistance_protein_1-Inhibitor,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O
