,drug_name,drug_type,Smiles
0,Acetylcholin,Methyltransferase-Inducer,CC(=O)OCC[N+](C)(C)C
1,Acetylsalicylic Acid,Methyltransferase-Inhibitor,CC(=O)OC1=C(C=CC=C1)C(O)=O
2,Ademetionine,Methyltransferase-Substrate,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=NC3=C(N)N=CN=C23
3,Angiotensinamide,Methyltransferase-Inducer,CC(C)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@@H]3C(=O)N[C@@H](CC4=CC=CC=C4)C(O)=O
4,Argatroban,Methyltransferase-Inducer,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C2=C3NC[C@@H](C)CC3=CC=C2
5,Ascorbic Acid (vit C),Methyltransferase-Inhibitor,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
6,Ascorbic Acid (vit C),Methyltransferase-Substrate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
7,Azacitidine,Methyltransferase-Inhibitor,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
8,Azathioprine,Methyltransferase-Substrate,CN1C=NC(=C1SC2=C3NC=NC3=NC=N2)[N+]([O-])=O
9,Bendroflumethiazide,Methyltransferase-Inhibitor,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
10,Captopril,Methyltransferase-Substrate,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
11,Chlorhexidine,Methyltransferase-Inhibitor,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
12,Chloroquine,Methyltransferase-Inhibitor,CCN(CC)CCC[C@@H](C)NC1=CC=NC2=C1C=CC(Cl)=C2
13,Chlorphenamine,Methyltransferase-Inducer,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C2=CC=CC=N2
14,Cocaine,Methyltransferase-Inducer,COC(=O)[C@H]1[C@H](C[C@H]2CC[C@@H]1N2C)OC(=O)C3=CC=CC=C3
15,Deanol,Methyltransferase-Substrate,CN(C)CCO
16,Decitabine,Methyltransferase-Inhibitor,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1
17,Dicycloverine,Methyltransferase-Inhibitor,CCN(CC)CCOC(=O)[C@@]1(CCCCC1)[C@H]2CCCCC2
18,Diosmin,Methyltransferase-Inhibitor,COC1=CC=C(C=C1O)C2=CC(=O)C3=C(O2)C=C(O[C@@H]4O[C@H](CO[C@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@H](O)[C@H]4O)C=C3O
19,Entacapone,Methyltransferase-Inhibitor,CCN(CC)C(=O)C(=CC1=CC(=C(O)C(O)=C1)[N+]([O-])=O)C#N
20,Entacapone,Methyltransferase-Inducer,CCN(CC)C(=O)C(=CC1=CC(=C(O)C(O)=C1)[N+]([O-])=O)C#N
21,Epinephrine,Methyltransferase-Inducer,CNC[C@H](O)C1=CC(O)=C(O)C=C1
22,Epinephrine,Methyltransferase-Substrate,CNC[C@H](O)C1=CC(O)=C(O)C=C1
23,Estradiol,Methyltransferase-Inducer,C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O
24,Estradiol,Methyltransferase-Substrate,C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O
25,Folic Acid,Methyltransferase-Inhibitor,NC1=NC(=O)C2=C(N1)N=CC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
26,Fosfocreatine,Methyltransferase-Inhibitor,CN(CC(O)=O)C(=N)NP(O)(O)=O
27,Glucagon,Methyltransferase-Inducer,CC(C)CC(C(=O)NC(CCSC)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N
28,Histamine,Methyltransferase-Substrate,NCCC1=CNC=N1
29,Hydralazine,Methyltransferase-Inducer,NN=C1NN=CC2=C1C=CC=C2
30,Hydrocortisone,Methyltransferase-Inhibitor,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
31,Imipramine,Methyltransferase-Inhibitor,CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
32,Isoprenaline,Methyltransferase-Substrate,CC(C)NC[C@H](O)C1=CC(O)=C(O)C=C1
33,Ketoprofen,Methyltransferase-Inhibitor,C[C@H](C(O)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2
34,Ketotifen,Methyltransferase-Inducer,CN1CCC(CC1)=C2C3=C(CC(=O)C4=C2C=CS4)C=CC=C3
35,Levodopa,Methyltransferase-Substrate,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
36,Lidocain,Methyltransferase-Inhibitor,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
37,Mepacrine,Methyltransferase-Inhibitor,CCN(CC)CCC[C@@H](C)NC1=C2C=C(OC)C=CC2=NC3=CC(Cl)=CC=C13
38,Mercaptopurine,Methyltransferase-Substrate,S=C1NC=NC2=C1NC=N2
39,Mesalazine,Methyltransferase-Inhibitor,NC1=CC(C(O)=O)=C(O)C=C1
40,Methotrexate,Methyltransferase-Substrate,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
41,Methotrexate,Methyltransferase-Inducer,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
42,Methyldopa (levorotatory),Methyltransferase-Substrate,C[C@@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O
43,Methyldopa (levorotatory),Methyltransferase-Inhibitor,C[C@@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O
