,drug_name,drug_type,Smiles
0,Aldosterone,HLp2-Substrate,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O
1,Alfentanil,HLp2-Substrate,CCN1N=NN(CCN2CC[C@](CC2)(COC)N(C(=O)CC)C3=CC=CC=C3)C1=O
2,Alprazolam,HLp2-Substrate,CC1=NN=C2CN=C(C3=CC=CC=C3)C4=C(C=CC(Cl)=C4)N12
3,Amiodarone,HLp2-Inhibitor,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=CC=CC=C3O1
4,Amitriptyline,HLp2-Substrate,CN(C)CCC=C1/C2=C(CCC3=C1C=CC=C3)C=CC=C2
5,Amlodipine,HLp2-Substrate,CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1C2=C(Cl)C=CC=C2)C(=O)OC
6,Amprenavir,HLp2-Substrate,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)C3=CC=C(N)C=C3
7,Aprepitant,HLp2-Substrate,C[C@@H](O[C@@H]1OCCN(CC2=NC(=O)NN2)[C@@H]1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
8,Argatroban,HLp2-Substrate,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C2=C3NC[C@@H](C)CC3=CC=C2
9,Aripiprazole,HLp2-Substrate,ClC1=C(Cl)C(=CC=C1)N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2
10,Astemizole,HLp2-Substrate,COC1=CC=C(CCN2CC[C@@H](CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(F)C=C5)C=C1
11,Atazanavir,HLp2-Inhibitor,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
12,Atazanavir,HLp2-Substrate,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
13,Atorvastatin,HLp2-Substrate,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C3=CC=CC=C3)=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C4=CC=C(F)C=C4
14,Aztreonam,HLp2-Substrate,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
15,Beclometasone,HLp2-Inducer,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
16,Buspirone,HLp2-Substrate,O=C1C[C@]2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)C4=NC=CC=N4
17,Caffeine,HLp2-Substrate,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
18,Carbamazepine,HLp2-Inducer,NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3
19,Carbamazepine,HLp2-Substrate,NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3
20,Cerivastatin,HLp2-Substrate,COCC1=C(C2=CC=C(F)C=C2)C(C=C[C@@H](O)C[C@@H](O)CC(O)=O)=C(N=C1C(C)C)C(C)C
21,Chinin,HLp2-Substrate,COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C
22,Chloroquine,HLp2-Substrate,CCN(CC)CCC[C@@H](C)NC1=CC=NC2=C1C=CC(Cl)=C2
23,Chlorphenamine,HLp2-Substrate,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C2=CC=CC=N2
24,Chlorpromazine,HLp2-Inducer,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
25,Ciclosporin,HLp2-Substrate,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)CC=CC)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN(C)C1=O)C(C)C
