,drug_name,drug_type,Smiles
0,Acetylcholin,MET-Inducer,CC(=O)OCC[N+](C)(C)C
1,Acetylsalicylic Acid,MET-Inhibitor,CC(=O)OC1=C(C=CC=C1)C(O)=O
2,Ademetionine,MET-Substrate,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=NC3=C(N)N=CN=C23
3,Angiotensinamide,MET-Inducer,CC(C)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@@H]3C(=O)N[C@@H](CC4=CC=CC=C4)C(O)=O
4,Argatroban,MET-Inducer,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C2=C3NC[C@@H](C)CC3=CC=C2
5,Ascorbic Acid (vit C),MET-Inhibitor,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
6,Ascorbic Acid (vit C),MET-Substrate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
7,Azacitidine,MET-Inhibitor,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
8,Azathioprine,MET-Substrate,CN1C=NC(=C1SC2=C3NC=NC3=NC=N2)[N+]([O-])=O
9,Bendroflumethiazide,MET-Inhibitor,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
10,Captopril,MET-Substrate,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
11,Chlorhexidine,MET-Inhibitor,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
12,Chloroquine,MET-Inhibitor,CCN(CC)CCC[C@@H](C)NC1=CC=NC2=C1C=CC(Cl)=C2
13,Chlorphenamine,MET-Inducer,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C2=CC=CC=N2
14,Cocaine,MET-Inducer,COC(=O)[C@H]1[C@H](C[C@H]2CC[C@@H]1N2C)OC(=O)C3=CC=CC=C3
15,Deanol,MET-Substrate,CN(C)CCO
16,Decitabine,MET-Inhibitor,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1
17,Dicycloverine,MET-Inhibitor,CCN(CC)CCOC(=O)[C@@]1(CCCCC1)[C@H]2CCCCC2
18,Diosmin,MET-Inhibitor,COC1=CC=C(C=C1O)C2=CC(=O)C3=C(O2)C=C(O[C@@H]4O[C@H](CO[C@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@H](O)[C@H]4O)C=C3O
19,Entacapone,MET-Inhibitor,CCN(CC)C(=O)C(=CC1=CC(=C(O)C(O)=C1)[N+]([O-])=O)C#N
20,Entacapone,MET-Inducer,CCN(CC)C(=O)C(=CC1=CC(=C(O)C(O)=C1)[N+]([O-])=O)C#N
21,Epinephrine,MET-Inducer,CNC[C@H](O)C1=CC(O)=C(O)C=C1
22,Epinephrine,MET-Substrate,CNC[C@H](O)C1=CC(O)=C(O)C=C1
23,Estradiol,MET-Inducer,C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O
24,Estradiol,MET-Substrate,C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O
25,Folic Acid,MET-Inhibitor,NC1=NC(=O)C2=C(N1)N=CC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
26,Fosfocreatine,MET-Inhibitor,CN(CC(O)=O)C(=N)NP(O)(O)=O
27,Glucagon,MET-Inducer,CC(C)CC(C(=O)NC(CCSC)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N
28,Histamine,MET-Substrate,NCCC1=CNC=N1
29,Hydralazine,MET-Inducer,NN=C1NN=CC2=C1C=CC=C2
30,Hydrocortisone,MET-Inhibitor,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
31,Imipramine,MET-Inhibitor,CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
32,Isoprenaline,MET-Substrate,CC(C)NC[C@H](O)C1=CC(O)=C(O)C=C1
33,Ketoprofen,MET-Inhibitor,C[C@H](C(O)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2
34,Ketotifen,MET-Inducer,CN1CCC(CC1)=C2C3=C(CC(=O)C4=C2C=CS4)C=CC=C3
35,Levodopa,MET-Substrate,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
36,Lidocain,MET-Inhibitor,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
37,Mepacrine,MET-Inhibitor,CCN(CC)CCC[C@@H](C)NC1=C2C=C(OC)C=CC2=NC3=CC(Cl)=CC=C13
38,Mercaptopurine,MET-Substrate,S=C1NC=NC2=C1NC=N2
39,Mesalazine,MET-Inhibitor,NC1=CC(C(O)=O)=C(O)C=C1
40,Methotrexate,MET-Substrate,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
41,Methotrexate,MET-Inducer,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
42,Methyldopa (levorotatory),MET-Substrate,C[C@@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O
43,Methyldopa (levorotatory),MET-Inhibitor,C[C@@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O
44,Moclobemide,MET-Inhibitor,ClC1=CC=C(C=C1)C(=O)NCCN2CCOCC2
45,Naproxen,MET-Inhibitor,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
46,Olsalazine,MET-Inhibitor,OC(=O)C1=CC(=CC=C1O)N=NC2=CC(C(O)=O)=C(O)C=C2
47,Pargyline,MET-Inhibitor,CN(CC#C)CC1=CC=CC=C1
48,Pargyline,MET-Inducer,CN(CC#C)CC1=CC=CC=C1
49,Physostigmine,MET-Inhibitor,CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]3N(C)CC[C@@]23C
50,Plicamycin,MET-Inhibitor,CO[C@@H]([C@@H]1CC2=C(C(O)=C3C(O)=C(C)C(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=CC3=C2)C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O
51,Procaine,MET-Inhibitor,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
52,Progesterone,MET-Inducer,CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
53,Progesterone,MET-Inhibitor,CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
54,Pyridoxine (vit B6),MET-Inhibitor,CC1=C(O)C(CO)=C(CO)C=N1
55,Ribavirin,MET-Inhibitor,NC(=O)C1=NN(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
56,Selenium Compounds,MET-Inhibitor,[Se]
57,Tacrine,MET-Inhibitor,NC1=C2CCCCC2=NC3=C1C=CC=C3
58,Tamoxifen,MET-Substrate,CCC(C1=CC=CC=C1)=C(/C2=CC=CC=C2)C3=CC=C(OCCN(C)C)C=C3
59,Temozolomide,MET-Inhibitor,CN1N=NC2=C(N=CN2C1=O)C(N)=O
60,Tioguanine,MET-Substrate,NC1=NC2=C(N=CN2)C(=S)N1
61,Tioguanine,MET-Inducer,NC1=NC2=C(N=CN2)C(=S)N1
62,Tolcapone,MET-Inhibitor,CC1=CC=C(C=C1)C(=O)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O
63,Trimethoprim,MET-Inducer,COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC
64,Tubocurarine,MET-Inhibitor,COC1=C(O)C2=C3[C@@H](CC4=CC(OC5=CC6=C(CCN(C)[C@H]6CC7=CC=C(O2)C=C7)C=C5OC)=C(O)C=C4)[N+](C)(C)CCC3=C1
65,Ubidecarenone,MET-Substrate,COC1=C(OC)C(=O)C(CC=C(/C)CCC=C(/C)CCC=C(/C)CCC=C(/C)CCC=C(/C)CCC=C(/C)CCC=C(/C)CCC=C(/C)CCC=C(/C)CCC=C(/C)C)=C(C)C1=O
66,Varenicline,MET-Inhibitor,[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21
67,Vecuronium,MET-Inhibitor,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(C)=O)[N@@+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6
68,Virginiamycin,MET-Inhibitor,C[C@@H]1OC(=O)[C@H](NC(=O)[C@H]2CC(=O)CCN2C(=O)[C@H](CC3=CC=C(C=C3)N(C)C)N(C)C(=O)[C@H]4CCCN4C(=O)[C@H](C)NC(=O)[C@@H]1NC(=O)C5=C(O)C=CC=N5)C6=CC=CC=C6
69,Vorinostat,MET-Inhibitor,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
