,drug_name,drug_type,Smiles
0,Acebutolol,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CCCC(=O)NC1=CC(C(C)=O)=C(OC[C@@H](O)CNC(C)C)C=C1
1,Carbamide,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,NC(N)=O
2,Celiprolol,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OC[C@@H](O)CNC(C)(C)C)C=C1
3,Ciclosporin,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)CC=CC)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN(C)C1=O)C(C)C
4,Clarithromycin,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC
5,Enalapril,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O
6,Estradiol,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O
7,Estrone,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O
8,Fexofenadine,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CC(C)(C(O)=O)C1=CC=C(C=C1)[C@@H](O)CCCN2CC[C@@H](CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4
9,Fluvastatin,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CC(C)N1C2=C(C=CC=C2)C(C3=CC=C(F)C=C3)=C1C=C[C@H](O)C[C@H](O)CC(O)=O
10,G-strophanthin,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O
11,Imatinib,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC(NC4=NC=CC(=N4)C5=CC=CN=C5)=C(C)C=C3
12,Levofloxacin,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N4CCN(C)CC4
13,Methotrexate,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
14,Mifepristone,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C5=CC=C(C=C5)N(C)C
15,Pravastatin,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12
16,Probenecid,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
17,Rifampicin,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C4=C(O)C(C=NN5CCN(C)CC5)=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C4C(O)=C3C
18,Rifampicin,Solute_carrier_organic_anion_transporter_family_member_1A2-Inducer,CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C4=C(O)C(C=NN5CCN(C)CC5)=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C4C(O)=C3C
19,Rifamycin,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,CO[C@H]1C=CO[C@]2(C)OC3=C(C2=O)C4=C(O)C=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C4C(O)=C3C
20,Ritonavir,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,CC(C)[C@@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC2=CC=CC=C2)NC(=O)OCC3=CN=CS3)CC4=CC=CC=C4
21,Rosuvastatin,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=C[C@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O
22,Saquinavir,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CC(C)(C)NC(=O)[C@@H]1C[C@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(N)=O)NC(=O)C4=NC5=CC=CC=C5C=C4
23,Sulfobromophthalein,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,OC1=C(C=C(C=C1)[C@@]2(OC(=O)C3=C(Br)C(Br)=C(Br)C(Br)=C23)C4=CC(=C(O)C=C4)S(O)(=O)=O)S(O)(=O)=O
24,Sulfobromophthalein,Solute_carrier_organic_anion_transporter_family_member_1A2-Inhibitor,OC1=C(C=C(C=C1)[C@@]2(OC(=O)C3=C(Br)C(Br)=C(Br)C(Br)=C23)C4=CC(=C(O)C=C4)S(O)(=O)=O)S(O)(=O)=O
25,Talinolol,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CC(C)(C)NC[C@@H](O)COC1=CC=C(NC(=O)N[C@@H]2CCCCC2)C=C1
26,Telmisartan,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CCCC1=NC2=C(C)C=C(C=C2N1CC3=CC=C(C=C3)C4=C(C=CC=C4)C(O)=O)C5=NC6=CC=CC=C6N5C
27,Unoproston,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C/CCCC(O)=O
28,Valsartan,Solute_carrier_organic_anion_transporter_family_member_1A2-Substrate,CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=NN3)[C@@H](C(C)C)C(O)=O
