,drug_name,drug_type,Smiles
0,Acriflavinium Chloride,1A2-Substrate,Cl.[Cl-].C[n+]1c2cc(N)ccc2cc3ccc(N)cc13.Nc4ccc5cc6ccc(N)cc6nc5c4
1,Albendazole,1A2-Substrate,CCCSC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
2,Albendazole,1A2-Inhibitor,CCCSC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
3,Albendazole,1A2-Inducer,CCCSC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
4,Alitretinoin,1A2-Inhibitor,CC1=C(C=CC(C)=C/C=C/C(C)=C/C(O)=O)C(C)(C)CCC1
5,Alosetron,1A2-Substrate,CN1C2=C(C(=O)N(CC2)CC3=C(C)N=CN3)C4=C1C=CC=C4
6,Aminogluthetimide,1A2-Inducer,CC[C@]1(CCC(=O)NC1=O)C2=CC=C(N)C=C2
7,Aminophenazone,1A2-Substrate,CN(C)C1=C(C)N(C)N(C2=CC=CC=C2)C1=O
8,Aminophylline,1A2-Substrate,CN1C(=O)N(C)C2=C(NC=N2)C1=O
9,Amiodarone,1A2-Inhibitor,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=CC=CC=C3O1
10,Amiodarone,1A2-Substrate,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=CC=CC=C3O1
11,Amitriptyline,1A2-Inhibitor,CN(C)CCC=C1/C2=C(CCC3=C1C=CC=C3)C=CC=C2
12,Amitriptyline,1A2-Substrate,CN(C)CCC=C1/C2=C(CCC3=C1C=CC=C3)C=CC=C2
13,Amlodipine,1A2-Inhibitor,CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1C2=C(Cl)C=CC=C2)C(=O)OC
14,Anagrelide,1A2-Substrate,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl
15,Anastrozole,1A2-Inhibitor,CC(C)(C#N)C1=CC(CN2C=NC=N2)=CC(=C1)C(C)(C)C#N
