,drug_name,drug_type,Smiles
0,Acetylcholin,N_acetyltransferase-Inhibitor,CC(=O)OCC[N+](C)(C)C
1,Acetylsalicylic Acid,N_acetyltransferase-Inhibitor,CC(=O)OC1=C(C=CC=C1)C(O)=O
2,Adenosine,N_acetyltransferase-Inducer,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1
3,Allopurinol,N_acetyltransferase-Substrate,OC1=NC=NC2=C1C=NN2
4,Amfetamine,N_acetyltransferase-Inducer,C[C@@H](N)CC1=CC=CC=C1
5,Aminobenzoic Acid,N_acetyltransferase-Substrate,NC1=CC=C(C=C1)C(O)=O
6,Aminobenzoic Acid,N_acetyltransferase-Inhibitor,NC1=CC=C(C=C1)C(O)=O
7,Aminophylline,N_acetyltransferase-Inducer,CN1C(=O)N(C)C2=C(NC=N2)C1=O
8,Androstanolone,N_acetyltransferase-Inducer,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
9,Apomorphine,N_acetyltransferase-Inhibitor,CN1CCC2=CC=CC3=C2[C@H]1CC4=C3C(O)=C(O)C=C4
10,Arbekacin,N_acetyltransferase-Substrate,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
11,Ascorbic Acid (vit C),N_acetyltransferase-Inhibitor,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
12,Bergapten,N_acetyltransferase-Inhibitor,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
13,Bromocriptine,N_acetyltransferase-Inhibitor,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(C4=C3)=C56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C
14,Bucladesine,N_acetyltransferase-Inducer,CCCC(=O)NC1=C2N=CN([C@@H]3O[C@@H]4CO[P@](O)(=O)O[C@H]4[C@H]3OC(=O)CCC)C2=NC=N1
15,Caffeine,N_acetyltransferase-Substrate,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
16,Carbachol,N_acetyltransferase-Inhibitor,C[N+](C)(C)CCOC(N)=O
17,Carmustine,N_acetyltransferase-Inhibitor,ClCCNC(=O)N(CCCl)N=O
18,Cimetidine,N_acetyltransferase-Inhibitor,CNC(NCCSCC1=C(C)NC=N1)=N/C#N
19,Clonazepam,N_acetyltransferase-Substrate,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C3=C(Cl)C=CC=C3)C=C1
20,Clonidine,N_acetyltransferase-Inhibitor,ClC1=CC=CC(Cl)=C1NC2=NCCN2
21,Clozapine,N_acetyltransferase-Inducer,CN1CCN(CC1)C2=NC3=C(NC4=C2C=CC=C4)C=CC(Cl)=C3
22,Cocaine,N_acetyltransferase-Inducer,COC(=O)[C@H]1[C@H](C[C@H]2CC[C@@H]1N2C)OC(=O)C3=CC=CC=C3
23,Cocaine,N_acetyltransferase-Inhibitor,COC(=O)[C@H]1[C@H](C[C@H]2CC[C@@H]1N2C)OC(=O)C3=CC=CC=C3
24,Dactinomycin,N_acetyltransferase-Inhibitor,CC(C)[C@@H]1NC(=O)[C@H](NC(=O)C2=C3N=C4C(OC3=C(C)C=C2)=C(C)C(=O)C(N)=C4C(=O)N[C@@H]5[C@H](C)OC(=O)[C@@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@H]6CCCN6C(=O)[C@@H](NC5=O)C(C)C)[C@H](C)OC(=O)[C@@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@H]7CCCN7C1=O
25,Desipramine,N_acetyltransferase-Inducer,CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
26,Desipramine,N_acetyltransferase-Inhibitor,CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
27,Dexamfetamine,N_acetyltransferase-Inducer,C[C@H](N)CC1=CC=CC=C1
28,Diazepam,N_acetyltransferase-Inducer,CN1C(=O)CN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3
29,Dihydralazine,N_acetyltransferase-Substrate,NNC1=NN=C(NN)C2=C1C=CC=C2
30,Dinoprostone,N_acetyltransferase-Inducer,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
31,Disulfiram,N_acetyltransferase-Inhibitor,CCN(CC)C(=S)SSC(=S)N(CC)CC
32,Esketamine,N_acetyltransferase-Inducer,CN[C@@]1(CCCCC1=O)C2=C(Cl)C=CC=C2
33,Fluoxetine,N_acetyltransferase-Inducer,CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2
34,Folic Acid,N_acetyltransferase-Inhibitor,NC1=NC(=O)C2=C(N1)N=CC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
35,Folic Acid,N_acetyltransferase-Substrate,NC1=NC(=O)C2=C(N1)N=CC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
36,G-strophanthin,N_acetyltransferase-Inducer,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O
37,Glycyrrhizic Acid,N_acetyltransferase-Inhibitor,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
38,Haloperidol,N_acetyltransferase-Inhibitor,O[C@@]1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3
39,Hydralazine,N_acetyltransferase-Substrate,NN=C1NN=CC2=C1C=CC=C2
40,Hydrocortisone,N_acetyltransferase-Inducer,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
41,Ibuprofen,N_acetyltransferase-Inhibitor,CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O
42,Ibuprofen,N_acetyltransferase-Inducer,CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O
43,Imipramine,N_acetyltransferase-Inducer,CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
44,Indometacin,N_acetyltransferase-Inhibitor,COC1=CC2=C(C=C1)N(C(C)=C2CC(O)=O)C(=O)C3=CC=C(Cl)C=C3
45,Indometacin,N_acetyltransferase-Inducer,COC1=CC2=C(C=C1)N(C(C)=C2CC(O)=O)C(=O)C3=CC=C(Cl)C=C3
