,drug_name,drug_type,Smiles
0,Alprostadil,Multidrug_resistance_associated_protein_4-Substrate,CCCCC[C@H](O)C=C[C@@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
1,Androstanolone,Multidrug_resistance_associated_protein_4-Inducer,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
2,Cefmetazole,Multidrug_resistance_associated_protein_4-Inhibitor,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
3,Celecoxib,Multidrug_resistance_associated_protein_4-Inhibitor,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)(F)F
4,Chlorothiazide,Multidrug_resistance_associated_protein_4-Inhibitor,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O
5,Ciprofloxacin,Multidrug_resistance_associated_protein_4-Substrate,OC(=O)C1=CN([C@H]2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O
6,Cyclophosphamide,Multidrug_resistance_associated_protein_4-Substrate,ClCCN(CCCl)[P@]1(=O)NCCCO1
7,Diclofenac,Multidrug_resistance_associated_protein_4-Inhibitor,OC(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl
8,Dinoprostone,Multidrug_resistance_associated_protein_4-Substrate,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
9,Folic Acid,Multidrug_resistance_associated_protein_4-Substrate,NC1=NC(=O)C2=C(N1)N=CC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
10,Furosemide,Multidrug_resistance_associated_protein_4-Inhibitor,NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl
11,Indometacin,Multidrug_resistance_associated_protein_4-Inhibitor,COC1=CC2=C(C=C1)N(C(C)=C2CC(O)=O)C(=O)C3=CC=C(Cl)C=C3
12,Irinotecan,Multidrug_resistance_associated_protein_4-Substrate,CCC1=C2CN3C(=O)C4=C(C=C3C2=NC5=CC=C(OC(=O)N6CC[C@@H](CC6)N7CCCCC7)C=C15)[C@@](O)(CC)C(=O)OC4
13,Ketoprofen,Multidrug_resistance_associated_protein_4-Inhibitor,C[C@H](C(O)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2
14,Mercaptopurine,Multidrug_resistance_associated_protein_4-Substrate,S=C1NC=NC2=C1NC=N2
15,Methotrexate,Multidrug_resistance_associated_protein_4-Substrate,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
16,Oseltamivir,Multidrug_resistance_associated_protein_4-Substrate,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
17,Paracetamol,Multidrug_resistance_associated_protein_4-Inducer,CC(=O)NC1=CC=C(O)C=C1
18,Prasterone,Multidrug_resistance_associated_protein_4-Substrate,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O
19,Sulindac,Multidrug_resistance_associated_protein_4-Inhibitor,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)C1=C/C3=CC=C(C=C3)S(C)=O
20,Telmisartan,Multidrug_resistance_associated_protein_4-Inhibitor,CCCC1=NC2=C(C)C=C(C=C2N1CC3=CC=C(C=C3)C4=C(C=CC=C4)C(O)=O)C5=NC6=CC=CC=C6N5C
21,Tioguanine,Multidrug_resistance_associated_protein_4-Substrate,NC1=NC2=C(N=CN2)C(=S)N1
