,drug_name,drug_type,Smiles
0,Acriflavinium Chloride,1A1-Substrate,Cl.[Cl-].C[n+]1c2cc(N)ccc2cc3ccc(N)cc13.Nc4ccc5cc6ccc(N)cc6nc5c4
1,Albendazole,1A1-Inducer,CCCSC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
2,Alum,1A1-Substrate,[O-]S([O-])(=O)=O
3,Alum,1A1-Inducer,[O-]S([O-])(=O)=O
4,Amiloride,1A1-Inhibitor,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
5,Amiodarone,1A1-Substrate,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=CC=CC=C3O1
6,Amlodipine,1A1-Inhibitor,CCOC(=O)C1=C(COCCN)NC(C)=C([C@H]1C2=C(Cl)C=CC=C2)C(=O)OC
7,Amodiaquine,1A1-Substrate,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1
8,Arsenic Trioxide,1A1-Inhibitor,O=[As]1=[As](=O)O1
9,Ascorbic Acid (vit C),1A1-Inducer,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O
10,Atazanavir,1A1-Inhibitor,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
11,Benidipine,1A1-Inhibitor,COC(=O)C1=C(C)NC(C)=C([C@H]1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)O[C@@H]3CCCN(C3)CC4=CC=CC=C4
12,Benoxaprofen,1A1-Inducer,C[C@H](C(O)=O)C1=CC2=C(OC(=N2)C3=CC=C(Cl)C=C3)C=C1
13,Benzydamine,1A1-Substrate,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3
14,Betacarotene,1A1-Inducer,CC1=C(C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC2=C(C)CCCC2(C)C)C(C)(C)CCC1
15,Bezafibrate,1A1-Inducer,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O
16,Bortezomib,1A1-Inhibitor,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=CN=CC=N2)B(O)O
17,Caffeine,1A1-Inhibitor,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
18,Capsaicin,1A1-Substrate,COC1=C(O)C=CC(CNC(=O)CCCCC=CC(C)C)=C1
19,Chinin,1A1-Inducer,COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C
20,Chinin,1A1-Inhibitor,COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C
21,Chloroquine,1A1-Substrate,CCN(CC)CCC[C@@H](C)NC1=CC=NC2=C1C=CC(Cl)=C2
22,Chlorothiazide,1A1-Inducer,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O
23,Chlorpromazine,1A1-Inducer,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
24,Cinnarizin,1A1-Substrate,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
25,Clenbuterol,1A1-Substrate,CC(C)(C)NC[C@H](O)C1=CC(Cl)=C(N)C(Cl)=C1
26,Clobetasol,1A1-Inhibitor,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
27,Clofibrate,1A1-Inducer,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
28,Clomifene,1A1-Inducer,CCN(CC)CCOC1=CC=C(C=C1)C(=C(/Cl)C2=CC=CC=C2)C3=CC=CC=C3
29,Clozapine,1A1-Inducer,CN1CCN(CC1)C2=NC3=C(NC4=C2C=CC=C4)C=CC(Cl)=C3
30,Cocaine,1A1-Inducer,COC(=O)[C@H]1[C@H](C[C@H]2CC[C@@H]1N2C)OC(=O)C3=CC=CC=C3
31,Colchicine,1A1-Inhibitor,COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(OC)=C(OC)C(OC)=C23)NC(C)=O
32,Colecalciferol,1A1-Inhibitor,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(CCC[C@]12C)=CC=C3C[C@@H](O)CCC3=C
33,Dacarbazine,1A1-Inhibitor,CN(C)N=NC1=C(N=CN1)C(N)=O
34,Dacarbazine,1A1-Substrate,CN(C)N=NC1=C(N=CN1)C(N)=O
35,Dactinomycin,1A1-Inhibitor,CC(C)[C@@H]1NC(=O)[C@H](NC(=O)C2=C3N=C4C(OC3=C(C)C=C2)=C(C)C(=O)C(N)=C4C(=O)N[C@@H]5[C@H](C)OC(=O)[C@@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@H]6CCCN6C(=O)[C@@H](NC5=O)C(C)C)[C@H](C)OC(=O)[C@@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@H]7CCCN7C1=O
36,Dantrolene,1A1-Inhibitor,[O-][N+](=O)C1=CC=C(C=C1)C2=CC=C(O2)C=NN3CC(=O)NC3=O
37,Daunorubicin,1A1-Substrate,COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C(C)=O)C(O)=C3C(=O)C2=CC=C1
38,Debrisoquine,1A1-Substrate,NC(=N)N1CCC2=C(C1)C=CC=C2
39,Decamethrin,1A1-Substrate,CC1(C)[C@@H](C=C(/Br)Br)[C@H]1C(=O)O[C@H](C#N)C2=CC(OC3=CC=CC=C3)=CC=C2
