,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL1917511,CHEMBL1919560,1264978,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,>,30000.0,nM,IC50,,60150,104999,PROTEIN,PROTEIN FAMILY,5,CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc3ccccc3)n1
1,CHEMBL1917511,CHEMBL1919561,1264978,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,>,30000.0,nM,IC50,,60150,104999,PROTEIN,PROTEIN FAMILY,5,CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc3ccccc3)n1
2,CHEMBL531475,CHEMBL2043697,532104,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,>,30.0,uM,INH,,62287,104999,PROTEIN,PROTEIN FAMILY,5,COc1ccc(cn1)c2cc(cnc2N)c3ccc(cc3)S(=O)(=O)C
3,CHEMBL2041980,CHEMBL2043697,1348407,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,>,20.0,uM,INH,,62287,104999,PROTEIN,PROTEIN FAMILY,5,CS(=O)(=O)c1ccc(cc1)c2cnc(N)c(c2)c3ccc(nc3)C(F)(F)F
4,CHEMBL137192,CHEMBL2061440,225364,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,600.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,OC(c1ccc(Cl)cc1)(c2cccnc2)c3ccccc3Cl
5,CHEMBL1863160,CHEMBL2061440,1203731,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,1900.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,CC(C)Oc1ccc(cc1)C(O)(c2ccc(Cl)cc2)c3cccnc3
6,CHEMBL1863004,CHEMBL2061440,1203573,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,1400.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,CC(C)Oc1ccc(cc1)C(O)(c2ccc(cc2)C(F)(F)F)c3cccnc3
7,CHEMBL1863379,CHEMBL2061440,1203952,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,7600.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,OC(c1ccc(cc1)C#N)(c2ccc(cc2)C(F)(F)F)c3cccnc3
8,CHEMBL1863325,CHEMBL2061440,1203897,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,4100.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,OC(c1ccc(cc1)C(F)(F)F)(c2cccnc2)c3ccc(cc3F)C#N
9,CHEMBL1862838,CHEMBL2061440,1203406,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,900.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,OC(c1ccc(Cl)cc1)(c2cccnc2)c3ccc(Cl)cc3F
10,CHEMBL1863146,CHEMBL2061440,1203717,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,2600.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,NC(=O)c1cccc(c1)C(O)(c2ccc(Cl)cc2)c3cccnc3
11,CHEMBL1863039,CHEMBL2061440,1203609,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,3900.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,NC(=O)c1cccc(c1)C(O)(c2cccnc2)c3ccc(Cl)cc3F
12,CHEMBL1863383,CHEMBL2061440,1203956,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,1400.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,OC(c1ccc(cc1)C(F)(F)F)(c2cccnc2)c3ccc(Cl)cc3F
13,CHEMBL1863499,CHEMBL2061440,1204073,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,1100.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,CC(C)Oc1ccc(cc1)C(O)(c2cccnc2)c3ccc(Cl)cc3F
14,CHEMBL1863183,CHEMBL2061440,1203754,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,5000.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,OC(c1ccc(Cl)cc1)(c2cccnc2)c3cncnc3
15,CHEMBL1863007,CHEMBL2061440,1203576,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,4400.0,nM,IC50,,62701,104999,PROTEIN,PROTEIN FAMILY,5,CC(C)Oc1ncc(cn1)C(O)(c2cccnc2)c3ccc(Cl)cc3F
16,CHEMBL28971,CHEMBL2061441,39585,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,66.0,%,Inhibition,,62701,104999,PROTEIN,PROTEIN FAMILY,5,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl
17,CHEMBL1397,CHEMBL2061441,334337,Cytochrome P450 3A4/3A5,Homo sapiens,Homo sapiens,D,=,98.0,%,Inhibition,,62701,104999,PROTEIN,PROTEIN FAMILY,5,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(C5)c7ccc(F)cc7F)cc4
