,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL42,CHEMBL3541788,2261,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,5.71,nmol/min,Drug metabolism,,91913,11186,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
1,CHEMBL42,CHEMBL3538130,2261,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,4.08,nmol/min,Drug metabolism,,91913,11186,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
2,CHEMBL42,CHEMBL3539709,2261,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,0.025,nmol/min,Drug metabolism,,91913,11186,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
3,CHEMBL42,CHEMBL3539720,2261,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,0.065,nmol/min,Drug metabolism,,91913,11186,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
4,CHEMBL483254,CHEMBL3537637,499179,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,56.0,%,Stability,,91925,11186,PROTEIN,SINGLE PROTEIN,9,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3
5,CHEMBL3527526,CHEMBL3537638,1925234,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,0.1,%,Drug metabolism,,91925,11186,PROTEIN,SINGLE PROTEIN,9,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)O)cc3
6,CHEMBL3527525,CHEMBL3537638,1925233,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,38.0,%,Drug metabolism,,91925,11186,PROTEIN,SINGLE PROTEIN,9,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)N)cc3
7,CHEMBL3526396,CHEMBL3537638,1924092,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,2.6,%,Drug metabolism,,91925,11186,PROTEIN,SINGLE PROTEIN,9,C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc4ccc(\C=C\C(=O)N)cc4
8,CHEMBL3526395,CHEMBL3537638,1924091,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,3.2,%,Drug metabolism,,91925,11186,PROTEIN,SINGLE PROTEIN,9,C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc4ccc(\C=C\C(=O)NO)cc4
9,CHEMBL42,CHEMBL3536203,2261,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,0.41,nmol/min,Drug metabolism,,91913,11186,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
10,CHEMBL762,CHEMBL3535091,42520,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_not_detected,92037,11186,PROTEIN,SINGLE PROTEIN,9,Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
11,CHEMBL3526818,CHEMBL3533010,1924519,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_not_detected,92030,11186,PROTEIN,SINGLE PROTEIN,9,Cl.CCCCCCCCc1ccc(CC[14C](N)(CO)CO)cc1
12,CHEMBL3542381,CHEMBL3532129,1925508,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,92051,11186,PROTEIN,SINGLE PROTEIN,9,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@@H](CC[C@H]3[C@H](\C=C\c4ccc(cn4)c5cccc(F)c5)[C@H]12)NC(=O)OCCO
13,CHEMBL3542336,CHEMBL3529575,1925463,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,92051,11186,PROTEIN,SINGLE PROTEIN,9,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=[14CH]\c4ccc(cn4)c5cccc(F)c5
14,CHEMBL762,CHEMBL3530226,42520,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_not_detected,92037,11186,PROTEIN,SINGLE PROTEIN,9,Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
15,CHEMBL3183703,CHEMBL3864044,1672994,Cytochrome P450 2C18,Homo sapiens,Homo sapiens,D,=,1.3,%,Drug metabolism,,101445,11186,PROTEIN,SINGLE PROTEIN,9,CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc2c3CCCc3cc4CCCc24
