,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL179529,CHEMBL829415,299725,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,31100.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,CNc1ccc(s1)c2cccnc2
1,CHEMBL360999,CHEMBL829415,299737,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,4100.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,Cn1cnc(c1)c2cccnc2
2,CHEMBL361364,CHEMBL829415,299558,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,80000.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,CCn1cnc(c1)c2cccnc2
3,CHEMBL178780,CHEMBL829415,299559,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,580.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,C(c1ccccc1)n2cnc(c2)c3cccnc3
4,CHEMBL178781,CHEMBL829415,299560,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,57900.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,Cc1cn(cn1)c2cccnc2
5,CHEMBL179618,CHEMBL829415,299716,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,4100.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccs2
6,CHEMBL179669,CHEMBL829415,299718,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,6900.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,Cc1ccsc1c2cccnc2
7,CHEMBL179398,CHEMBL829415,299577,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,34300.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,O=Cc1ccc(s1)c2cccnc2
8,CHEMBL362702,CHEMBL829415,299620,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,>,400000.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,CC(=O)c1ccc(s1)c2cccnc2
9,CHEMBL361153,CHEMBL829415,299430,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,>,400000.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2ccsc2
10,CHEMBL179005,CHEMBL829415,299438,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,7200.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cn1)c2ccsc2
11,CHEMBL179704,CHEMBL829415,299460,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,6300.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2cccnc2
12,CHEMBL425519,CHEMBL829415,299461,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,=,368000.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2ccc(F)nc2
13,CHEMBL179763,CHEMBL829415,299523,Cytochrome P450 2E1,Homo sapiens,Homo sapiens,D,>,300000.0,nM,IC50,,21214,20056,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccnc2
