,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL208528,CHEMBL869681,347013,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,31079,10163,PROTEIN,SINGLE PROTEIN,9,CCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
1,CHEMBL207831,CHEMBL869681,347092,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,31079,10163,PROTEIN,SINGLE PROTEIN,9,OC(C1CCN(CCCC(=O)c2ccc(CC=C)cc2)CC1)(c3ccccc3)c4ccccc4
2,CHEMBL218583,CHEMBL908900,365553,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,4800.0,nM,IC50,,34813,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1c(O)c(nc2c(cccc12)c3ccccc3)c4ccc(Cl)cc4
3,CHEMBL267210,CHEMBL908900,365556,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,9000.0,nM,IC50,,34813,10163,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2c(C(=O)O)c(O)c(nc2c1C)c3ccc(Cl)cc3
4,CHEMBL348475,CHEMBL893811,259664,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,45300.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c5cnc6ccccc6c5)cc3)Cc2cc1OC
5,CHEMBL242983,CHEMBL893811,391713,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,1080.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1ccc(CN2CCN(CC2)c3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c5cnc6ccccc6c5)cc3)cc1OC
6,CHEMBL266212,CHEMBL893811,391711,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,13300.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1ccc(CN2CCN(CC2)c3ccc(NC(=O)c4ccccc4NC(=O)c5cnc6ccccc6c5)cc3)cc1OC
7,CHEMBL244239,CHEMBL893811,391704,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,5820.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1ccc(CCN(C)CCNC(=O)c2ccccc2NC(=O)c3cnc4ccccc4c3)cc1OC
8,CHEMBL244403,CHEMBL895109,387205,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,36602,10163,PROTEIN,SINGLE PROTEIN,9,CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c4ccccc14
9,CHEMBL235952,CHEMBL900200,403310,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,8900.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2ccc(cc2)c3ccc(O)cn3
10,CHEMBL235256,CHEMBL900200,403350,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,<,400.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2ccc(cc2)c3ccc(O)cc3Cl
11,CHEMBL237248,CHEMBL900200,403324,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2onc(n2)c3ccc(O)cn3
12,CHEMBL237247,CHEMBL900200,403322,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,9300.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2ncc(s2)c3ccc(O)cn3
13,CHEMBL237037,CHEMBL900200,403321,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,20300.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2cnc(s2)c3ccc(O)cn3
14,CHEMBL236163,CHEMBL900200,403316,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,19000.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,Cc1c(CCC(=O)Nc2ccccc2C(=O)O)cnn1c3ccc(O)cc3
15,CHEMBL236162,CHEMBL900200,403315,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,1200.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2cnc(s2)c3ccc(O)cc3Cl
16,CHEMBL1630,CHEMBL949431,476314,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,2700.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
17,CHEMBL147587,CHEMBL949431,243564,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,13000.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
18,CHEMBL147806,CHEMBL949431,242691,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,23000.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
19,CHEMBL146826,CHEMBL949431,243644,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,23000.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,CCNCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
20,CHEMBL1235,CHEMBL949431,230459,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,20000.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
21,CHEMBL468929,CHEMBL973343,479941,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,46696,10163,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(CN2CCC3(CC2)OC(C#N)c4ccccc34)cc1
22,CHEMBL468929,CHEMBL973350,479941,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,,,,Activity,Active,46696,10163,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(CN2CCC3(CC2)OC(C#N)c4ccccc34)cc1
23,CHEMBL466289,CHEMBL973350,480068,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,46696,10163,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(CN2CCC3(CC2)OCc4ccccc34)cc1
24,CHEMBL466289,CHEMBL973357,480068,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,46696,10163,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(CN2CCC3(CC2)OCc4ccccc34)cc1
25,CHEMBL466289,CHEMBL972439,480068,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,46696,10163,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(CN2CCC3(CC2)OCc4ccccc34)cc1
26,CHEMBL466289,CHEMBL972446,480068,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,46696,10163,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(CN2CCC3(CC2)OCc4ccccc34)cc1
