,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL46909,CHEMBL664422,64639,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,300.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(OC)c1
1,CHEMBL43396,CHEMBL664422,64054,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,6600.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cocc2)c1
2,CHEMBL43395,CHEMBL664422,63499,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,980.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(O)c1
3,CHEMBL43740,CHEMBL664422,64030,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,610.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(F)c1
4,CHEMBL441035,CHEMBL664422,63467,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,920.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cc(OC)cc(OC)c2)c1
5,CHEMBL296411,CHEMBL664422,62980,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,830.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1
6,CHEMBL44509,CHEMBL664422,62979,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,750.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2ccc(OC)c(OC)c2)c1
7,CHEMBL43013,CHEMBL664422,64640,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,1100.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2ccncc2)c1
8,CHEMBL42428,CHEMBL664422,64008,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,61.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cccs2)c1
9,CHEMBL43741,CHEMBL664422,64031,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,140.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cc(OC)c(OC)c(OC)c2)c1
10,CHEMBL44156,CHEMBL664422,64006,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,300000.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\N=C\c2cc(OC)cc(OC)c2)c(OC)c1
11,CHEMBL42427,CHEMBL664422,64007,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,1500.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(NC(=O)c2cc(OC)cc(OC)c2)c(OC)c1
12,CHEMBL43065,CHEMBL664422,64641,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,15000.0,nM,IC50,,16393,11113,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(\C=C\c2cc(O)cc(O)c2)c(O)c1
13,CHEMBL210881,CHEMBL865947,350297,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,<,100000.0,nM,IC50,,31331,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C2=COc3ccc(F)cc3C2=O
14,CHEMBL211559,CHEMBL865947,350406,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,<,100000.0,nM,IC50,,31331,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1OC)C2=COc3cc(F)ccc3C2=O
15,CHEMBL377832,CHEMBL865947,350365,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,<,100000.0,nM,IC50,,31331,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1OC)C2=COc3ccc(F)cc3C2=O
16,CHEMBL242341,CHEMBL865947,391222,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,<,100000.0,nM,IC50,,31331,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O
17,CHEMBL212689,CHEMBL870531,351014,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,31410,11113,PROTEIN,SINGLE PROTEIN,9,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
18,CHEMBL218650,CHEMBL955460,365195,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,98.4,%,Activity,,45683,11113,PROTEIN,SINGLE PROTEIN,9,C[C@]1(COc2ccc(cc2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)Cn5cc(nc5O1)[N+](=O)[O-]
19,CHEMBL218650,CHEMBL955461,365195,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,102.5,%,Activity,,45683,11113,PROTEIN,SINGLE PROTEIN,9,C[C@]1(COc2ccc(cc2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)Cn5cc(nc5O1)[N+](=O)[O-]
20,CHEMBL218650,CHEMBL955462,365195,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,98.6,%,Activity,,45683,11113,PROTEIN,SINGLE PROTEIN,9,C[C@]1(COc2ccc(cc2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)Cn5cc(nc5O1)[N+](=O)[O-]
21,CHEMBL283196,CHEMBL955462,37987,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,3.8,%,Activity,,45683,11113,PROTEIN,SINGLE PROTEIN,9,O=C1C=C(Oc2c1ccc3ccccc23)c4ccccc4
22,CHEMBL405845,CHEMBL955462,430012,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,32.3,%,Activity,,45683,11113,PROTEIN,SINGLE PROTEIN,9,CN1C(=O)N(Cc2occc2)c3nc(C)[nH]c3C1=O
23,CHEMBL452523,CHEMBL1026477,495866,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,90.0,nM,Km,,46581,11113,PROTEIN,SINGLE PROTEIN,9,CCOc1cc(C)cc(C)c1C(C)(C)CC(=O)Nc2ccc3c(Oc4cc(NC(=O)N5CCOCC5)ccc4C36Oc7ccccc7C6=O)c2
24,CHEMBL452523,CHEMBL1026478,495866,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,8800.0,/M/s,Kcat/Km,,46581,11113,PROTEIN,SINGLE PROTEIN,9,CCOc1cc(C)cc(C)c1C(C)(C)CC(=O)Nc2ccc3c(Oc4cc(NC(=O)N5CCOCC5)ccc4C36Oc7ccccc7C6=O)c2
25,CHEMBL399910,CHEMBL1225717,418570,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,7906.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccccc3
26,CHEMBL399121,CHEMBL1225717,421346,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,2786.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
27,CHEMBL470266,CHEMBL1225717,445800,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,2196.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
28,CHEMBL151,CHEMBL1225717,47209,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,1249.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3
29,CHEMBL50,CHEMBL1225717,3666,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,1191.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3
30,CHEMBL150,CHEMBL1225717,46884,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,632.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3
31,CHEMBL28,CHEMBL1225717,1564,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,427.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2
32,CHEMBL117,CHEMBL1225717,17853,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,153.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3
33,CHEMBL90568,CHEMBL1225717,145542,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,140.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2
34,CHEMBL226034,CHEMBL1225717,378459,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,120.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1O)C2=C(O)C(=O)c3c(O)cc(O)cc3O2
35,CHEMBL214321,CHEMBL1225717,359735,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,95.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(ccc1O)C2=CC(=O)c3c(O)cc(O)cc3O2
36,CHEMBL40919,CHEMBL1225717,59677,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,88.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2
37,CHEMBL243664,CHEMBL1225717,390246,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,86.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2
38,CHEMBL309490,CHEMBL1225717,119522,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,77.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccccc3
39,CHEMBL379064,CHEMBL1225717,348850,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,56.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(ccc1O)C2=C(O)C(=O)c3c(O)cc(O)cc3O2
40,CHEMBL8996,CHEMBL1225717,5235,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,10973.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3
41,CHEMBL9352,CHEMBL1225717,5170,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,15167.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
42,CHEMBL490170,CHEMBL1225717,484543,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,19109.0,nM,IC50,,52459,11113,PROTEIN,SINGLE PROTEIN,9,COc1cc(ccc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
43,CHEMBL1275863,CHEMBL1286935,711824,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,13500.0,nM,Kd,,53844,11113,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1)N2C(=O)CCC2=O
44,CHEMBL1275862,CHEMBL1286935,711823,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,2250.0,nM,Kd,,53844,11113,PROTEIN,SINGLE PROTEIN,9,OC(=O)CCC(=O)Nc1ccc(O)cc1
45,CHEMBL112,CHEMBL1286935,16450,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,19100.0,nM,Kd,,53844,11113,PROTEIN,SINGLE PROTEIN,9,CC(=O)Nc1ccc(O)cc1
46,CHEMBL464432,CHEMBL1669903,464999,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,55309,11113,PROTEIN,SINGLE PROTEIN,9,O[C@H]1C[C@H]2[C@@H](NC(=O)c3c(O)c4OCOc4cc23)[C@H](O)[C@@H]1O
47,CHEMBL1743348,CHEMBL1743518,1122133,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 9107543,56168,11113,PROTEIN,SINGLE PROTEIN,9,Cc1nnoc1O
48,CHEMBL1743360,CHEMBL1743519,1122145,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 9760279,56168,11113,PROTEIN,SINGLE PROTEIN,9,CC#Cc1ccc(cc1)c2ccccc2
49,CHEMBL1743361,CHEMBL1743519,1122146,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 9760279,56168,11113,PROTEIN,SINGLE PROTEIN,9,C#Cc1ccc2ccccc2c1
50,CHEMBL253346,CHEMBL1743519,419416,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 9760279,56168,11113,PROTEIN,SINGLE PROTEIN,9,CC#Cc1ccc2c(ccc3ccccc23)c1
51,CHEMBL3215302,CHEMBL1743519,1704079,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 9760279,56168,11113,PROTEIN,SINGLE PROTEIN,9,C#Cc1cc2ccc3cccc4ccc(c1)c2c34
52,CHEMBL1743360,CHEMBL1743520,1122145,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,220.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 9074808,56168,11113,PROTEIN,SINGLE PROTEIN,9,CC#Cc1ccc(cc1)c2ccccc2
53,CHEMBL1743360,CHEMBL1743520,1122145,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,0.4,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 9074808,56168,11113,PROTEIN,SINGLE PROTEIN,9,CC#Cc1ccc(cc1)c2ccccc2
54,CHEMBL473518,CHEMBL1743521,454744,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,90.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 11259321,56168,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(O)cc(O)c2)cc1OC
55,CHEMBL473518,CHEMBL1743521,454744,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,0.06,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 11259321,56168,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(O)cc(O)c2)cc1OC
56,CHEMBL165,CHEMBL1743521,103658,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 11259321,56168,11113,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1
57,CHEMBL1743349,CHEMBL1743522,1122134,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 9107543,56168,11113,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)c(SCC[n+]2noc([O-])c2C)c(C)c1
58,CHEMBL290591,CHEMBL1743522,61603,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 9107543,56168,11113,PROTEIN,SINGLE PROTEIN,9,CCO\C(=C/1\C(CC)C(=C(C)N=C1C)C(=O)OCC)\O
59,CHEMBL117,CHEMBL1780385,17853,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,15.9,%,Activity,,57641,11113,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3
60,CHEMBL55415,CHEMBL1780385,85648,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,12.6,%,Activity,,57641,11113,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(O)c(O)cc3O2
61,CHEMBL243664,CHEMBL1780385,390246,Cytochrome P450 1A1,Homo sapiens,Homo sapiens,D,=,15.9,%,Activity,,57641,11113,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2
