,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL17157,CHEMBL869679,19569,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,8100.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
1,CHEMBL382604,CHEMBL869679,347349,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,6700.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,OC(C1CCN(CCCC(=O)c2ccc3OCOc3c2)CC1)(c4ccccc4)c5ccccc5
2,CHEMBL206576,CHEMBL869679,347348,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,2200.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,OC(C1CCN(CCCC(=O)c2ccc(CC(F)F)cc2)CC1)(c3ccccc3)c4ccccc4
3,CHEMBL204998,CHEMBL869679,347201,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,4200.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,OC(C1CCN(CCCC(=O)c2ccc(Br)cc2)CC1)(c3ccccc3)c4ccccc4
4,CHEMBL383199,CHEMBL869679,347200,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,7600.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
5,CHEMBL378460,CHEMBL869679,347194,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,2500.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,CC(=O)OCCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
6,CHEMBL204362,CHEMBL869679,347088,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,1900.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,OCCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
7,CHEMBL207389,CHEMBL869679,347037,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,1300.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,OCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
8,CHEMBL207832,CHEMBL869679,347093,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,700.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
9,CHEMBL207831,CHEMBL869679,347092,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,400.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,OC(C1CCN(CCCC(=O)c2ccc(CC=C)cc2)CC1)(c3ccccc3)c4ccccc4
10,CHEMBL208528,CHEMBL869679,347013,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,400.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,CCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
11,CHEMBL207982,CHEMBL869679,347012,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,600.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,CCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
12,CHEMBL207278,CHEMBL869679,346954,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,700.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,Cc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
13,CHEMBL205154,CHEMBL869679,346982,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,700.0,nM,IC50,,31079,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
14,CHEMBL208528,CHEMBL869679,347013,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,160.0,nM,Ki,,31079,100611,PROTEIN,SINGLE PROTEIN,9,CCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
15,CHEMBL589135,CHEMBL2072825,590877,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,1400.0,nM,IC50,,62933,100611,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(CNC(=O)N2CCC(CC2)Oc3ccccc3)c(Cl)c1
16,CHEMBL589136,CHEMBL2072825,590878,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,20000.0,nM,IC50,,62933,100611,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(CNC(=O)N2CCC(CC2)Oc3ncccn3)c(Cl)c1
17,CHEMBL608263,CHEMBL2072825,591044,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,20000.0,nM,IC50,,62933,100611,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccc(OC2CCN(CC2)C(=O)NCc3ccc(Cl)cc3Cl)cc1
18,CHEMBL1085745,CHEMBL2072825,633366,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,62933,100611,PROTEIN,SINGLE PROTEIN,9,FC(F)(F)Oc1ccccc1CNC(=O)N2CCC(C2)c3ccncc3
19,CHEMBL3327064,CHEMBL3371006,1787887,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,81.6,%,Activity,,90639,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)C(=O)N1CCC(CC1)NC(=O)Nc2ccc(cc2)C(F)(F)F
20,CHEMBL3327065,CHEMBL3371006,1787888,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,,,,Activity,Not Determined,90639,100611,PROTEIN,SINGLE PROTEIN,9,FC(F)(F)c1ccc(NC(=O)NC2CCN(CC2)C(=O)C3CC3)cc1
21,CHEMBL3327067,CHEMBL3371006,1787890,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,82.6,%,Activity,,90639,100611,PROTEIN,SINGLE PROTEIN,9,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc2ccc(cc2)C(F)(F)F
22,CHEMBL1258904,CHEMBL3371006,707919,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,91.9,%,Activity,,90639,100611,PROTEIN,SINGLE PROTEIN,9,CCC(=O)N1CCC(CC1)NC(=O)Nc2ccc(OC(F)(F)F)cc2
23,CHEMBL3327077,CHEMBL3371006,1787901,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,73.4,%,Activity,,90639,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)C(=O)N1CCC(CC1)NC(=O)Nc2ccc(OC(F)(F)F)cc2
24,CHEMBL3327078,CHEMBL3371006,1787902,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,60.6,%,Activity,,90639,100611,PROTEIN,SINGLE PROTEIN,9,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc2ccc(OC(F)(F)F)cc2
25,CHEMBL436774,CHEMBL3371006,359572,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,140.0,%,Activity,,90639,100611,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCC(CC1)NC(=O)NC23CC4CC(CC(C4)C2)C3
26,CHEMBL3508698,CHEMBL3509247,1923867,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,67000.0,nM,Km,OUTCOME = Detected,91892,100611,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
27,CHEMBL3508698,CHEMBL3509256,1923867,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,604.4,pmol.min.mg-1,Vmax,OUTCOME = Detected,91892,100611,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
28,CHEMBL3508698,CHEMBL3509265,1923867,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,10.6,ul.min.nmol-1,CL,OUTCOME = Detected,91892,100611,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
29,CHEMBL42,CHEMBL3541780,2261,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,0.7,nmol/min,Drug metabolism,,91913,100611,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
30,CHEMBL1951575,CHEMBL3537740,1280563,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1
31,CHEMBL3527324,CHEMBL3537745,1925030,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)(CO)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1
32,CHEMBL3527325,CHEMBL3537745,1925031,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4(O)CC4)c1
33,CHEMBL1951575,CHEMBL3538082,1280563,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1
34,CHEMBL42,CHEMBL3541853,2261,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,1.4,nmol/min,Drug metabolism,,91913,100611,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
35,CHEMBL42,CHEMBL3536999,2261,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,=,0.03,nmol/min,Drug metabolism,,91913,100611,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
36,CHEMBL218394,CHEMBL3541894,360720,Cytochrome P450 2J2,Homo sapiens,Homo sapiens,D,,,,Compound recovery,metabolite_not_detected,92054,100611,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C
