,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL323337,CHEMBL666154,167715,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,100.4,%,Control of P-450 marker,,17212,12594,PROTEIN,SINGLE PROTEIN,9,CC(=O)NC[C@H]1CC(=NO1)c2ccc(N3CCOCC3)c(F)c2
1,CHEMBL323337,CHEMBL666155,167715,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,101.7,%,Control of P-450 marker,,17212,12594,PROTEIN,SINGLE PROTEIN,9,CC(=O)NC[C@H]1CC(=NO1)c2ccc(N3CCOCC3)c(F)c2
2,CHEMBL276140,CHEMBL666156,14101,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,13.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F
3,CHEMBL14563,CHEMBL666156,14131,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cc1cc2CCN(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2cc1Cl
4,CHEMBL14460,CHEMBL666156,14132,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cc1cc2CCN(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2cc1C(F)(F)F
5,CHEMBL14255,CHEMBL666157,14192,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,4000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cccc(c3)c4cccnc4)c2cc1C(F)(F)F
6,CHEMBL14374,CHEMBL666157,14118,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2cc1C(F)(F)F
7,CHEMBL14726,CHEMBL666157,14147,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,4000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(Oc4cccnc4)nc3)c2cc1C(F)(F)F
8,CHEMBL14606,CHEMBL666157,14044,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,7000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(C)c(c3)c4cccnc4)c2cc1C(F)(F)F
9,CHEMBL14863,CHEMBL666157,14223,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,50000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cncc(c3)c4ccncc4)c2cc1C(F)(F)F
10,CHEMBL14652,CHEMBL666157,14491,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,2600.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cncc(c3)c4ccccc4)c2cc1C(F)(F)F
11,CHEMBL416896,CHEMBL666157,14064,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,6000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,CCc1cc(NC(=O)N2CCc3cc(OC)c(cc23)C(F)(F)F)cc(c1)c4cccnc4
12,CHEMBL277111,CHEMBL666157,14337,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,7000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(nc3)c4cccnc4)c2cc1C(F)(F)F
13,CHEMBL14548,CHEMBL666157,14231,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,3000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cccc(c3)c4ccccn4)c2cc1C(F)(F)F
14,CHEMBL273345,CHEMBL666157,14230,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,8000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cccc(c3)c4cnccc4C)c2cc1C(F)(F)F
15,CHEMBL14469,CHEMBL666157,14156,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,73000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(Cl)c(c3)c4cccnc4)c2cc1C(F)(F)F
16,CHEMBL278267,CHEMBL666157,14159,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,0.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(cc3)c4cccnc4)c2cc1C(F)(F)F
17,CHEMBL14345,CHEMBL666157,14373,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,77000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cncc(c3)c4cccnc4)c2cc1C(F)(F)F
18,CHEMBL280297,CHEMBL666157,14037,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,0.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cc(cc(c3)c4cccnc4)c5ccccc5)c2cc1C(F)(F)F
19,CHEMBL14864,CHEMBL666157,14224,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,200.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cncc(c3)c4cnccc4C)c2cc1C(F)(F)F
20,CHEMBL14362,CHEMBL666157,14160,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,11000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(Cl)c(c3)c4cnccc4C)c2cc1C(F)(F)F
21,CHEMBL14111,CHEMBL666157,14196,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3ccc(C)c(c3)c4cnccc4C)c2cc1C(F)(F)F
22,CHEMBL14276,CHEMBL666157,14075,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,28000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cc(F)cc(c3)c4cccnc4)c2cc1C(F)(F)F
23,CHEMBL14368,CHEMBL666157,14074,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,7000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cc(Br)cc(c3)c4cccnc4)c2cc1C(F)(F)F
24,CHEMBL276571,CHEMBL666157,13977,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,3000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1ccc(NC(=O)N2CCc3cc(OC)c(cc23)C(F)(F)F)cc1c4cccnc4
25,CHEMBL14352,CHEMBL666157,14188,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,20.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F
26,CHEMBL417082,CHEMBL666157,14155,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,=,2000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cc4CCOc4c(c3)c5cccnc5)c2cc1C(F)(F)F
27,CHEMBL280465,CHEMBL666158,14029,Cytochrome P450 1A2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,15851,12594,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(C(=O)Nc3cc(F)c(C)c(c3)c4cccnc4)c2cc1C(F)(F)F
