,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL85826,CHEMBL663709,135448,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,84.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc2[nH]c3C4=Nc5ccccc5C(=O)N4CCc3c2c1
1,CHEMBL46909,CHEMBL663710,64639,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,6.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(OC)c1
2,CHEMBL43396,CHEMBL663710,64054,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,2100.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cocc2)c1
3,CHEMBL43395,CHEMBL663710,63499,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,390.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(O)c1
4,CHEMBL43740,CHEMBL663710,64030,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,97.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(F)c1
5,CHEMBL441035,CHEMBL663710,63467,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,17600.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cc(OC)cc(OC)c2)c1
6,CHEMBL296411,CHEMBL663710,62980,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,790.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1
7,CHEMBL44509,CHEMBL663710,62979,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,3000.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2ccc(OC)c(OC)c2)c1
8,CHEMBL43013,CHEMBL663710,64640,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,460.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2ccncc2)c1
9,CHEMBL42428,CHEMBL663710,64008,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,2.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cccs2)c1
10,CHEMBL43741,CHEMBL663710,64031,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,3200.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(OC)cc(\C=C\c2cc(OC)c(OC)c(OC)c2)c1
11,CHEMBL44156,CHEMBL663710,64006,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,4900.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(\N=C\c2cc(OC)cc(OC)c2)c(OC)c1
12,CHEMBL42427,CHEMBL663710,64007,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,670.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(NC(=O)c2cc(OC)cc(OC)c2)c(OC)c1
13,CHEMBL43065,CHEMBL663710,64641,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,34000.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(\C=C\c2cc(O)cc(O)c2)c(O)c1
14,CHEMBL9352,CHEMBL1225718,5170,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,3656.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
15,CHEMBL490170,CHEMBL1225718,484543,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,1716.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(ccc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
16,CHEMBL399910,CHEMBL1225718,418570,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,1679.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccccc3
17,CHEMBL8996,CHEMBL1225718,5235,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,1284.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3
18,CHEMBL470266,CHEMBL1225718,445800,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,1024.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
19,CHEMBL399121,CHEMBL1225718,421346,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,511.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
20,CHEMBL151,CHEMBL1225718,47209,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,79.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3
21,CHEMBL50,CHEMBL1225718,3666,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,77.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3
22,CHEMBL150,CHEMBL1225718,46884,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,47.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3
23,CHEMBL90568,CHEMBL1225718,145542,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,29.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2
24,CHEMBL40919,CHEMBL1225718,59677,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,25.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2
25,CHEMBL309490,CHEMBL1225718,119522,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,25.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccccc3
26,CHEMBL28,CHEMBL1225718,1564,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,25.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2
27,CHEMBL117,CHEMBL1225718,17853,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,24.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3
28,CHEMBL226034,CHEMBL1225718,378459,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,20.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1O)C2=C(O)C(=O)c3c(O)cc(O)cc3O2
29,CHEMBL214321,CHEMBL1225718,359735,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,20.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(ccc1O)C2=CC(=O)c3c(O)cc(O)cc3O2
30,CHEMBL379064,CHEMBL1225718,348850,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,17.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1cc(ccc1O)C2=C(O)C(=O)c3c(O)cc(O)cc3O2
31,CHEMBL243664,CHEMBL1225718,390246,Cytochrome P450 1B1,Homo sapiens,Homo sapiens,D,=,12.0,nM,IC50,,52459,10147,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2
