,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL177468,CHEMBL831483,296528,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,41.0,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,C1Cc2ccccc2/C/1=C/c3c[nH]cn3
1,CHEMBL178036,CHEMBL831483,296557,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,11.0,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,C1Cc2ccccc2/C/1=C\c3c[nH]cn3
2,CHEMBL177413,CHEMBL831483,296577,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21568,11541,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2CCC\C(=C/c3c[nH]cn3)\c2c1
3,CHEMBL367483,CHEMBL831483,296454,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,22.7,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2\C(=C/c3c[nH]cn3)\CCCc2c1
4,CHEMBL177921,CHEMBL831483,296460,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,35.9,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
5,CHEMBL175091,CHEMBL831483,296475,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,35.7,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2\C(=C/c3ncc[nH]3)\CCc2c1
6,CHEMBL175144,CHEMBL831483,296476,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,47.3,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2CCC\C(=C/c3c[nH]cn3)\c2c1
7,CHEMBL359817,CHEMBL831483,296446,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,16.7,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,Fc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
8,CHEMBL362187,CHEMBL831483,296516,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,24.8,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,C1C\C(=C/c2c[nH]cn2)\c3ccccc3C1
9,CHEMBL367719,CHEMBL831483,296527,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,9.6,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,C1C\C(=C\c2c[nH]cn2)\c3ccccc3C1
10,CHEMBL179247,CHEMBL831483,296447,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,13.9,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,Fc1ccc2\C(=C/c3c[nH]cn3)\CCc2c1
11,CHEMBL177692,CHEMBL831483,296433,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,88.8,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
12,CHEMBL175688,CHEMBL831483,296439,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,3.7,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2\C(=C/c3c[nH]cn3)\CCc2c1
13,CHEMBL177293,CHEMBL831483,296440,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,92.8,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
14,CHEMBL174579,CHEMBL831483,296496,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,10.3,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C/c3c[nH]cn3)\CCc2c1
15,CHEMBL9298,CHEMBL831483,4920,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,1.0,nM,IC50,,21568,11541,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(cc1)C2CCCc3cncn23
16,CHEMBL157101,CHEMBL831483,255904,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21568,11541,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
17,CHEMBL177274,CHEMBL828454,296578,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21568,11541,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2CCC\C(=C\c3c[nH]cn3)\c2c1
18,CHEMBL176118,CHEMBL828695,297242,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,171.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C/c3cccnc3)\CCc2c1
19,CHEMBL176609,CHEMBL828695,297254,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,34.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C\c3cccnc3)\CCc2c1
20,CHEMBL176101,CHEMBL828695,297415,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,26.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C/c3cccnc3)\CCc2c1
21,CHEMBL362441,CHEMBL828695,297416,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,57.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C\c3cccnc3)\CCCc2c1
22,CHEMBL176098,CHEMBL828695,297440,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,878.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C/c3cccnc3)\CCCc2c1
23,CHEMBL366772,CHEMBL828695,297441,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21546,11541,PROTEIN,SINGLE PROTEIN,9,COc1ccc2CC\C(=C/c3cccnc3)\c2c1
24,CHEMBL366669,CHEMBL828695,297354,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21546,11541,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCC\C(=C/c3cccnc3)\c2cc1OC
25,CHEMBL425323,CHEMBL828695,297355,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,79.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,CCOc1ccc2\C(=C\c3cccnc3)\CCc2c1
26,CHEMBL176886,CHEMBL828695,297385,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,248.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,CCOc1ccc2\C(=C/c3cccnc3)\CCc2c1
27,CHEMBL177268,CHEMBL828695,297386,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21546,11541,PROTEIN,SINGLE PROTEIN,9,C(Oc1ccc2\C(=C\c3cccnc3)\CCc2c1)c4ccccc4
28,CHEMBL175550,CHEMBL828695,297404,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21546,11541,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2CC\C(=C/c3cccnc3)\c2c1
29,CHEMBL366570,CHEMBL828695,297410,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21546,11541,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2CC\C(=C\c3cccnc3)\c2c1
30,CHEMBL368305,CHEMBL828695,297426,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,=,108.0,nM,IC50,,21546,11541,PROTEIN,SINGLE PROTEIN,9,Cc1cccc2\C(=C\c3cccnc3)\CCc12
31,CHEMBL176009,CHEMBL828695,297427,Cytochrome P450 11B2,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21546,11541,PROTEIN,SINGLE PROTEIN,9,Cc1cccc2\C(=C/c3cccnc3)\CCc12
