,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL56367,CHEMBL2340535,85553,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,=,60.2,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-]
1,CHEMBL2336518,CHEMBL2340535,1526188,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,=,4.1,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,COc1cc(ccc1OCCCC#N)c2cc(C(=O)O)c3c(ccc4ccccc34)n2
2,CHEMBL2336517,CHEMBL2340535,1526187,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,=,3.8,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,CC(N1C(=O)c2ccc(cc2C1=O)C(=O)Nc3cc(Cl)ccc3C(=O)O)c4ccccc4
3,CHEMBL2336515,CHEMBL2340535,1526185,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,=,2.1,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1)c2nnc(SCC(=O)c3ccc4c(Cc5ccccc45)c3)nc2c6ccc(OC)cc6
4,CHEMBL2336943,CHEMBL2340535,1526618,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,=,1.0,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,CC1=NN(C(=O)/C/1=N\Nc2ccccc2C(=O)O)c3ccc(cc3)[N+](=O)[O-]
5,CHEMBL2336942,CHEMBL2340535,1526617,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,<,1.0,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,COc1cc(NC(=O)c2nn3c(cc(nc3c2Cl)c4ccc(Br)cc4)C(F)(F)F)cc(c1)[N+](=O)[O-]
6,CHEMBL2336521,CHEMBL2340535,1526191,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,<,1.0,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(\C=C\c2cc(nc3ccc4ccccc4c23)c5ccc(cc5)c6ccccc6)cc1
7,CHEMBL2336520,CHEMBL2340535,1526190,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,<,1.0,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,CCOC(=O)C1=C(C)N=C2S\C(=C/c3oc(cc3)c4ccc(Cl)c(c4)C(=O)O)\C(=O)N2C1c5ccccc5Cl
8,CHEMBL2336519,CHEMBL2340535,1526189,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,<,1.0,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)c2oc(nc2c1)c3ccc(C)c(NC(=O)c4cccc(c4)[N+](=O)[O-])c3
9,CHEMBL517107,CHEMBL2340535,471337,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,<,1.0,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,OC(=O)CN1C(=S)S\C(=C\2/C(=O)N(CC(=O)O)c3ccccc23)\C1=O
10,CHEMBL2336516,CHEMBL2340535,1526186,Cytochrome c oxidase subunit 1,Homo sapiens,Homo sapiens,D,<,1.0,%,Inhibition,,72703,101471,PROTEIN,SINGLE PROTEIN,9,Cc1ccc(cc1NC(=O)CSc2nnc(CNc3c(C)cccc3C)n2C)[N+](=O)[O-]
