,drug_name,drug_type,Smiles
0,Acetylsalicylic Acid,Inhibitor,CC(=O)OC1=C(C=CC=C1)C(O)=O
1,Acetylsalicylic Acid,Substrate,CC(=O)OC1=C(C=CC=C1)C(O)=O
2,Adenosine,Substrate,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1
3,Aminobenzoic Acid,Substrate,NC1=CC=C(C=C1)C(O)=O
4,Apomorphine,Substrate,CN1CCC2=CC=CC3=C2[C@H]1CC4=C3C(O)=C(O)C=C4
5,Bemiparin,Substrate,C1=CC=C(C=C1)C=CC(=O)O
6,Betamethason,Inducer,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
7,Budesonide,Substrate,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
8,Calcitriol,Inducer,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C(CCC[C@]12C)=CC=C3C[C@@H](O)C[C@H](O)C3=C
9,Celecoxib,Inhibitor,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)(F)F
10,Celecoxib,Substrate,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)(F)F
11,Cholic Acid,Substrate,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
12,Clioquinol,Inhibitor,OC1=C(I)C=C(Cl)C2=C1N=CC=C2
13,Clioquinol,Substrate,OC1=C(I)C=C(Cl)C2=C1N=CC=C2
14,Corticotropin,Inducer,CSCC[C@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC4=CNC5=CC=CC=C45)C(=O)NCC(O)=O
15,Cortisone,Inhibitor,C[C@]12CC[C@@H](O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23
16,Diethyl Ether,Inducer,CCOCC
17,Digitoxin,Substrate,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@@H](CC[C@]67O)C8=CC(=O)OC8)C4
18,Ephedrin,Substrate,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
19,Epinephrine,Substrate,CNC[C@H](O)C1=CC(O)=C(O)C=C1
20,Epinephrine,Inducer,CNC[C@H](O)C1=CC(O)=C(O)C=C1
21,Estradiol,Inducer,C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O
22,Estradiol,Substrate,C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O
23,Fluphenazine,Inhibitor,OCCN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1
24,Galactose,Substrate,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
