,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,66059,CHEMBL317634,CHEMBL666249,169168,Oryctolagus cuniculus,Homo sapiens,H,=,203.0,,Rate,,7313,12739,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 3A5
1,66060,CHEMBL1164560,CHEMBL1167168,645778,Homo sapiens,Homo sapiens,D,=,20.0,%,Inhibition,,51573,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
2,66061,CHEMBL1164870,CHEMBL1167168,645837,Homo sapiens,Homo sapiens,D,=,25.0,%,Inhibition,,51573,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
3,66062,CHEMBL1165175,CHEMBL1167168,646026,Homo sapiens,Homo sapiens,D,=,17.0,%,Inhibition,,51573,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
4,66063,CHEMBL233194,CHEMBL1658787,395530,Homo sapiens,Homo sapiens,D,=,100.0,%,Activity,,55271,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
5,66064,CHEMBL1078442,CHEMBL1743482,618322,Homo sapiens,Homo sapiens,D,=,20000.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 15608076,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
6,66065,CHEMBL1078442,CHEMBL1743482,618322,Homo sapiens,Homo sapiens,D,=,0.045,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 15608076,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
7,66066,CHEMBL163,CHEMBL1743483,88100,Homo sapiens,Homo sapiens,D,=,120.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
8,66067,CHEMBL163,CHEMBL1743483,88100,Homo sapiens,Homo sapiens,D,=,0.08,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
9,66068,CHEMBL115,CHEMBL1743483,17170,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
10,66069,CHEMBL114,CHEMBL1743483,17169,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
11,66070,CHEMBL2103760,CHEMBL1743484,1376030,Homo sapiens,Homo sapiens,D,,,,mechanism based inhibition,Cytochrome P450 mechanistic inhibitor: PMID 14709627,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
12,66071,CHEMBL116,CHEMBL1743485,17347,Homo sapiens,Homo sapiens,D,=,200.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
13,66072,CHEMBL584,CHEMBL1743485,17224,Homo sapiens,Homo sapiens,D,=,570.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
14,66073,CHEMBL116,CHEMBL1743485,17347,Homo sapiens,Homo sapiens,D,=,0.35,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
15,66074,CHEMBL584,CHEMBL1743485,17224,Homo sapiens,Homo sapiens,D,=,0.47,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 15523003,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
16,66075,CHEMBL1298,CHEMBL1743486,255870,Homo sapiens,Homo sapiens,D,=,4530.0,nM,Ki,Cytochrome P450 mechanistic inhibitor: PMID 15689501,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
17,66076,CHEMBL1298,CHEMBL1743486,255870,Homo sapiens,Homo sapiens,D,=,0.07,min-1,Kinact,Cytochrome P450 mechanistic inhibitor: PMID 15689501,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
18,66077,CHEMBL1078442,CHEMBL1743513,618322,Homo sapiens,Homo sapiens,D,=,20.0,,Partition ratio,Cytochrome P450 mechanistic inhibitor: PMID 15608076,56168,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
19,66078,CHEMBL1951321,CHEMBL1953082,1280307,Homo sapiens,Homo sapiens,D,=,60000.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
20,66079,CHEMBL1951322,CHEMBL1953082,1280308,Homo sapiens,Homo sapiens,D,=,6100.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
21,66080,CHEMBL1951323,CHEMBL1953082,1280309,Homo sapiens,Homo sapiens,D,=,11400.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
22,66081,CHEMBL1951324,CHEMBL1953082,1280310,Homo sapiens,Homo sapiens,D,=,52000.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
23,66082,CHEMBL1951325,CHEMBL1953082,1280311,Homo sapiens,Homo sapiens,D,=,11400.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
24,66083,CHEMBL1951326,CHEMBL1953082,1280312,Homo sapiens,Homo sapiens,D,=,44000.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
25,66084,CHEMBL1951328,CHEMBL1953082,1280314,Homo sapiens,Homo sapiens,D,=,31500.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
26,66085,CHEMBL1951335,CHEMBL1953082,1280321,Homo sapiens,Homo sapiens,D,=,20300.0,nM,IC50,,61146,12739,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 3A5
