,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,178374,CHEMBL179529,CHEMBL829412,299725,Homo sapiens,Homo sapiens,D,=,6800.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
1,178375,CHEMBL360999,CHEMBL829412,299737,Homo sapiens,Homo sapiens,D,=,146000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
2,178376,CHEMBL361364,CHEMBL829412,299558,Homo sapiens,Homo sapiens,D,=,83100.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
3,178377,CHEMBL178780,CHEMBL829412,299559,Homo sapiens,Homo sapiens,D,=,5300.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
4,178378,CHEMBL178781,CHEMBL829412,299560,Homo sapiens,Homo sapiens,D,>,300000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
5,178379,CHEMBL179618,CHEMBL829412,299716,Homo sapiens,Homo sapiens,D,=,70800.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
6,178380,CHEMBL179669,CHEMBL829412,299718,Homo sapiens,Homo sapiens,D,=,3900.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
7,178381,CHEMBL179398,CHEMBL829412,299577,Homo sapiens,Homo sapiens,D,=,21600.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
8,178382,CHEMBL362702,CHEMBL829412,299620,Homo sapiens,Homo sapiens,D,=,217000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
9,178383,CHEMBL361153,CHEMBL829412,299430,Homo sapiens,Homo sapiens,D,=,59100.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
10,178384,CHEMBL179005,CHEMBL829412,299438,Homo sapiens,Homo sapiens,D,=,72100.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
11,178385,CHEMBL179704,CHEMBL829412,299460,Homo sapiens,Homo sapiens,D,=,6300.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
12,178386,CHEMBL425519,CHEMBL829412,299461,Homo sapiens,Homo sapiens,D,=,11800.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
13,178387,CHEMBL179763,CHEMBL829412,299523,Homo sapiens,Homo sapiens,D,=,145000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2B6
