,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,6547,CHEMBL314445,CHEMBL663708,136299,,Homo sapiens,H,=,80.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
1,6548,CHEMBL314132,CHEMBL663708,135802,,Homo sapiens,H,=,71.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
2,6549,CHEMBL315422,CHEMBL663708,136294,,Homo sapiens,H,=,160.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
3,6550,CHEMBL312149,CHEMBL663708,135837,,Homo sapiens,H,=,110.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
4,6551,CHEMBL85106,CHEMBL663708,136414,,Homo sapiens,H,=,90.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
5,6552,CHEMBL85960,CHEMBL663708,136410,,Homo sapiens,H,=,120.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
6,6553,CHEMBL486598,CHEMBL663708,443896,,Homo sapiens,H,=,690.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
7,6554,CHEMBL81923,CHEMBL663708,136408,,Homo sapiens,H,=,330.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
8,6555,CHEMBL85740,CHEMBL663708,136344,,Homo sapiens,H,=,2402.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
9,6556,CHEMBL86022,CHEMBL663708,136293,,Homo sapiens,H,=,140.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
10,6557,CHEMBL413956,CHEMBL663708,135881,,Homo sapiens,H,=,69.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
11,6558,CHEMBL312848,CHEMBL663708,135766,,Homo sapiens,H,=,140.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
12,6559,CHEMBL85139,CHEMBL663708,136386,,Homo sapiens,H,=,55.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
13,6560,CHEMBL312248,CHEMBL663708,136310,,Homo sapiens,H,=,170.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
14,6561,CHEMBL86078,CHEMBL663708,136291,,Homo sapiens,H,=,37.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1B1
15,6562,CHEMBL85826,CHEMBL663709,135448,Homo sapiens,Homo sapiens,D,=,84.0,nM,IC50,,5662,10147,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1B1
16,6563,CHEMBL46909,CHEMBL663710,64639,Homo sapiens,Homo sapiens,D,=,6.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1B1
17,6564,CHEMBL43396,CHEMBL663710,64054,Homo sapiens,Homo sapiens,D,=,2100.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1B1
18,6565,CHEMBL43395,CHEMBL663710,63499,Homo sapiens,Homo sapiens,D,=,390.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1B1
19,6566,CHEMBL43740,CHEMBL663710,64030,Homo sapiens,Homo sapiens,D,=,97.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1B1
20,6567,CHEMBL441035,CHEMBL663710,63467,Homo sapiens,Homo sapiens,D,=,17600.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1B1
21,6568,CHEMBL296411,CHEMBL663710,62980,Homo sapiens,Homo sapiens,D,=,790.0,nM,IC50,,16393,10147,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1B1
