,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,179492,CHEMBL382500,CHEMBL865875,337121,,Homo sapiens,H,,,,Activity,Not Active,30617,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
1,179493,CHEMBL379019,CHEMBL865875,337325,,Homo sapiens,H,,,,Activity,Not Active,30617,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
2,179494,CHEMBL382902,CHEMBL865875,337146,,Homo sapiens,H,,,,Activity,Not Active,30617,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
3,179495,CHEMBL198291,CHEMBL865875,337223,,Homo sapiens,H,,,,Activity,Not Active,30617,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
4,179496,CHEMBL202020,CHEMBL865875,337477,,Homo sapiens,H,,,,Activity,Not Active,30617,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
5,179497,CHEMBL372999,CHEMBL865875,337099,,Homo sapiens,H,,,,Activity,Not Active,30617,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
6,179498,CHEMBL389014,CHEMBL917755,374069,Homo sapiens,Homo sapiens,D,=,7.4,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
7,179499,CHEMBL224719,CHEMBL917755,374114,Homo sapiens,Homo sapiens,D,=,28.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
8,179500,CHEMBL1627205,CHEMBL917755,1050096,Homo sapiens,Homo sapiens,D,=,549.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
9,179501,CHEMBL1627234,CHEMBL917755,1050125,Homo sapiens,Homo sapiens,D,>,1000.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
10,179502,CHEMBL1627208,CHEMBL917755,1050099,Homo sapiens,Homo sapiens,D,>,1000.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
11,179503,CHEMBL1627207,CHEMBL917755,1050098,Homo sapiens,Homo sapiens,D,=,44.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
12,179504,CHEMBL1627207,CHEMBL917755,1050098,Homo sapiens,Homo sapiens,D,=,28.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
13,179505,CHEMBL1627203,CHEMBL917755,1050094,Homo sapiens,Homo sapiens,D,=,50.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
14,179506,CHEMBL1627203,CHEMBL917755,1050094,Homo sapiens,Homo sapiens,D,=,20.5,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
15,179507,CHEMBL1627204,CHEMBL917755,1050095,Homo sapiens,Homo sapiens,D,=,75.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
16,179508,CHEMBL1627206,CHEMBL917755,1050097,Homo sapiens,Homo sapiens,D,=,9.7,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
17,179509,CHEMBL1627206,CHEMBL917755,1050097,Homo sapiens,Homo sapiens,D,=,13.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
18,179510,CHEMBL389014,CHEMBL917755,374069,Homo sapiens,Homo sapiens,D,=,28.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
19,179511,CHEMBL157101,CHEMBL917755,255904,Homo sapiens,Homo sapiens,D,=,312.0,nM,IC50,,35331,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
20,179512,CHEMBL253613,CHEMBL926258,419399,Homo sapiens,Homo sapiens,D,=,15.0,nM,IC50,,37969,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
21,179513,CHEMBL255088,CHEMBL926260,419403,,Homo sapiens,H,=,7.4,nM,IC50,,37969,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
22,179514,CHEMBL564855,CHEMBL1055571,555306,Homo sapiens,Homo sapiens,D,=,2.0,%,Activity,,47896,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
23,179515,CHEMBL1170908,CHEMBL1177226,649839,,Homo sapiens,H,=,15.1,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
24,179516,CHEMBL157101,CHEMBL1177227,255904,Homo sapiens,Homo sapiens,D,=,126.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
25,179517,CHEMBL157101,CHEMBL1177228,255904,Homo sapiens,Homo sapiens,D,=,312.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
26,179518,CHEMBL389014,CHEMBL1177228,374069,Homo sapiens,Homo sapiens,D,=,7.4,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
27,179519,CHEMBL157101,CHEMBL1177229,255904,Homo sapiens,Homo sapiens,D,=,520.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
28,179520,CHEMBL1171489,CHEMBL1177229,649868,Homo sapiens,Homo sapiens,D,=,4000.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
29,179521,CHEMBL1171659,CHEMBL1177229,649869,Homo sapiens,Homo sapiens,D,=,36900.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
30,179522,CHEMBL1171660,CHEMBL1177229,649870,Homo sapiens,Homo sapiens,D,=,6400.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
31,179523,CHEMBL1171662,CHEMBL1177229,649873,Homo sapiens,Homo sapiens,D,=,2800.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
32,179524,CHEMBL1171105,CHEMBL1177229,649874,Homo sapiens,Homo sapiens,D,=,10600.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
33,179525,CHEMBL1171106,CHEMBL1177229,649875,Homo sapiens,Homo sapiens,D,=,23000.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
34,179526,CHEMBL1171107,CHEMBL1177229,649876,Homo sapiens,Homo sapiens,D,=,72000.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
35,179527,CHEMBL1171494,CHEMBL1177229,649903,Homo sapiens,Homo sapiens,D,=,300.0,nM,IC50,,51817,100474,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 24A1
36,179528,CHEMBL188017,CHEMBL1252218,311586,,Homo sapiens,H,=,480100.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
37,179529,CHEMBL1255039,CHEMBL1252218,704509,,Homo sapiens,H,=,11220.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
38,179530,CHEMBL1255040,CHEMBL1252218,704510,,Homo sapiens,H,=,10760.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
39,179531,CHEMBL363682,CHEMBL1252218,311678,,Homo sapiens,H,=,122000.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
40,179532,CHEMBL1253779,CHEMBL1252218,703236,,Homo sapiens,H,=,111100.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
41,179533,CHEMBL1253780,CHEMBL1252218,703237,,Homo sapiens,H,=,5080.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
42,179534,CHEMBL363039,CHEMBL1252218,311592,,Homo sapiens,H,=,900.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
43,179535,CHEMBL1253863,CHEMBL1252218,703321,,Homo sapiens,H,=,2080.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
44,179536,CHEMBL1253864,CHEMBL1252218,703322,,Homo sapiens,H,=,1920.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
45,179537,CHEMBL1253946,CHEMBL1252218,703405,,Homo sapiens,H,=,16300.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
46,179538,CHEMBL1253947,CHEMBL1252218,703406,,Homo sapiens,H,=,127600.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
47,179539,CHEMBL1254040,CHEMBL1252218,703499,,Homo sapiens,H,=,342800.0,nM,IC50,,52858,100474,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 24A1
