,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,179208,CHEMBL181385,CHEMBL832851,301989,,Homo sapiens,H,=,34.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
1,179209,CHEMBL181385,CHEMBL832851,301989,,Homo sapiens,H,=,86.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
2,179210,CHEMBL180856,CHEMBL832851,302006,,Homo sapiens,H,=,50.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
3,179211,CHEMBL179825,CHEMBL832851,302023,,Homo sapiens,H,=,100.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
4,179212,CHEMBL362412,CHEMBL832851,302047,,Homo sapiens,H,=,19.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
5,179213,CHEMBL362412,CHEMBL832851,302047,,Homo sapiens,H,=,153.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
6,179214,CHEMBL181309,CHEMBL832851,302078,,Homo sapiens,H,=,7.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
7,179215,CHEMBL181309,CHEMBL832851,302078,,Homo sapiens,H,=,18.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
8,179216,CHEMBL180805,CHEMBL832851,301985,,Homo sapiens,H,=,21.4,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
9,179217,CHEMBL180805,CHEMBL832851,301985,,Homo sapiens,H,=,73.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
10,179218,CHEMBL178474,CHEMBL832851,302008,,Homo sapiens,H,=,16.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
11,179219,CHEMBL178474,CHEMBL832851,302008,,Homo sapiens,H,=,85.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
12,179220,CHEMBL359627,CHEMBL832851,302168,,Homo sapiens,H,=,6.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
13,179221,CHEMBL359627,CHEMBL832851,302168,,Homo sapiens,H,=,71.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
14,179222,CHEMBL180592,CHEMBL832851,302203,,Homo sapiens,H,=,77.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
15,179223,CHEMBL178873,CHEMBL832851,302220,,Homo sapiens,H,=,335.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
16,179224,CHEMBL180348,CHEMBL832851,302130,,Homo sapiens,H,=,25.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
17,179225,CHEMBL179550,CHEMBL832851,302149,,Homo sapiens,H,=,8.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
18,179226,CHEMBL426789,CHEMBL832851,301990,,Homo sapiens,H,=,3.5,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
19,179227,CHEMBL426789,CHEMBL832851,301990,,Homo sapiens,H,=,6.3,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
20,179228,CHEMBL368448,CHEMBL832851,302031,,Homo sapiens,H,=,3.3,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
21,179229,CHEMBL368448,CHEMBL832851,302031,,Homo sapiens,H,=,12.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
22,179230,CHEMBL360771,CHEMBL832851,302062,,Homo sapiens,H,=,20.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
23,179231,CHEMBL360771,CHEMBL832851,302062,,Homo sapiens,H,=,46.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
24,179232,CHEMBL360148,CHEMBL832851,302105,,Homo sapiens,H,=,48.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
25,179233,CHEMBL182438,CHEMBL832851,301991,,Homo sapiens,H,=,37.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
26,179234,CHEMBL360072,CHEMBL832851,302018,,Homo sapiens,H,=,14.4,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
27,179235,CHEMBL362489,CHEMBL832851,302155,,Homo sapiens,H,=,47.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
28,179236,CHEMBL180829,CHEMBL832851,302169,,Homo sapiens,H,=,54.0,nM,IC50,,20895,100146,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 26A1
