,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,42242,CHEMBL10921,CHEMBL659094,7755,,Homo sapiens,H,=,100000.0,nM,IC50,,5045,12594,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1A2
1,42243,CHEMBL152968,CHEMBL666153,253199,Cavia porcellus,Homo sapiens,H,=,6000.0,nM,IC50,,6570,12594,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1A2
2,42244,CHEMBL153741,CHEMBL666153,253401,Cavia porcellus,Homo sapiens,H,=,31000.0,nM,IC50,,6570,12594,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1A2
3,42245,CHEMBL150614,CHEMBL666153,252786,Cavia porcellus,Homo sapiens,H,>,100000.0,nM,IC50,,6570,12594,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1A2
4,42246,CHEMBL154751,CHEMBL666153,253453,Cavia porcellus,Homo sapiens,H,>,100000.0,nM,IC50,,6570,12594,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 1A2
5,42247,CHEMBL323337,CHEMBL666154,167715,Homo sapiens,Homo sapiens,D,=,100.4,%,Control of P-450 marker,,17212,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
6,42248,CHEMBL323337,CHEMBL666155,167715,Homo sapiens,Homo sapiens,D,=,101.7,%,Control of P-450 marker,,17212,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
7,42249,CHEMBL276140,CHEMBL666156,14101,Homo sapiens,Homo sapiens,D,=,13.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
8,42250,CHEMBL14563,CHEMBL666156,14131,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
9,42251,CHEMBL14460,CHEMBL666156,14132,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
10,42252,CHEMBL14255,CHEMBL666157,14192,Homo sapiens,Homo sapiens,D,=,4000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
11,42253,CHEMBL14374,CHEMBL666157,14118,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
12,42254,CHEMBL14726,CHEMBL666157,14147,Homo sapiens,Homo sapiens,D,=,4000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
13,42255,CHEMBL14606,CHEMBL666157,14044,Homo sapiens,Homo sapiens,D,=,7000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
14,42256,CHEMBL14863,CHEMBL666157,14223,Homo sapiens,Homo sapiens,D,=,50000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
15,42257,CHEMBL14652,CHEMBL666157,14491,Homo sapiens,Homo sapiens,D,=,2600.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
16,42258,CHEMBL416896,CHEMBL666157,14064,Homo sapiens,Homo sapiens,D,=,6000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
17,42259,CHEMBL277111,CHEMBL666157,14337,Homo sapiens,Homo sapiens,D,=,7000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
18,42260,CHEMBL14548,CHEMBL666157,14231,Homo sapiens,Homo sapiens,D,=,3000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
19,42261,CHEMBL273345,CHEMBL666157,14230,Homo sapiens,Homo sapiens,D,=,8000.0,nM,IC50,,15851,12594,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 1A2
