,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,95578,CHEMBL10921,CHEMBL659095,7755,,Homo sapiens,H,>,40000.0,nM,IC50,,5045,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
1,95579,CHEMBL1794834,CHEMBL663302,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,51.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
2,95580,CHEMBL1794834,CHEMBL663303,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,29.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
3,95581,CHEMBL1794834,CHEMBL663304,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,72.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
4,95582,CHEMBL1794834,CHEMBL663305,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,74.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
5,95583,CHEMBL1794834,CHEMBL663306,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,39.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
6,95584,CHEMBL1794834,CHEMBL663307,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,0.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
7,95585,CHEMBL1794834,CHEMBL663308,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,100.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
8,95586,CHEMBL1794834,CHEMBL663309,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,100.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
9,95587,CHEMBL1794834,CHEMBL857570,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,80.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
10,95588,CHEMBL1794834,CHEMBL663310,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,30.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
11,95589,CHEMBL1794834,CHEMBL663311,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,46.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
12,95590,CHEMBL1794834,CHEMBL663312,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,27.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
13,95591,CHEMBL1794834,CHEMBL661688,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,73.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
14,95592,CHEMBL1794834,CHEMBL661688,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,66.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
15,95593,CHEMBL1794834,CHEMBL661689,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,39.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
16,95594,CHEMBL1794834,CHEMBL662483,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,0.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
17,95595,CHEMBL1794834,CHEMBL662484,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,100.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
18,95596,CHEMBL1794834,CHEMBL662485,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,100.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
19,95597,CHEMBL1794834,CHEMBL661269,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,43.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
20,95598,CHEMBL1794834,CHEMBL661270,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,30.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
21,95599,CHEMBL1794834,CHEMBL661271,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,12.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
22,95600,CHEMBL1794834,CHEMBL661272,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,27.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
23,95601,CHEMBL1794834,CHEMBL661273,1158165,Oryctolagus cuniculus,Homo sapiens,H,=,13.0,%,Inhibition,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
24,95602,CHEMBL102594,CHEMBL661274,169167,Oryctolagus cuniculus,Homo sapiens,H,=,6.0,uM,Ks,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
25,95603,CHEMBL317634,CHEMBL661275,169168,Oryctolagus cuniculus,Homo sapiens,H,=,18.0,uM,Ks,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
26,95604,CHEMBL101372,CHEMBL661276,169644,Oryctolagus cuniculus,Homo sapiens,H,=,22.0,uM,Ks,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
27,95605,CHEMBL105022,CHEMBL661285,169581,Oryctolagus cuniculus,Homo sapiens,H,=,68.0,uM,Ks,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
28,95606,CHEMBL317634,CHEMBL661286,169168,Oryctolagus cuniculus,Homo sapiens,H,=,183.0,,Rate,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
29,95607,CHEMBL317634,CHEMBL661287,169168,Oryctolagus cuniculus,Homo sapiens,H,=,6.1,,Rate,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
30,95608,CHEMBL317634,CHEMBL661288,169168,Oryctolagus cuniculus,Homo sapiens,H,=,5.8,,Rate,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
31,95609,CHEMBL317634,CHEMBL661289,169168,Oryctolagus cuniculus,Homo sapiens,H,=,5.2,,Rate,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
32,95610,CHEMBL317634,CHEMBL661290,169168,Oryctolagus cuniculus,Homo sapiens,H,=,160.0,,Rate,,7313,12912,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 2C19
33,95611,CHEMBL276140,CHEMBL664321,14101,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
34,95612,CHEMBL14563,CHEMBL664321,14131,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
35,95613,CHEMBL14460,CHEMBL664321,14132,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
36,95614,CHEMBL14276,CHEMBL664321,14075,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15851,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
37,95615,CHEMBL112532,CHEMBL664322,186320,,Homo sapiens,D,=,7.0,nM,IC50,,17322,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
38,95616,CHEMBL151646,CHEMBL664322,251741,,Homo sapiens,D,=,8440.0,nM,IC50,,17322,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
39,95617,CHEMBL422858,CHEMBL664322,251172,,Homo sapiens,D,=,6070.0,nM,IC50,,17322,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
40,95618,CHEMBL434317,CHEMBL664322,251478,,Homo sapiens,D,=,3100.0,nM,IC50,,17322,12912,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2C19
