,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
0,8577,CHEMBL54768,CHEMBL705239,80863,Candida albicans,Homo sapiens,H,=,0.01,ug.mL-1,IC50,,1096,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
1,8578,CHEMBL64391,CHEMBL705239,97867,Candida albicans,Homo sapiens,H,=,0.06,ug.mL-1,IC50,,1096,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
2,8579,CHEMBL106,CHEMBL705239,13758,Candida albicans,Homo sapiens,H,=,0.042,ug.mL-1,IC50,,1096,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
3,8580,CHEMBL422025,CHEMBL705239,271468,Candida albicans,Homo sapiens,H,=,0.08,ug.mL-1,IC50,,1096,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
4,8581,CHEMBL349069,CHEMBL705239,271926,Candida albicans,Homo sapiens,H,=,0.032,ug.mL-1,IC50,,1096,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
5,8582,CHEMBL106,CHEMBL760336,13758,Candida albicans,Homo sapiens,H,=,0.042,ug.mL-1,IC50,,2668,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
6,8583,CHEMBL106,CHEMBL762239,13758,Candida albicans,Homo sapiens,H,=,0.039,ug.mL-1,IC50,,2668,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
7,8584,CHEMBL415943,CHEMBL762240,81137,Candida albicans,Homo sapiens,H,=,0.024,ug.mL-1,IC50,,2668,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
8,8585,CHEMBL53214,CHEMBL762240,81195,Candida albicans,Homo sapiens,H,=,0.026,ug.mL-1,IC50,,2668,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
9,8586,CHEMBL51326,CHEMBL762240,81106,Candida albicans,Homo sapiens,H,=,0.049,ug.mL-1,IC50,,2668,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
10,8587,CHEMBL53213,CHEMBL762240,81104,Candida albicans,Homo sapiens,H,=,0.032,ug.mL-1,IC50,,2668,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
11,8588,CHEMBL298394,CHEMBL762240,81194,Candida albicans,Homo sapiens,H,=,0.032,ug.mL-1,IC50,,2668,11188,PROTEIN,SINGLE PROTEIN,8,Cytochrome P450 51
