,Output_Target,Input_feature,Models,Hyperparameters_Used,Model_RunTime_min,Dataset_size,Train_size,Val_size,Test_size,Train_positive_size,Val_positive_size,Test_positive_size,Accuracy_Val,True_Positive_Val,True_Negative_Val,False_Positive_Val,False_Negative_Val,Cohen_Score_Val,Precision_0_Val,Recall_0_Val,F1 Score_0_Val,AUC_output_0_Val,Precision_1_Val,Recall_1_Val,F1_Score_1_Val,AUC_output_1_Val,Log_Loss_Val,Accuracy_Test,True_Positive_Test,True_Negative_Test,False_Positive_Test,False_Negative_Test,Cohen_Score_Test,Precision_0_Test,Recall_0_Test,F1_Score_0_Test,AUC_output_0_Test,Precision_1_Test,Recall_1_Test,F1 Score_1_Test,AUC_output_1_Test,Log_Loss_Test
0,1A1_ind,ecfp0,ExtraTreesClassifier_default,"{'bootstrap': [False], 'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': ['auto'], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'n_estimators': ['warn'], 'n_jobs': [None], 'oob_score': [False], 'random_state': [None], 'verbose': [0], 'warm_start': [False]}",0.009000000000000001,1525,1067,229,229,35,7,7,0.961,1,219,3,6,0.163,0.973,0.986,0.98,0.565,0.25,0.14300000000000002,0.182,0.565,1.3880000000000001,0.965,0,221,1,7,-0.008,0.9690000000000001,0.995,0.982,0.498,0.0,0.0,0.0,0.498,1.099
1,1A1_inh,rdk5,RandomForestClassifier_default,"{'bootstrap': [True], 'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': ['auto'], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'n_estimators': ['warn'], 'n_jobs': [None], 'oob_score': [False], 'random_state': [None], 'verbose': [0], 'warm_start': [False]}",0.008,1525,1067,229,229,31,7,7,0.9690000000000001,2,220,2,5,0.349,0.978,0.991,0.9840000000000001,0.638,0.5,0.28600000000000003,0.364,0.638,0.679,0.965,0,221,1,7,-0.008,0.9690000000000001,0.995,0.982,0.498,0.0,0.0,0.0,0.498,0.667
2,1A1_sub,lecfp6,Perceptron_default,"{'alpha': [0.0001], 'class_weight': [None], 'early_stopping': [False], 'eta0': [1.0], 'fit_intercept': [True], 'max_iter': [1000], 'n_iter_no_change': [5], 'n_jobs': [None], 'penalty': [None], 'random_state': [0], 'shuffle': [True], 'tol': [0.001], 'validation_fraction': [0.1], 'verbose': [0], 'warm_start': [False]}",0.043,1525,1067,229,229,35,7,7,0.9690000000000001,2,220,2,5,0.349,0.978,0.991,0.9840000000000001,0.638,0.5,0.28600000000000003,0.364,0.638,-,0.9520000000000001,0,218,4,7,-0.023,0.9690000000000001,0.982,0.975,0.491,0.0,0.0,0.0,0.491,-
3,1A2_ind,hashtt,MultinomialNB_default,"{'alpha': [1.0], 'class_prior': [None], 'fit_prior': [True]}",0.008,1525,1067,229,229,27,6,6,0.961,2,218,5,4,0.28800000000000003,0.982,0.978,0.98,0.655,0.28600000000000003,0.33299999999999996,0.308,0.655,0.489,0.961,1,219,4,5,0.162,0.978,0.982,0.98,0.574,0.2,0.16699999999999998,0.182,0.574,0.485
4,1A2_inh,ecfp2,ExtraTreesClassifier_default,"{'bootstrap': [False], 'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': ['auto'], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'n_estimators': ['warn'], 'n_jobs': [None], 'oob_score': [False], 'random_state': [None], 'verbose': [0], 'warm_start': [False]}",0.011000000000000001,1525,1067,229,229,86,19,19,0.9129999999999999,4,205,5,15,0.245,0.932,0.976,0.953,0.593,0.444,0.21100000000000002,0.28600000000000003,0.593,2.374,0.9129999999999999,1,208,2,18,0.07,0.92,0.99,0.9540000000000001,0.522,0.33299999999999996,0.053,0.091,0.522,1.65
5,1A2_sub,laval,AdaBoostClassifier_default,"{'algorithm': ['SAMME.R'], 'base_estimator': [None], 'learning_rate': [1.0], 'n_estimators': [50], 'random_state': [None]}",1.44,1525,1067,229,229,220,47,47,0.838,21,171,11,26,0.43799999999999994,0.868,0.94,0.902,0.693,0.6559999999999999,0.447,0.532,0.693,0.621,0.812,20,166,16,27,0.37,0.86,0.912,0.885,0.669,0.556,0.426,0.48200000000000004,0.669,0.622
6,2C19_ind,maccs,ExtraTreeClassifier_default,"{'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': ['auto'], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'random_state': [None], 'splitter': ['random']}",0.005,1525,1067,229,229,12,2,2,0.9740000000000001,1,222,5,1,0.24,0.996,0.978,0.987,0.7390000000000001,0.16699999999999998,0.5,0.25,0.7390000000000001,0.907,0.987,2,224,3,0,0.5660000000000001,1.0,0.987,0.993,0.993,0.4,1.0,0.5710000000000001,0.993,0.46
7,2C19_inh,ecfp2,HistGradientBoostingClassifier_default,"{'l2_regularization': [0.0], 'learning_rate': [0.1], 'loss': ['auto'], 'max_bins': [256], 'max_depth': [None], 'max_iter': [100], 'max_leaf_nodes': [31], 'min_samples_leaf': [20], 'n_iter_no_change': [None], 'random_state': [None], 'scoring': [None], 'tol': [1e-07], 'validation_fraction': [0.1], 'verbose': [0]}",0.4370000000000001,1525,1067,229,229,77,16,16,0.93,4,209,4,12,0.301,0.946,0.981,0.963,0.616,0.5,0.25,0.33299999999999996,0.616,0.365,0.93,1,212,1,15,0.09699999999999999,0.934,0.995,0.9640000000000001,0.529,0.5,0.062,0.111,0.529,0.349
8,2C19_sub,hashap,MLPClassifier_default,"{'activation': ['relu'], 'alpha': [0.0001], 'batch_size': ['auto'], 'beta_1': [0.9], 'beta_2': [0.999], 'early_stopping': [False], 'epsilon': [1e-08], 'hidden_layer_sizes': [(100,)], 'learning_rate': ['constant'], 'learning_rate_init': [0.001], 'max_iter': [200], 'momentum': [0.9], 'n_iter_no_change': [10], 'nesterovs_momentum': [True], 'power_t': [0.5], 'random_state': [None], 'shuffle': [True], 'solver': ['adam'], 'tol': [0.0001], 'validation_fraction': [0.1], 'verbose': [False], 'warm_start': [False]}",0.174,1525,1067,229,229,194,42,42,0.852,23,172,15,19,0.485,0.9009999999999999,0.92,0.91,0.7340000000000001,0.605,0.5479999999999999,0.575,0.7340000000000001,0.765,0.8170000000000001,12,175,12,30,0.266,0.8540000000000001,0.9359999999999999,0.893,0.611,0.5,0.28600000000000003,0.364,0.611,1.037
9,2C8_ind,fcfp4,RidgeClassifier_default,"{'alpha': [1.0], 'class_weight': [None], 'copy_X': [True], 'fit_intercept': [True], 'max_iter': [None], 'normalize': [False], 'random_state': [None], 'solver': ['auto'], 'tol': [0.001]}",0.011000000000000001,1525,1067,229,229,12,2,3,1.0,2,227,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-,0.987,0,226,0,3,0.0,0.987,1.0,0.993,0.5,0.0,0.0,0.0,0.5,-
10,2C8_inh,avalon,OutputCodeClassifier_default,"{'code_size': [1.5], 'estimator__alpha': [1.0], 'estimator__class_prior': [None], 'estimator__fit_prior': [True], 'estimator': [MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)], 'n_jobs': [None], 'random_state': [None]}",0.008,1525,1067,229,229,68,14,14,0.843,8,185,30,6,0.24,0.9690000000000001,0.86,0.9109999999999999,0.716,0.21100000000000002,0.5710000000000001,0.308,0.716,-,0.8029999999999999,3,181,34,11,0.032,0.943,0.8420000000000001,0.889,0.528,0.081,0.214,0.11800000000000001,0.528,-
11,2C8_sub,hashtt,HistGradientBoostingClassifier_default,"{'l2_regularization': [0.0], 'learning_rate': [0.1], 'loss': ['auto'], 'max_bins': [256], 'max_depth': [None], 'max_iter': [100], 'max_leaf_nodes': [31], 'min_samples_leaf': [20], 'n_iter_no_change': [None], 'random_state': [None], 'scoring': [None], 'tol': [1e-07], 'validation_fraction': [0.1], 'verbose': [0]}",0.43,1525,1067,229,229,133,28,28,0.9129999999999999,12,197,4,16,0.501,0.925,0.98,0.9520000000000001,0.7040000000000001,0.75,0.429,0.545,0.7040000000000001,0.389,0.882,6,196,5,22,0.256,0.899,0.975,0.9359999999999999,0.595,0.545,0.214,0.308,0.595,0.41700000000000004
12,2C9_ind,rdk5,DecisionTreeClassifier_default,"{'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': [None], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'presort': [False], 'random_state': [None], 'splitter': ['best']}",0.009000000000000001,1525,1067,229,229,20,4,4,0.961,2,218,7,2,0.29100000000000004,0.991,0.9690000000000001,0.98,0.7340000000000001,0.222,0.5,0.308,0.7340000000000001,1.376,0.978,1,223,2,3,0.275,0.987,0.991,0.9890000000000001,0.621,0.33299999999999996,0.25,0.28600000000000003,0.621,0.757
13,2C9_inh,ecfp4,BernoulliNB_default,"{'alpha': [1.0], 'binarize': [0.0], 'class_prior': [None], 'fit_prior': [True]}",0.008,1525,1067,229,229,154,33,33,0.838,15,177,19,18,0.353,0.9079999999999999,0.903,0.905,0.679,0.441,0.455,0.44799999999999995,0.679,0.665,0.79,14,167,29,19,0.245,0.898,0.852,0.8740000000000001,0.638,0.326,0.424,0.368,0.638,1.032
14,2C9_sub,maccs,HistGradientBoostingClassifier_default,"{'l2_regularization': [0.0], 'learning_rate': [0.1], 'loss': ['auto'], 'max_bins': [256], 'max_depth': [None], 'max_iter': [100], 'max_leaf_nodes': [31], 'min_samples_leaf': [20], 'n_iter_no_change': [None], 'random_state': [None], 'scoring': [None], 'tol': [1e-07], 'validation_fraction': [0.1], 'verbose': [0]}",0.111,1525,1067,229,229,231,49,49,0.843,21,172,8,28,0.451,0.86,0.956,0.905,0.6920000000000001,0.7240000000000001,0.429,0.5379999999999999,0.6920000000000001,0.415,0.821,19,169,11,30,0.38,0.8490000000000001,0.9390000000000001,0.892,0.6629999999999999,0.633,0.38799999999999996,0.48100000000000004,0.6629999999999999,0.539
15,2D6_inh,maccs,BernoulliNB_default,"{'alpha': [1.0], 'binarize': [0.0], 'class_prior': [None], 'fit_prior': [True]}",0.006999999999999999,1525,1067,229,229,171,37,37,0.747,28,143,49,9,0.349,0.941,0.745,0.831,0.7509999999999999,0.364,0.757,0.491,0.7509999999999999,1.5219999999999998,0.6679999999999999,17,136,56,20,0.12,0.872,0.708,0.782,0.584,0.233,0.45899999999999996,0.309,0.584,1.882
16,2D6_sub,ecfp6,XGBClassifier_default,"{'base_score': [0.5], 'booster': ['gbtree'], 'colsample_bylevel': [1], 'colsample_bynode': [1], 'colsample_bytree': [1], 'gamma': [0], 'learning_rate': [0.1], 'max_delta_step': [0], 'max_depth': [3], 'min_child_weight': [1], 'missing': [None], 'n_estimators': [100], 'n_jobs': [1], 'nthread': [None], 'objective': ['binary:logistic'], 'random_state': [0], 'reg_alpha': [0], 'reg_lambda': [1], 'scale_pos_weight': [1], 'seed': [None], 'silent': [None], 'subsample': [1], 'verbosity': [1]}",0.19699999999999998,1525,1067,229,229,301,64,64,0.821,29,159,6,35,0.484,0.82,0.9640000000000001,0.8859999999999999,0.708,0.8290000000000001,0.45299999999999996,0.586,0.708,0.509,0.777,26,152,13,38,0.3720000000000001,0.8,0.9209999999999999,0.856,0.664,0.667,0.406,0.505,0.664,0.484
17,2E1_ind,rdk7,Perceptron_default,"{'alpha': [0.0001], 'class_weight': [None], 'early_stopping': [False], 'eta0': [1.0], 'fit_intercept': [True], 'max_iter': [1000], 'n_iter_no_change': [5], 'n_jobs': [None], 'penalty': [None], 'random_state': [0], 'shuffle': [True], 'tol': [0.001], 'validation_fraction': [0.1], 'verbose': [0], 'warm_start': [False]}",0.008,1525,1067,229,229,20,4,4,0.987,1,225,0,3,0.396,0.987,1.0,0.993,0.625,1.0,0.25,0.4,0.625,-,0.983,0,225,0,4,0.0,0.983,1.0,0.991,0.5,0.0,0.0,0.0,0.5,-
18,2E1_inh,laval,ExtraTreeClassifier_default,"{'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': ['auto'], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'random_state': [None], 'splitter': ['random']}",0.024,1525,1067,229,229,50,11,11,0.934,4,210,8,7,0.313,0.968,0.963,0.966,0.6629999999999999,0.33299999999999996,0.364,0.348,0.6629999999999999,2.27,0.9129999999999999,2,207,11,9,0.121,0.958,0.95,0.9540000000000001,0.5660000000000001,0.154,0.182,0.16699999999999998,0.5660000000000001,3.016
19,2E1_sub,rdk7,BaggingClassifier_default,"{'base_estimator': [None], 'bootstrap': [True], 'bootstrap_features': [False], 'max_features': [1.0], 'max_samples': [1.0], 'n_estimators': [10], 'n_jobs': [None], 'oob_score': [False], 'random_state': [None], 'verbose': [0], 'warm_start': [False]}",0.051,1525,1067,229,229,119,25,25,0.917,12,198,6,13,0.514,0.938,0.971,0.9540000000000001,0.725,0.667,0.48,0.5579999999999999,0.725,1.095,0.9079999999999999,6,202,2,19,0.32799999999999996,0.914,0.99,0.951,0.615,0.75,0.24,0.364,0.615,0.821
20,3A4_ind,lecfp4,SGDClassifier_default,"{'alpha': [0.0001], 'average': [False], 'class_weight': [None], 'early_stopping': [False], 'epsilon': [0.1], 'eta0': [0.0], 'fit_intercept': [True], 'l1_ratio': [0.15], 'learning_rate': ['optimal'], 'loss': ['hinge'], 'max_iter': [1000], 'n_iter_no_change': [5], 'n_jobs': [None], 'penalty': ['l2'], 'power_t': [0.5], 'random_state': [None], 'shuffle': [True], 'tol': [0.001], 'validation_fraction': [0.1], 'verbose': [0], 'warm_start': [False]}",0.062,1525,1067,229,229,71,15,15,0.9209999999999999,6,205,9,9,0.358,0.958,0.958,0.958,0.679,0.4,0.4,0.4,0.679,-,0.8859999999999999,2,201,13,13,0.073,0.9390000000000001,0.9390000000000001,0.9390000000000001,0.536,0.133,0.133,0.133,0.536,-
21,3A4_inh,lfcfp6,AdaBoostClassifier_default,"{'algorithm': ['SAMME.R'], 'base_estimator': [None], 'learning_rate': [1.0], 'n_estimators': [50], 'random_state': [None]}",1.444,1525,1067,229,229,219,47,47,0.8029999999999999,13,171,11,34,0.264,0.8340000000000001,0.94,0.884,0.608,0.542,0.27699999999999997,0.366,0.608,0.6659999999999999,0.799,11,172,10,36,0.225,0.8270000000000001,0.945,0.882,0.59,0.524,0.23399999999999999,0.324,0.59,0.665
22,3A4_sub,lecfp6,ExtraTreesClassifier_default,"{'bootstrap': [False], 'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': ['auto'], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'n_estimators': ['warn'], 'n_jobs': [None], 'oob_score': [False], 'random_state': [None], 'verbose': [0], 'warm_start': [False]}",0.053,1525,1067,229,229,495,106,106,0.7859999999999999,73,107,16,33,0.565,0.764,0.87,0.8140000000000001,0.779,0.82,0.6890000000000001,0.7490000000000001,0.779,1.786,0.6809999999999999,59,97,26,47,0.35,0.674,0.789,0.727,0.6729999999999999,0.6940000000000001,0.557,0.618,0.6729999999999999,2.022
23,3A5_ind,ecfp6,DummyClassifier_default,"{'constant': [None], 'random_state': [None], 'strategy': ['stratified']}",0.003,1525,1067,229,229,21,4,5,0.978,2,222,3,2,0.433,0.991,0.987,0.9890000000000001,0.743,0.4,0.5,0.444,0.743,1.357,0.961,0,220,4,5,-0.02,0.978,0.982,0.98,0.491,0.0,0.0,0.0,0.491,0.905
24,3A5_inh,maccs,PassiveAggressiveClassifier_default,"{'C': [1.0], 'average': [False], 'class_weight': [None], 'early_stopping': [False], 'fit_intercept': [True], 'loss': ['hinge'], 'max_iter': [1000], 'n_iter_no_change': [5], 'n_jobs': [None], 'random_state': [None], 'shuffle': [True], 'tol': [0.001], 'validation_fraction': [0.1], 'verbose': [0], 'warm_start': [False]}",0.008,1525,1067,229,229,21,4,4,0.9690000000000001,2,220,5,2,0.349,0.991,0.978,0.9840000000000001,0.7390000000000001,0.28600000000000003,0.5,0.364,0.7390000000000001,-,0.956,1,218,7,3,0.147,0.986,0.9690000000000001,0.978,0.609,0.125,0.25,0.16699999999999998,0.609,-
25,3A5_sub,laval,SGDClassifier_default,"{'alpha': [0.0001], 'average': [False], 'class_weight': [None], 'early_stopping': [False], 'epsilon': [0.1], 'eta0': [0.0], 'fit_intercept': [True], 'l1_ratio': [0.15], 'learning_rate': ['optimal'], 'loss': ['hinge'], 'max_iter': [1000], 'n_iter_no_change': [5], 'n_jobs': [None], 'penalty': ['l2'], 'power_t': [0.5], 'random_state': [None], 'shuffle': [True], 'tol': [0.001], 'validation_fraction': [0.1], 'verbose': [0], 'warm_start': [False]}",0.10300000000000001,1525,1067,229,229,86,19,19,0.83,8,182,28,11,0.205,0.943,0.867,0.903,0.644,0.222,0.42100000000000004,0.29100000000000004,0.644,-,0.8170000000000001,6,181,29,13,0.128,0.9329999999999999,0.862,0.8959999999999999,0.589,0.171,0.316,0.222,0.589,-
26,GST_ind,ecfp6,ExtraTreeClassifier_default,"{'class_weight': [None], 'criterion': ['gini'], 'max_depth': [None], 'max_features': ['auto'], 'max_leaf_nodes': [None], 'min_impurity_decrease': [0.0], 'min_impurity_split': [None], 'min_samples_leaf': [1], 'min_samples_split': [2], 'min_weight_fraction_leaf': [0.0], 'random_state': [None], 'splitter': ['random']}",0.018000000000000002,1525,1067,229,229,34,7,7,0.956,2,217,5,5,0.263,0.977,0.977,0.977,0.632,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.632,1.511,0.9520000000000001,0,218,4,7,-0.023,0.9690000000000001,0.982,0.975,0.491,0.0,0.0,0.0,0.491,1.659
27,GST_inh,ecfp0,RidgeClassifier_default,"{'alpha': [1.0], 'class_weight': [None], 'copy_X': [True], 'fit_intercept': [True], 'max_iter': [None], 'normalize': [False], 'random_state': [None], 'solver': ['auto'], 'tol': [0.001]}",0.01,1525,1067,229,229,25,5,5,0.983,1,224,0,4,0.32799999999999996,0.982,1.0,0.991,0.6,1.0,0.2,0.33299999999999996,0.6,-,0.978,0,224,0,5,0.0,0.978,1.0,0.9890000000000001,0.5,0.0,0.0,0.0,0.5,-
28,GST_sub,avalon,AdaBoostClassifier_default,"{'algorithm': ['SAMME.R'], 'base_estimator': [None], 'learning_rate': [1.0], 'n_estimators': [50], 'random_state': [None]}",0.077,1525,1067,229,229,14,3,3,0.987,1,225,1,2,0.39399999999999996,0.991,0.996,0.993,0.664,0.5,0.33299999999999996,0.4,0.664,0.408,0.987,0,226,0,3,0.0,0.987,1.0,0.993,0.5,0.0,0.0,0.0,0.5,0.40700000000000003
29,MET_ind,ecfp6,NearestCentroid_default,"{'metric': ['euclidean'], 'shrink_threshold': [None]}",0.006999999999999999,1525,1067,229,229,12,2,2,0.983,1,224,3,1,0.325,0.996,0.987,0.991,0.743,0.25,0.5,0.33299999999999996,0.743,-,0.978,0,224,3,2,-0.011000000000000001,0.991,0.987,0.9890000000000001,0.493,0.0,0.0,0.0,0.493,-
