,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL70611,CHEMBL665987,114151,Cytochrome P450 11B1,,Homo sapiens,H,=,35.0,nM,Ki,,11901,76,PROTEIN,SINGLE PROTEIN,8,Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn4ccnc4)O2)cc1
1,CHEMBL294361,CHEMBL779292,102921,Cytochrome P450 11B1,Rattus norvegicus,Homo sapiens,H,=,95000.0,nM,IC50,,12892,76,PROTEIN,SINGLE PROTEIN,8,COc1ccc2CCC3C(C3c2c1)c4ccncc4
2,CHEMBL294361,CHEMBL779292,102921,Cytochrome P450 11B1,Rattus norvegicus,Homo sapiens,H,=,30000.0,nM,IC50,,12892,76,PROTEIN,SINGLE PROTEIN,8,COc1ccc2CCC3C(C3c2c1)c4ccncc4
3,CHEMBL304583,CHEMBL779292,103772,Cytochrome P450 11B1,Rattus norvegicus,Homo sapiens,H,=,76000.0,nM,IC50,,12892,76,PROTEIN,SINGLE PROTEIN,8,Oc1ccc2CCC3C(C3c2c1)c4ccncc4
4,CHEMBL294361,CHEMBL779292,102921,Cytochrome P450 11B1,Rattus norvegicus,Homo sapiens,H,=,75000.0,nM,IC50,,12892,76,PROTEIN,SINGLE PROTEIN,8,COc1ccc2CCC3C(C3c2c1)c4ccncc4
5,CHEMBL224060,CHEMBL779293,374554,Cytochrome P450 11B1,Rattus norvegicus,Homo sapiens,H,=,95000.0,nM,IC50,,12892,76,PROTEIN,SINGLE PROTEIN,8,Cn1nnc2ccc(cc12)[C@H](c3ccc(Cl)cc3)n4cncn4
6,CHEMBL9298,CHEMBL779293,4920,Cytochrome P450 11B1,Rattus norvegicus,Homo sapiens,H,=,80000.0,nM,IC50,,12892,76,PROTEIN,SINGLE PROTEIN,8,N#Cc1ccc(cc1)C2CCCc3cncn23
7,CHEMBL305220,CHEMBL822873,114153,Cytochrome P450 11B1,,Homo sapiens,H,=,15.0,nM,Ki,,11901,76,PROTEIN,SINGLE PROTEIN,8,Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn4ccnc4)O2)cc1
8,CHEMBL178036,CHEMBL831482,296557,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,6.1,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,C1Cc2ccccc2/C/1=C\c3c[nH]cn3
9,CHEMBL177413,CHEMBL831482,296577,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21568,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2CCC\C(=C/c3c[nH]cn3)\c2c1
10,CHEMBL367483,CHEMBL831482,296454,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,6.9,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2\C(=C/c3c[nH]cn3)\CCCc2c1
11,CHEMBL177921,CHEMBL831482,296460,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,15.0,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
12,CHEMBL175091,CHEMBL831482,296475,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,12.3,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2\C(=C/c3ncc[nH]3)\CCc2c1
13,CHEMBL175144,CHEMBL831482,296476,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,18.7,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2CCC\C(=C/c3c[nH]cn3)\c2c1
14,CHEMBL359817,CHEMBL831482,296446,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,20.6,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
15,CHEMBL179247,CHEMBL831482,296447,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,11.17,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc2\C(=C/c3c[nH]cn3)\CCc2c1
16,CHEMBL362187,CHEMBL831482,296516,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,31.4,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,C1C\C(=C/c2c[nH]cn2)\c3ccccc3C1
17,CHEMBL367719,CHEMBL831482,296527,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,3.3,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,C1C\C(=C\c2c[nH]cn2)\c3ccccc3C1
18,CHEMBL177468,CHEMBL831482,296528,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,25.9,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,C1Cc2ccccc2/C/1=C/c3c[nH]cn3
19,CHEMBL177692,CHEMBL831482,296433,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,28.7,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
20,CHEMBL175688,CHEMBL831482,296439,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,19.5,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2\C(=C/c3c[nH]cn3)\CCc2c1
21,CHEMBL177293,CHEMBL831482,296440,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,26.2,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C\c3c[nH]cn3)\CCc2c1
22,CHEMBL174579,CHEMBL831482,296496,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,23.5,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C/c3c[nH]cn3)\CCc2c1
23,CHEMBL9298,CHEMBL831482,4920,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,9.7,nM,IC50,,21568,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(cc1)C2CCCc3cncn23
24,CHEMBL177274,CHEMBL828453,296578,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21568,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc2CCC\C(=C\c3c[nH]cn3)\c2c1
25,CHEMBL157101,CHEMBL828453,255904,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,21568,76,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
26,CHEMBL176118,CHEMBL828697,297242,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,320.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C/c3cccnc3)\CCc2c1
27,CHEMBL176609,CHEMBL828697,297254,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1448.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C\c3cccnc3)\CCc2c1
28,CHEMBL176101,CHEMBL828697,297415,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,790.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C/c3cccnc3)\CCc2c1
29,CHEMBL362441,CHEMBL828697,297416,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,903.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C\c3cccnc3)\CCCc2c1
30,CHEMBL176098,CHEMBL828697,297440,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,206.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,COc1ccc2\C(=C/c3cccnc3)\CCCc2c1
31,CHEMBL425323,CHEMBL828697,297355,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,2368.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,CCOc1ccc2\C(=C\c3cccnc3)\CCc2c1
32,CHEMBL176886,CHEMBL828697,297385,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,2697.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,CCOc1ccc2\C(=C/c3cccnc3)\CCc2c1
33,CHEMBL368305,CHEMBL828697,297426,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,763.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Cc1cccc2\C(=C\c3cccnc3)\CCc12
34,CHEMBL366490,CHEMBL828697,297444,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,774.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Fc1cccc2\C(=C\c3cccnc3)\CCc12
35,CHEMBL176287,CHEMBL828697,297482,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,304.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Clc1cccc2\C(=C\c3cccnc3)\CCc12
36,CHEMBL369623,CHEMBL828697,297483,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,657.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Clc1cccc2\C(=C/c3cccnc3)\CCc12
37,CHEMBL175791,CHEMBL828697,297300,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,955.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,COc1cccc2CC\C(=C/c3cccnc3)\c12
38,CHEMBL157101,CHEMBL828697,255904,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,224.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
39,CHEMBL9298,CHEMBL828697,4920,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,10.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,N#Cc1ccc(cc1)C2CCCc3cncn23
40,CHEMBL179149,CHEMBL828697,297323,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,931.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,C1Cc2ccccc2/C/1=C\c3ccncc3
41,CHEMBL360026,CHEMBL828697,297338,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,143.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,C1C\C(=C/c2ccncc2)\c3ccccc3C1
42,CHEMBL424960,CHEMBL828697,297344,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1098.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc2\C(=C\c3ccncc3)\CCc2c1
43,CHEMBL179144,CHEMBL828697,297226,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,34.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Fc1ccc2\C(=C/c3ccncc3)\CCc2c1
44,CHEMBL175554,CHEMBL828697,297417,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1515.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2\C(=C\c3ccncc3)\CCc2c1
45,CHEMBL175799,CHEMBL828697,297424,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,301.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2\C(=C/c3ccncc3)\CCc2c1
46,CHEMBL366773,CHEMBL828697,297442,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,2640.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C\c3ccncc3)\CCc2c1
47,CHEMBL179222,CHEMBL828697,297450,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,484.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2\C(=C/c3ccncc3)\CCc2c1
48,CHEMBL363621,CHEMBL828697,324173,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,87.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,C1Cc2ccccc2/C/1=C\c3cccnc3
49,CHEMBL193606,CHEMBL828697,324211,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,715.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,C1C\C(=C/c2cccnc2)\c3ccccc3C1
50,CHEMBL365120,CHEMBL828697,323966,Cytochrome P450 11B1,Homo sapiens,Homo sapiens,D,=,1424.0,nM,IC50,,21546,76,PROTEIN,SINGLE PROTEIN,9,C1C\C(=C\c2cccnc2)\c3ccccc3C1
