,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL590,CHEMBL2175347,19344,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,=,2.1,umol/L/min,Activity,,65961,105242,PROTEIN,SINGLE PROTEIN,9,CC1=CC(=O)c2ccccc2C1=O
1,CHEMBL2171357,CHEMBL2175347,1430850,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,=,1.8,umol/L/min,Activity,,65961,105242,PROTEIN,SINGLE PROTEIN,9,CCc1noc(n1)c2oc3C(=O)c4ccccc4C(=O)c3c2
2,CHEMBL62074,CHEMBL2175347,95369,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,=,1.2,umol/L/min,Activity,,65961,105242,PROTEIN,SINGLE PROTEIN,9,Cc1oc2C(=O)c3ccccc3C(=O)c2c1
3,CHEMBL62539,CHEMBL2175347,98572,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,=,2.2,umol/L/min,Activity,,65961,105242,PROTEIN,SINGLE PROTEIN,9,O=C1c2occc2C(=O)c3ccccc13
4,CHEMBL64130,CHEMBL2175347,96210,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,=,3.0,umol/L/min,Activity,,65961,105242,PROTEIN,SINGLE PROTEIN,9,CC(=O)c1oc2C(=O)c3ccccc3C(=O)c2c1
5,CHEMBL3764308,CHEMBL3767758,2069091,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,98303,105242,PROTEIN,SINGLE PROTEIN,9,O=C1C(=O)c2c(nc3ccccn23)c4ccccc14
6,CHEMBL3765007,CHEMBL3767758,2069092,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,98303,105242,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2nc3c4ccccc4C(=O)C(=O)c3n2c1
7,CHEMBL3764604,CHEMBL3767758,2069093,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,98303,105242,PROTEIN,SINGLE PROTEIN,9,Cc1ccn2c3C(=O)C(=O)c4ccccc4c3nc2c1
8,CHEMBL3764977,CHEMBL3767758,2069094,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,98303,105242,PROTEIN,SINGLE PROTEIN,9,Cc1cccn2c3C(=O)C(=O)c4ccccc4c3nc12
9,CHEMBL3765755,CHEMBL3767758,2069095,NADPH--cytochrome P450 reductase,Homo sapiens,Homo sapiens,D,,,,Activity,Not Active,98303,105242,PROTEIN,SINGLE PROTEIN,9,COc1ccc2nc3c4ccccc4C(=O)C(=O)c3n2c1
