,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL9298,CHEMBL661151,4920,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,80.0,%,Inhibition,,12892,11541,PROTEIN,SINGLE PROTEIN,8,N#Cc1ccc(cc1)C2CCCc3cncn23
1,CHEMBL304222,CHEMBL661152,103773,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,36.0,%,Inhibition,,12892,11541,PROTEIN,SINGLE PROTEIN,8,Oc1ccc2C3C(CCc2c1)C3c4ccncc4
2,CHEMBL66673,CHEMBL661152,103425,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,38.0,%,Inhibition,,12892,11541,PROTEIN,SINGLE PROTEIN,8,COc1cccc2C3C(CCc12)C3c4ccncc4
3,CHEMBL294361,CHEMBL661152,102921,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,45.0,%,Inhibition,,12892,11541,PROTEIN,SINGLE PROTEIN,8,COc1ccc2CCC3C(C3c2c1)c4ccncc4
4,CHEMBL304903,CHEMBL661152,103748,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,55.0,%,Inhibition,,12892,11541,PROTEIN,SINGLE PROTEIN,8,C1Cc2ccccc2C3C1C3c4ccncc4
5,CHEMBL353068,CHEMBL666526,281631,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,19000.0,nM,IC50,,13793,11541,PROTEIN,SINGLE PROTEIN,8,C1Cc2ccccc2C3C1C3c4cc[nH]n4
6,CHEMBL166709,CHEMBL666526,281780,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,21000.0,nM,IC50,,13793,11541,PROTEIN,SINGLE PROTEIN,8,O=C1\C(=C\c2cccnn2)\CCc3ccccc13
7,CHEMBL424556,CHEMBL666526,281745,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,<,10000.0,nM,IC50,,13793,11541,PROTEIN,SINGLE PROTEIN,8,O=C1\C(=C\c2ccnnc2)\CCc3ccccc13
8,CHEMBL169251,CHEMBL666526,280779,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,=,73000.0,nM,IC50,,13793,11541,PROTEIN,SINGLE PROTEIN,8,O=C1\C(=C/c2c[nH]cn2)\CCc3ccccc13
9,CHEMBL168636,CHEMBL666526,281384,Cytochrome P450 11B2,Bos taurus,Homo sapiens,H,<,10000.0,nM,IC50,,13793,11541,PROTEIN,SINGLE PROTEIN,8,O=C1\C(=C\c2cccnc2)\CCc3ccccc13
