,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL70611,CHEMBL663245,114151,Cytochrome P450 17A1,,Homo sapiens,H,=,1625.0,nM,Ki,,11901,12949,PROTEIN,SINGLE PROTEIN,8,Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn4ccnc4)O2)cc1
1,CHEMBL421149,CHEMBL662514,136486,Cytochrome P450 17A1,,Homo sapiens,H,,,,IA,Not Active,16637,12949,PROTEIN,SINGLE PROTEIN,8,O=C1c2ccccc2Oc3c(Cn4ccnc4)ccc(C#N)c13
2,CHEMBL2112746,CHEMBL662515,1384997,Cytochrome P450 17A1,Homo sapiens,Homo sapiens,D,=,1650.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,9,C\C(=N\O)\[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
3,CHEMBL136097,CHEMBL662516,223802,Cytochrome P450 17A1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Active,15700,12949,PROTEIN,SINGLE PROTEIN,9,C\C(=N/O)\CC1CCC2C3CC(=O)C4=CC(=O)CCC4(C)C3CCC12C
4,CHEMBL135389,CHEMBL662516,223843,Cytochrome P450 17A1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Active,15700,12949,PROTEIN,SINGLE PROTEIN,9,C\C(=N\O)\[C@@]1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
5,CHEMBL336403,CHEMBL662517,223781,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,CC12CCC3C(CC=C4CC(O)CCC34C)C1CC/C/2=C\C=N\O
6,CHEMBL137040,CHEMBL662517,223724,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N/O)\CC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
7,CHEMBL135651,CHEMBL662517,223399,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N\O)\[C@H]1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
8,CHEMBL2112747,CHEMBL662517,1384998,Cytochrome P450 17A1,,Homo sapiens,H,=,200.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N\O)\[C@H]1CC=C2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
9,CHEMBL135772,CHEMBL662517,223759,Cytochrome P450 17A1,,Homo sapiens,H,=,1180.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N/O)\CC1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
10,CHEMBL157101,CHEMBL662517,255904,Cytochrome P450 17A1,,Homo sapiens,H,=,740.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
11,CHEMBL2112731,CHEMBL662517,1384982,Cytochrome P450 17A1,,Homo sapiens,H,=,77.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)C1CC/C/2=C/C=N\O
12,CHEMBL135993,CHEMBL662517,223725,Cytochrome P450 17A1,,Homo sapiens,H,=,520.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C\C=N\O
13,CHEMBL2112737,CHEMBL662517,1384988,Cytochrome P450 17A1,,Homo sapiens,H,=,170.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N\O)\C1=CCC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
14,CHEMBL440165,CHEMBL662517,223401,Cytochrome P450 17A1,,Homo sapiens,H,=,270.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2C\C=N\O
15,CHEMBL2112735,CHEMBL662517,1384986,Cytochrome P450 17A1,,Homo sapiens,H,=,180.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@]34C)C1CC/C/2=C/C=N\O
16,CHEMBL135288,CHEMBL662517,224409,Cytochrome P450 17A1,,Homo sapiens,H,=,200.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N\O)\C1=CC=C2C3CCC4=CC(=O)CCC4(C)C3CCC12C
17,CHEMBL135351,CHEMBL662517,224338,Cytochrome P450 17A1,,Homo sapiens,H,=,100.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N\O)\C1=CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
18,CHEMBL344363,CHEMBL662517,223803,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N\O)\[C@H]1CCC2C3CC(=O)C4=CC(=O)CCC4(C)C3CCC12C
19,CHEMBL132969,CHEMBL662517,224370,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,8,C\C(=N\O)\C1CC=C2C3CC=C4CC(O)CCC4(C)C3CCC12C
20,CHEMBL134644,CHEMBL662518,224288,Cytochrome P450 17A1,Homo sapiens,Homo sapiens,D,=,40.0,nM,IC50,,15700,12949,PROTEIN,SINGLE PROTEIN,9,CC12CCC(O)CC1=CCC3C2CCC4(C)C3CC=C4c5c[nH]cn5
21,CHEMBL342012,CHEMBL662519,229244,Cytochrome P450 17A1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Active,15714,12949,PROTEIN,SINGLE PROTEIN,9,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2C5CCN5
22,CHEMBL138580,CHEMBL662520,230023,Cytochrome P450 17A1,,Homo sapiens,H,=,1800.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,CC12CCC3C(CC=C4CC(=O)CCC34C)C1CCC2CC5CN5
23,CHEMBL136897,CHEMBL662520,229390,Cytochrome P450 17A1,,Homo sapiens,H,>,25000.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2C5(C)NN5
24,CHEMBL2112777,CHEMBL662520,1385028,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2[C@@H]5CN5
25,CHEMBL341591,CHEMBL662520,229278,Cytochrome P450 17A1,,Homo sapiens,H,=,400.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2CC5CN5
26,CHEMBL2111948,CHEMBL662520,1384199,Cytochrome P450 17A1,,Homo sapiens,H,=,1520.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2[C@H]5CN5
27,CHEMBL2112781,CHEMBL662520,1385032,Cytochrome P450 17A1,,Homo sapiens,H,=,1250.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2[C@H]5CO5
28,CHEMBL2111947,CHEMBL662520,1384198,Cytochrome P450 17A1,,Homo sapiens,H,=,540.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2[C@H]5CN5
29,CHEMBL2111950,CHEMBL662520,1384201,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H](O)CC1=CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@]4(O)[C@@H]5CN5
30,CHEMBL2112782,CHEMBL662520,1385033,Cytochrome P450 17A1,,Homo sapiens,H,=,970.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H](O)CC1=CC[C@@H]3[C@@H]2CC[C@]4(C)[C@H](CC=C34)[C@@H]5CN5
31,CHEMBL2112772,CHEMBL662520,1385023,Cytochrome P450 17A1,,Homo sapiens,H,=,1520.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2[C@@H]5CN5
32,CHEMBL2112775,CHEMBL662520,1385026,Cytochrome P450 17A1,,Homo sapiens,H,=,2500.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H](O)CC1=CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@]4(O)[C@H]5CN5
33,CHEMBL140021,CHEMBL662520,229274,Cytochrome P450 17A1,,Homo sapiens,H,>,2500.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2C5(C)N=N5
34,CHEMBL157101,CHEMBL662520,255904,Cytochrome P450 17A1,,Homo sapiens,H,=,740.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
35,CHEMBL3085257,CHEMBL662520,1595148,Cytochrome P450 17A1,,Homo sapiens,H,=,1800.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H]3[C@@H](CC=C4CC(O)CC[C@]34C)[C@@H]1CC[C@H]2C5CS5
36,CHEMBL2111951,CHEMBL662520,1384202,Cytochrome P450 17A1,,Homo sapiens,H,=,290.0,nM,IC50,,15714,12949,PROTEIN,SINGLE PROTEIN,8,C[C@]12CC[C@H](O)CC1=CC[C@@H]3[C@@H]2CC[C@]4(C)[C@H](CC=C34)[C@H]5CN5
37,CHEMBL3085256,CHEMBL661704,1595147,Cytochrome P450 17A1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Active,15714,12949,PROTEIN,SINGLE PROTEIN,9,COC1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)C5CO5
38,CHEMBL3084318,CHEMBL661705,1594209,Cytochrome P450 17A1,Homo sapiens,Homo sapiens,D,,,,IC50,Not Active,15714,12949,PROTEIN,SINGLE PROTEIN,9,COC1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](CC[C@H]4[C@@H]3CC=C2C1)C5CO5
