,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL3508698,CHEMBL3509251,1923867,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,3100.0,nM,Km,OUTCOME = Detected,91892,11187,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
1,CHEMBL3508698,CHEMBL3509260,1923867,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,15.5,pmol.min.mg-1,Vmax,OUTCOME = Detected,91892,11187,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
2,CHEMBL3508698,CHEMBL3509269,1923867,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,4.9,ul.min.nmol-1,CL,OUTCOME = Detected,91892,11187,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
3,CHEMBL483254,CHEMBL3538476,499179,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,59.0,%,Stability,,91925,11187,PROTEIN,SINGLE PROTEIN,9,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3
4,CHEMBL3527525,CHEMBL3538477,1925233,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,37.0,%,Drug metabolism,,91925,11187,PROTEIN,SINGLE PROTEIN,9,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)N)cc3
5,CHEMBL3526396,CHEMBL3538477,1924092,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,1.5,%,Drug metabolism,,91925,11187,PROTEIN,SINGLE PROTEIN,9,C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc4ccc(\C=C\C(=O)N)cc4
6,CHEMBL3526395,CHEMBL3538477,1924091,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,2.0,%,Drug metabolism,,91925,11187,PROTEIN,SINGLE PROTEIN,9,C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc4ccc(\C=C\C(=O)NO)cc4
7,CHEMBL1783834,CHEMBL3536228,1150505,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_not_detected,92069,11187,PROTEIN,SINGLE PROTEIN,9,CC(=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]23C)C
8,CHEMBL3526818,CHEMBL3533015,1924519,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_not_detected,92030,11187,PROTEIN,SINGLE PROTEIN,9,Cl.CCCCCCCCc1ccc(CC[14C](N)(CO)CO)cc1
9,CHEMBL3526952,CHEMBL3535404,1924654,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,0.031,uL/min.mg,Vmax/Km,,92025,11187,PROTEIN,SINGLE PROTEIN,9,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2O
10,CHEMBL3542381,CHEMBL3532134,1925508,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,92051,11187,PROTEIN,SINGLE PROTEIN,9,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@@H](CC[C@H]3[C@H](\C=C\c4ccc(cn4)c5cccc(F)c5)[C@H]12)NC(=O)OCCO
11,CHEMBL3526952,CHEMBL3528381,1924654,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,82700.0,nM,Km,,92025,11187,PROTEIN,SINGLE PROTEIN,9,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2O
12,CHEMBL3526952,CHEMBL3528381,1924654,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,2.57,pmol/mg.min,Vmax(app),,92025,11187,PROTEIN,SINGLE PROTEIN,9,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2O
13,CHEMBL3526952,CHEMBL3528397,1924654,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,=,0.48,pmol/min,Drug metabolism,,92025,11187,PROTEIN,SINGLE PROTEIN,9,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2O
14,CHEMBL3542336,CHEMBL3529775,1925463,Cytochrome P450 4A11,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,92051,11187,PROTEIN,SINGLE PROTEIN,9,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=[14CH]\c4ccc(cn4)c5cccc(F)c5
