,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL179529,CHEMBL829412,299725,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,6800.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,CNc1ccc(s1)c2cccnc2
1,CHEMBL360999,CHEMBL829412,299737,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,146000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cn1cnc(c1)c2cccnc2
2,CHEMBL361364,CHEMBL829412,299558,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,83100.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,CCn1cnc(c1)c2cccnc2
3,CHEMBL178780,CHEMBL829412,299559,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,5300.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,C(c1ccccc1)n2cnc(c2)c3cccnc3
4,CHEMBL178781,CHEMBL829412,299560,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,>,300000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cc1cn(cn1)c2cccnc2
5,CHEMBL179618,CHEMBL829412,299716,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,70800.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccs2
6,CHEMBL179669,CHEMBL829412,299718,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,3900.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cc1ccsc1c2cccnc2
7,CHEMBL179398,CHEMBL829412,299577,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,21600.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,O=Cc1ccc(s1)c2cccnc2
8,CHEMBL362702,CHEMBL829412,299620,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,217000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,CC(=O)c1ccc(s1)c2cccnc2
9,CHEMBL361153,CHEMBL829412,299430,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,59100.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2ccsc2
10,CHEMBL179005,CHEMBL829412,299438,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,72100.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cn1)c2ccsc2
11,CHEMBL179704,CHEMBL829412,299460,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,6300.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2cccnc2
12,CHEMBL425519,CHEMBL829412,299461,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,11800.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2ccc(F)nc2
13,CHEMBL179763,CHEMBL829412,299523,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,145000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccnc2
14,CHEMBL178516,CHEMBL829412,299431,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,103000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2c[nH]cn2
15,CHEMBL178534,CHEMBL829412,299452,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,214000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,O\N=C\c1ccc(s1)c2cccnc2
16,CHEMBL178547,CHEMBL829412,299453,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,372000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,O\N=C\c1oc(cc1)c2cccnc2
17,CHEMBL178330,CHEMBL829412,299454,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,128000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,O\N=C/c1oc(cc1)c2cccnc2
18,CHEMBL359657,CHEMBL829412,299633,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,52200.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,NCc1ccc(s1)c2cccnc2
19,CHEMBL178711,CHEMBL829412,299634,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,9000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,C(NCc1ccc(s1)c2cccnc2)c3ccc(s3)c4cccnc4
20,CHEMBL178090,CHEMBL829412,299641,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,191000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,NCc1oc(cc1)c2cccnc2
21,CHEMBL179399,CHEMBL829412,299549,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,146000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,C[n+]1c[nH]cc1c2cccnc2
22,CHEMBL1795039,CHEMBL829412,1158370,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,206000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,O\N=C/c1oc(cc1)c2cccnc2.O\N=C\c3oc(cc3)c4cccnc4
23,CHEMBL178681,CHEMBL829412,299621,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,256000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,NCc1ccc(s1)c2cccnc2.N=Cc3ccc(s3)c4cccnc4.N=Cc5ccc(s5)c6cccnc6
24,CHEMBL368883,CHEMBL829412,299573,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,>,300000.0,nM,IC50,,21214,20085,PROTEIN,SINGLE PROTEIN,9,Cc1nccn1c2cccnc2
25,CHEMBL202376,CHEMBL859094,338398,Cytochrome P450 2B6,Homo sapiens,Homo sapiens,D,=,70000.0,nM,Km,,30659,20085,PROTEIN,SINGLE PROTEIN,9,COc1ccc2cc(CC\C(=N\O)\C)ccc2c1
