,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL3344473,CHEMBL3388988,1796637,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,89591,109496,PROTEIN,SINGLE PROTEIN,9,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)\C=C\C3CC3
1,CHEMBL3344474,CHEMBL3388988,1796638,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,89591,109496,PROTEIN,SINGLE PROTEIN,9,CCCC#CC1(OC(=O)Nc2ccc(Cl)cc12)C(F)(F)F
2,CHEMBL3508698,CHEMBL3509250,1923867,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,=,32600.0,nM,Km,OUTCOME = Detected,91892,109496,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
3,CHEMBL3508698,CHEMBL3509259,1923867,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,=,112.7,pmol.min.mg-1,Vmax,OUTCOME = Detected,91892,109496,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
4,CHEMBL3508698,CHEMBL3509268,1923867,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,=,3.5,ul.min.nmol-1,CL,OUTCOME = Detected,91892,109496,PROTEIN,SINGLE PROTEIN,9,[14CH3]C([14CH3])(CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(=O)N.OC(=O)\C=C\C(=O)O
5,CHEMBL1951575,CHEMBL3537744,1280563,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,109496,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1
6,CHEMBL3527324,CHEMBL3537749,1925030,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,109496,PROTEIN,SINGLE PROTEIN,9,CC(C)(CO)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1
7,CHEMBL3527325,CHEMBL3537749,1925031,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,109496,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4(O)CC4)c1
8,CHEMBL1951575,CHEMBL3538085,1280563,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,91984,109496,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1
9,CHEMBL1370,CHEMBL3541869,313314,Cytochrome P450 3A7,Homo sapiens,Homo sapiens,D,,,,Drug metabolism,metabolite_detected,92074,109496,PROTEIN,SINGLE PROTEIN,9,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
