,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL121241,CHEMBL660387,199700,Cytochrome P450 2C8,,Homo sapiens,H,>,200000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,NCCCc1ccc(cc1)S(=O)(=O)N(CCCO)c2ccnn2c3ccccc3
1,CHEMBL414238,CHEMBL660387,199609,Cytochrome P450 2C8,,Homo sapiens,H,=,3000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CC(C)CCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(N)cc3
2,CHEMBL121420,CHEMBL660387,199521,Cytochrome P450 2C8,,Homo sapiens,H,>,250000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,OCCCCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(cc3)c4cccc(c4)[N+](=O)[O-]
3,CHEMBL333108,CHEMBL660387,200345,Cytochrome P450 2C8,,Homo sapiens,H,=,8000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)Nc3ccnn3c4ccccc4
4,CHEMBL333210,CHEMBL660387,199666,Cytochrome P450 2C8,,Homo sapiens,H,=,35000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,OCCCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(CC=C)cc3
5,CHEMBL120797,CHEMBL660387,198863,Cytochrome P450 2C8,,Homo sapiens,H,=,15000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,Nc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccnn3c4ccccc4
6,CHEMBL120426,CHEMBL660387,198977,Cytochrome P450 2C8,,Homo sapiens,H,=,7000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,[O-][N+](=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)Nc3ccnn3c4ccccc4
7,CHEMBL332690,CHEMBL660387,199562,Cytochrome P450 2C8,,Homo sapiens,H,=,30000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,C=CCc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccnn3c4ccccc4
8,CHEMBL331431,CHEMBL660387,199110,Cytochrome P450 2C8,,Homo sapiens,H,>,250000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,NCCc1ccc(cc1)S(=O)(=O)N(CCCO)c2ccnn2c3ccccc3
9,CHEMBL121522,CHEMBL660387,199552,Cytochrome P450 2C8,,Homo sapiens,H,>,250000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,OCCCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(cc3)c4cccc(c4)[N+](=O)[O-]
10,CHEMBL333704,CHEMBL660387,199564,Cytochrome P450 2C8,,Homo sapiens,H,=,20000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(CC=C)cc3
11,CHEMBL121503,CHEMBL660387,199554,Cytochrome P450 2C8,,Homo sapiens,H,=,13000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N(CCCO)c3ccnn3c4ccccc4
12,CHEMBL121048,CHEMBL660387,199523,Cytochrome P450 2C8,,Homo sapiens,H,>,250000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,OCCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(cc3)c4cccc(c4)[N+](=O)[O-]
13,CHEMBL332994,CHEMBL660387,198943,Cytochrome P450 2C8,,Homo sapiens,H,=,10000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,C=CCc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3
14,CHEMBL121040,CHEMBL660387,199561,Cytochrome P450 2C8,,Homo sapiens,H,=,15000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CCCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(C)cc3
15,CHEMBL432386,CHEMBL660387,153470,Cytochrome P450 2C8,,Homo sapiens,H,=,220000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,Cc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3
16,CHEMBL121323,CHEMBL660387,199648,Cytochrome P450 2C8,,Homo sapiens,H,=,30000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CC(C)N(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(N)cc3
17,CHEMBL443542,CHEMBL660387,198888,Cytochrome P450 2C8,,Homo sapiens,H,=,50000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(N)cc3
18,CHEMBL330871,CHEMBL660387,199687,Cytochrome P450 2C8,,Homo sapiens,H,=,13000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(N)cc3
19,CHEMBL331485,CHEMBL660387,198860,Cytochrome P450 2C8,,Homo sapiens,H,=,4000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CCCCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(N)cc3
20,CHEMBL332958,CHEMBL660387,199537,Cytochrome P450 2C8,,Homo sapiens,H,=,180000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(C)cc3
21,CHEMBL120825,CHEMBL660387,199148,Cytochrome P450 2C8,,Homo sapiens,H,=,22000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,Nc1ccc(cc1)S(=O)(=O)N(CCCO)c2ccnn2c3ccccc3
22,CHEMBL1109,CHEMBL660387,153330,Cytochrome P450 2C8,,Homo sapiens,H,=,130000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3
23,CHEMBL120183,CHEMBL660387,198859,Cytochrome P450 2C8,,Homo sapiens,H,=,8000.0,nM,IC50,,16166,10163,PROTEIN,SINGLE PROTEIN,8,CCCN(c1ccnn1c2ccccc2)S(=O)(=O)c3ccc(N)cc3
24,CHEMBL208528,CHEMBL869681,347013,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,31079,10163,PROTEIN,SINGLE PROTEIN,9,CCCc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
25,CHEMBL207831,CHEMBL869681,347092,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,31079,10163,PROTEIN,SINGLE PROTEIN,9,OC(C1CCN(CCCC(=O)c2ccc(CC=C)cc2)CC1)(c3ccccc3)c4ccccc4
26,CHEMBL218583,CHEMBL908900,365553,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,4800.0,nM,IC50,,34813,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1c(O)c(nc2c(cccc12)c3ccccc3)c4ccc(Cl)cc4
27,CHEMBL267210,CHEMBL908900,365556,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,9000.0,nM,IC50,,34813,10163,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2c(C(=O)O)c(O)c(nc2c1C)c3ccc(Cl)cc3
28,CHEMBL375812,CHEMBL914358,370011,Cytochrome P450 2C8,,Homo sapiens,H,>,10000.0,nM,IC50,,35153,10163,PROTEIN,SINGLE PROTEIN,8,OC(=O)C[C@@H]1CCc2cc(OCCCOc3ccc(cc3)c4nc5CCCCc5s4)ccc12
29,CHEMBL221044,CHEMBL914358,369922,Cytochrome P450 2C8,,Homo sapiens,H,>,10000.0,nM,IC50,,35153,10163,PROTEIN,SINGLE PROTEIN,8,CCCc1cc(ccc1OCCCOc2ccc3[C@H](CC(=O)O)CCc3c2)C4=NC5OCCCC5S4
30,CHEMBL2113263,CHEMBL914358,1385514,Cytochrome P450 2C8,,Homo sapiens,H,>,10000.0,nM,IC50,,35153,10163,PROTEIN,SINGLE PROTEIN,8,CCCc1cc(ccc1OCCCOc2ccc3[C@H](CC(=O)O)CCc3c2)c4nc5CCCCc5s4
31,CHEMBL348475,CHEMBL893811,259664,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,45300.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c5cnc6ccccc6c5)cc3)Cc2cc1OC
32,CHEMBL242983,CHEMBL893811,391713,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,1080.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1ccc(CN2CCN(CC2)c3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c5cnc6ccccc6c5)cc3)cc1OC
33,CHEMBL266212,CHEMBL893811,391711,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,13300.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1ccc(CN2CCN(CC2)c3ccc(NC(=O)c4ccccc4NC(=O)c5cnc6ccccc6c5)cc3)cc1OC
34,CHEMBL244239,CHEMBL893811,391704,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,5820.0,nM,IC50,,36502,10163,PROTEIN,SINGLE PROTEIN,9,COc1ccc(CCN(C)CCNC(=O)c2ccccc2NC(=O)c3cnc4ccccc4c3)cc1OC
35,CHEMBL244403,CHEMBL895109,387205,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,36602,10163,PROTEIN,SINGLE PROTEIN,9,CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c4ccccc14
36,CHEMBL541214,CHEMBL896136,388701,Cytochrome P450 2C8,,Homo sapiens,H,>,500000.0,nM,IC50,,36667,10163,PROTEIN,SINGLE PROTEIN,8,OC(=O)COc1c(Br)c(sc1C(=O)O)c2cccc(NC3CCN(CC3)S(=O)(=O)Cc4ccccc4)c2
37,CHEMBL392760,CHEMBL900220,402468,Cytochrome P450 2C8,,Homo sapiens,H,>,500000.0,nM,IC50,,37168,10163,PROTEIN,SINGLE PROTEIN,8,NCCc1cn(c2ccccc12)S(=O)(=O)c3c(Cl)nc4sccn34
38,CHEMBL235952,CHEMBL900200,403310,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,8900.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2ccc(cc2)c3ccc(O)cn3
39,CHEMBL235256,CHEMBL900200,403350,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,<,400.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2ccc(cc2)c3ccc(O)cc3Cl
40,CHEMBL237248,CHEMBL900200,403324,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2onc(n2)c3ccc(O)cn3
41,CHEMBL237247,CHEMBL900200,403322,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,9300.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2ncc(s2)c3ccc(O)cn3
42,CHEMBL237037,CHEMBL900200,403321,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,20300.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2cnc(s2)c3ccc(O)cn3
43,CHEMBL236163,CHEMBL900200,403316,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,19000.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,Cc1c(CCC(=O)Nc2ccccc2C(=O)O)cnn1c3ccc(O)cc3
44,CHEMBL236162,CHEMBL900200,403315,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,1200.0,nM,IC50,,37245,10163,PROTEIN,SINGLE PROTEIN,9,OC(=O)c1ccccc1NC(=O)CCc2cnc(s2)c3ccc(O)cc3Cl
45,CHEMBL1630,CHEMBL949431,476314,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,2700.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
46,CHEMBL147587,CHEMBL949431,243564,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,13000.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
47,CHEMBL147806,CHEMBL949431,242691,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,23000.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
48,CHEMBL146826,CHEMBL949431,243644,Cytochrome P450 2C8,Homo sapiens,Homo sapiens,D,=,23000.0,nM,IC50,,45429,10163,PROTEIN,SINGLE PROTEIN,9,CCNCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
