,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL314445,CHEMBL664421,136299,Cytochrome P450 1A1,,Homo sapiens,H,=,420.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,COc1cc(OC)c2N=C3N(CCc4c3[nH]c5ccccc45)C(=O)c2c1
1,CHEMBL314132,CHEMBL664421,135802,Cytochrome P450 1A1,,Homo sapiens,H,=,450.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,COc1cccc2C(=O)N3CCc4c([nH]c5ccccc45)C3=Nc12
2,CHEMBL315422,CHEMBL664421,136294,Cytochrome P450 1A1,,Homo sapiens,H,=,1580.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,COc1cc2N=C3N(CCc4c3[nH]c5ccccc45)C(=O)c2cc1OC
3,CHEMBL312149,CHEMBL664421,135837,Cytochrome P450 1A1,,Homo sapiens,H,=,2000.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,COc1ccc2c3CCN4C(=O)c5ccccc5N=C4c3[nH]c2c1
4,CHEMBL85106,CHEMBL664421,136414,Cytochrome P450 1A1,,Homo sapiens,H,=,1920.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,Clc1ccc2N=C3N(CCc4c3[nH]c5ccccc45)C(=O)c2c1
5,CHEMBL85960,CHEMBL664421,136410,Cytochrome P450 1A1,,Homo sapiens,H,=,2470.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,Brc1ccc2N=C3N(CCc4c3[nH]c5ccccc45)C(=O)c2c1
6,CHEMBL486598,CHEMBL664421,443896,Cytochrome P450 1A1,,Homo sapiens,H,=,24560.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,CN1[C@@H]2N(CCc3c2[nH]c4ccccc34)C(=O)c5ccccc15
7,CHEMBL81923,CHEMBL664421,136408,Cytochrome P450 1A1,,Homo sapiens,H,=,18050.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,C[N+]1=C2N(CCc3c2[nH]c4ccccc34)C(=O)c5ccccc15
8,CHEMBL85740,CHEMBL664421,136344,Cytochrome P450 1A1,,Homo sapiens,H,=,970.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,COc1ccc2C(=O)N3CCc4c([nH]c5ccccc45)C3=Nc2c1OC
9,CHEMBL86022,CHEMBL664421,136293,Cytochrome P450 1A1,,Homo sapiens,H,=,870.0,nM,IC50,,5662,11113,PROTEIN,SINGLE PROTEIN,8,COc1ccc2N=C3N(CCc4c3[nH]c5ccccc45)C(=O)c2c1OC
