,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
0,CHEMBL180524,CHEMBL839581,299649,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,5600.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,OCc1ccc(s1)c2cccnc2
1,CHEMBL360068,CHEMBL839581,299667,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,35200.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,OCc1oc(cc1)c2cccnc2
2,CHEMBL360541,CHEMBL839581,299668,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,90.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,NCC#Cc1cccnc1
3,CHEMBL149808,CHEMBL839581,249467,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,890.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CNCC#Cc1cccnc1
4,CHEMBL180270,CHEMBL839581,299669,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,22700.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CN(C)CC#Cc1cccnc1
5,CHEMBL178946,CHEMBL839581,299695,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1400.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,NCc1ccc(cc1)c2cccnc2
6,CHEMBL179962,CHEMBL839581,299696,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,11000.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cncc(c1)c2sccc2C
7,CHEMBL362062,CHEMBL839581,299724,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,170.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cncc(c1)c2cscc2C
8,CHEMBL179529,CHEMBL839581,299725,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,590.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CNc1ccc(s1)c2cccnc2
9,CHEMBL360999,CHEMBL839581,299737,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,130.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cn1cnc(c1)c2cccnc2
10,CHEMBL361364,CHEMBL839581,299558,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,520.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CCn1cnc(c1)c2cccnc2
11,CHEMBL178780,CHEMBL839581,299559,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,230.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,C(c1ccccc1)n2cnc(c2)c3cccnc3
12,CHEMBL178781,CHEMBL839581,299560,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,170.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cn(cn1)c2cccnc2
13,CHEMBL368883,CHEMBL839581,299573,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,250.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1nccn1c2cccnc2
14,CHEMBL3,CHEMBL839581,115,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,4400.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CN1CCC[C@H]1c2cccnc2
15,CHEMBL179618,CHEMBL839581,299716,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1200.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccs2
16,CHEMBL368434,CHEMBL839581,299717,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,3200.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2nccs2
17,CHEMBL179669,CHEMBL839581,299718,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,100.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccsc1c2cccnc2
18,CHEMBL179621,CHEMBL839581,299728,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,210.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccsc1c2ccc(F)nc2
19,CHEMBL359672,CHEMBL839581,299749,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,>=,67000.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cn1)c2sccc2C
20,CHEMBL178196,CHEMBL839581,299750,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1500.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccsc1c2cncc(Br)c2
21,CHEMBL179398,CHEMBL839581,299577,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,790.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,O=Cc1ccc(s1)c2cccnc2
22,CHEMBL362702,CHEMBL839581,299620,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1400.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CC(=O)c1ccc(s1)c2cccnc2
23,CHEMBL179610,CHEMBL839581,299429,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,19700.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,[O-][N+](=O)c1ccc(s1)c2cccnc2
24,CHEMBL361153,CHEMBL839581,299430,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,220.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2ccsc2
25,CHEMBL179005,CHEMBL839581,299438,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,970.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cn1)c2ccsc2
26,CHEMBL179544,CHEMBL839581,299439,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,9700.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cn1)c2ccsc2
27,CHEMBL178527,CHEMBL839581,299459,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,4500.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Brc1cncc(c1)c2ccsc2
28,CHEMBL179704,CHEMBL839581,299460,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,250.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2cccnc2
29,CHEMBL425519,CHEMBL839581,299461,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,2600.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2ccc(F)nc2
30,CHEMBL179628,CHEMBL839581,299475,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,6600.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cn1)c2cscc2C
31,CHEMBL178708,CHEMBL839581,299476,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,>=,67000.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,O=Cc1oc(cc1)c2cccnc2
32,CHEMBL178348,CHEMBL839581,299483,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,7700.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1ccc(nc1)c2cccnc2
33,CHEMBL179200,CHEMBL839581,299496,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,43700.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cccnc1c2cccnc2
34,CHEMBL359736,CHEMBL839581,299497,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,5100.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccnc(c1)c2cccnc2
35,CHEMBL179589,CHEMBL839581,299498,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,2700.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccc(nc1)c2cccnc2
36,CHEMBL368048,CHEMBL839581,299515,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,9800.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cccc(n1)c2cccnc2
37,CHEMBL178878,CHEMBL839581,299521,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1800.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cnc(nc1)c2cccnc2
38,CHEMBL179762,CHEMBL839581,299522,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,27400.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cncnc2
39,CHEMBL179763,CHEMBL839581,299523,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1100.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccnc2
40,CHEMBL156679,CHEMBL839581,256952,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,6300.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(cn1)c2cccnc2
41,CHEMBL178453,CHEMBL839581,299422,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,44500.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1ccc2ncc(cc2c1)c3cccnc3
42,CHEMBL178516,CHEMBL839581,299431,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,250.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2c[nH]cn2
43,CHEMBL360779,CHEMBL839581,299432,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,6200.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,Cc1nc(c[nH]1)c2cccnc2
44,CHEMBL178534,CHEMBL839581,299452,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,240.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,O\N=C\c1ccc(s1)c2cccnc2
45,CHEMBL178547,CHEMBL839581,299453,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,710.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,O\N=C\c1oc(cc1)c2cccnc2
46,CHEMBL178330,CHEMBL839581,299454,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,13700.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,O\N=C/c1oc(cc1)c2cccnc2
47,CHEMBL359657,CHEMBL839581,299633,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,20.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,NCc1ccc(s1)c2cccnc2
48,CHEMBL178711,CHEMBL839581,299634,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1200.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,C(NCc1ccc(s1)c2cccnc2)c3ccc(s3)c4cccnc4
49,CHEMBL178090,CHEMBL839581,299641,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,40.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,NCc1oc(cc1)c2cccnc2
50,CHEMBL179566,CHEMBL839581,299665,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,1500.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,C(NCc1oc(cc1)c2cccnc2)c3oc(cc3)c4cccnc4
51,CHEMBL362231,CHEMBL839581,299691,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,2800.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,C(N(Cc1oc(cc1)c2cccnc2)Cc3oc(cc3)c4cccnc4)c5oc(cc5)c6cccnc6
52,CHEMBL369285,CHEMBL839581,299704,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,180.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CNCc1ccc(s1)c2cccnc2
53,CHEMBL178938,CHEMBL839581,299729,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,280.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CNCc1oc(cc1)c2cccnc2
54,CHEMBL361969,CHEMBL839581,299730,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,22200.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CN(C)Cc1ccc(s1)c2cccnc2
55,CHEMBL360998,CHEMBL839581,299731,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,47200.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,CN(C)Cc1oc(cc1)c2cccnc2
56,CHEMBL179399,CHEMBL839581,299549,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,130.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,C[n+]1c[nH]cc1c2cccnc2
57,CHEMBL179365,CHEMBL839581,299550,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,64800.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2nnn[nH]2
58,CHEMBL179366,CHEMBL839581,299551,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,>=,67000.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)n2cnnn2
59,CHEMBL179477,CHEMBL839581,299574,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,620.0,nM,Ki,,21214,20073,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)n2ccnc2
60,CHEMBL6466,CHEMBL826388,1256,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,740.0,nM,Km,,21442,20073,PROTEIN,SINGLE PROTEIN,9,O=C1Oc2ccccc2C=C1
61,CHEMBL382541,CHEMBL832816,322202,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,26000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2ccccc2c1C
62,CHEMBL435106,CHEMBL832816,323171,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,31000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cccc2c(C)cccc12
63,CHEMBL373024,CHEMBL832816,322238,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,31000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2cccc(C)c2c1
64,CHEMBL383808,CHEMBL832816,322289,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,34000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cccc2ccccc12
65,CHEMBL364705,CHEMBL832816,323264,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,>,60000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Clc1cc2ccccc2cc1Cl
66,CHEMBL195857,CHEMBL832816,322483,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,62000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,COc1ccc2ccccc2c1
67,CHEMBL46730,CHEMBL832816,67104,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,97000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,c1ccc2c(c1)ccc3ccccc23
68,CHEMBL194711,CHEMBL832816,323577,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Clc1ccc2ccc(Cl)cc2c1
69,CHEMBL363803,CHEMBL832816,323136,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,130000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Cc1ccc2c(C)cccc2c1
70,CHEMBL122617,CHEMBL832816,201964,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,130000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Oc1cccc2ccccc12
71,CHEMBL14126,CHEMBL832816,13336,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,140000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Oc1ccc2ccccc2c1
72,CHEMBL195537,CHEMBL832816,323696,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,>,600000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Clc1cc2cc(Cl)c(Cl)c(Cl)c2cc1Cl
73,CHEMBL190982,CHEMBL832816,323234,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,17000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(Cl)cc1
74,CHEMBL191664,CHEMBL832816,323235,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,21000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,O=C1CCc2ccccc2C1
75,CHEMBL191667,CHEMBL832816,323135,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,25000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Cc1cc2ccccc2cn1
76,CHEMBL191745,CHEMBL832816,322319,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,36000.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Clc1ccccc1c2ccccc2
77,CHEMBL192643,CHEMBL832816,323316,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,550.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Brc1ccc2ccccc2c1
78,CHEMBL191864,CHEMBL832816,322943,Cytochrome P450 2A6,Homo sapiens,Homo sapiens,D,=,670.0,nM,IC50,,21442,20073,PROTEIN,SINGLE PROTEIN,9,Fc1ccc2ccccc2c1
