,drug_name,drug_type,Smiles
0,Amiloride,Substrate,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N
1,Bromides,Substrate,[Br-]
2,Budesonide,Inhibitor,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
3,Cimetidine,Substrate,CNC(NCCSCC1=C(C)NC=N1)=N/C#N
4,Cimetidine,Inhibitor,CNC(NCCSCC1=C(C)NC=N1)=N/C#N
5,Cisplatin,Substrate,N[Pt](N)(Cl)Cl
6,Cisplatin,Inhibitor,N[Pt](N)(Cl)Cl
7,Dexamethasone,Inducer,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
8,Dinoprostone,Substrate,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
9,Dopamine,Substrate,NCCC1=CC(O)=C(O)C=C1
10,Epinephrine,Substrate,CNC[C@H](O)C1=CC(O)=C(O)C=C1
11,Flurazepam,Inhibitor,CCN(CC)CCN1C(=O)CN=C(C2=C(F)C=CC=C2)C3=C1C=CC(Cl)=C3
12,Gabapentin,Substrate,NC[C@@]1(CCCCC1)CC(O)=O
13,Histamine,Substrate,NCCC1=CNC=N1
14,Metformin,Substrate,CN(C)C(=N)NC(N)=N
15,Mexiletine,Inhibitor,C[C@H](N)COC1=C(C)C=CC=C1C
16,Norepinephrine,Substrate,NC[C@@H](O)C1=CC(O)=C(O)C=C1
17,Oxaliplatin,Inhibitor,N[C@@H]1CCCC[C@H]1N
18,Pramipexole,Substrate,CCCN[C@@H]1CCC2=C(C1)SC(N)=N2
19,Propranolol,Inhibitor,CC(C)NC[C@@H](O)COC1=C2C=CC=CC2=CC=C1
20,Quinidine,Inhibitor,COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C
