,drug_name,drug_type
0,Acetylsalicylic Acid,Substrate
1,Aminophenazone,Substrate
2,Amiodarone,Substrate
3,Amitriptyline,"Inhibitor,Substrate"
4,Amlodipine,Inhibitor
5,Amodiaquine,Substrate
6,Amprenavir,Substrate
7,Atorvastatin,Inhibitor
8,Bezafibrate,Inhibitor
9,Bortezomib,Inhibitor
10,Brompheniramine,Substrate
11,Buprenorphine,Substrate
12,Bupropion,Substrate
13,Caffeine,Substrate
14,Capsaicin,Substrate
15,Carbamazepine,"Substrate,Inducer"
16,Carbinoxamine,Substrate
17,Cefaloridine,Substrate
18,Cerivastatin,"Substrate,Inhibitor"
19,Chinin,Inhibitor
20,Chloramphenicol,Inhibitor
21,Chloroquine,Substrate
22,Ciclosporin,Inhibitor
23,Cimetidine,Inhibitor
24,Cisapride,Substrate
25,Clopidogrel,Inhibitor
26,Clotrimazole,Inhibitor
27,Clozapine,Substrate
28,Cocaine,Inhibitor
29,Colchicine,"Inducer,Inhibitor"
30,Colecalciferol,Inhibitor
31,Cyamemazine,Substrate
32,Cyclophosphamide,"Inducer,Substrate"
33,Dapsone,Substrate
34,Delavirdine,Inhibitor
35,Dexamethasone,Inducer
36,Dexmedetomidine,Inhibitor
37,Dextromethorphan,Substrate
38,Dextropropoxyphene,Inhibitor
39,Diazepam,Substrate
40,Diclofenac,"Substrate,Inhibitor"
41,Diltiazem,"Substrate,Inhibitor"
42,Disulfiram,Inhibitor
43,Dolasetron,Substrate
44,Domperidone,Substrate
45,Dorzolamide,Substrate
46,Efavirenz,Inhibitor
47,Entacapone,Inhibitor
48,Eprosartan,Inhibitor
49,Estradiol,Substrate
50,Etoposide,Inhibitor
51,Felodipine,Inhibitor
52,Fenofibrate,Inhibitor
53,Fluconazole,Inhibitor
54,Fluorouracil,Substrate
55,Fluoxetine,"Inhibitor,Substrate"
56,Fluphenazine,Inhibitor
57,Flurbiprofen,"Inhibitor,Substrate"
58,Fluvastatin,"Inhibitor,Substrate"
59,Fluvoxamine,Inhibitor
60,Formoterol,Substrate
61,Fosamprenavir,Substrate
62,Fosphenytoin,"Inhibitor,Substrate"
63,Gemfibrozil,"Inducer,Inhibitor"
64,Glimepiride,Substrate
65,Glipizide,Substrate
66,Griseofulvin,Inducer
67,Halofantrine,Substrate
68,Halothane,Substrate
69,Hydrocortisone,Inducer
70,Ibuprofen,"Inhibitor,Substrate"
71,Ifosfamide,"Inducer,Substrate"
72,Imatinib,"Inhibitor,Substrate"
73,Indinavir,Inhibitor
74,Indometacin,"Inhibitor,Substrate"
75,Ipriflavone,Inhibitor
76,Irbesartan,"Inhibitor,Substrate"
77,Isoniazid,Inhibitor
78,Ketamine,Substrate
79,Ketobemidone,Substrate
80,Ketoconazole,Inhibitor
81,Ketoprofen,Inhibitor
82,Lansoprazole,"Inhibitor,Substrate"
83,Leflunomide,"Inhibitor,Substrate"
84,Lidocain,Substrate
85,Loperamide,Substrate
86,Loratadine,Inhibitor
87,Losartan,"Inhibitor,Substrate"
88,Lovastatin,Inhibitor
89,Medroxyprogesterone,Inhibitor
90,Mefenamic Acid,"Inhibitor,Substrate"
91,Meloxicam,"Inhibitor,Substrate"
92,Mephenytoin,Substrate
93,Methadone,Substrate
94,Metronidazole,Inhibitor
95,Mirtazapine,Substrate
96,Mometasone,Inhibitor
97,Montelukast,Inhibitor
98,Morphine,Substrate
99,Naloxone,Substrate
100,Naproxen,Substrate
101,Nicardipine,"Substrate,Inhibitor"
102,Nicotine,Substrate
103,Nifedipine,Inhibitor
104,Nilutamide,Inhibitor
105,Nilvadipine,Inhibitor
106,Omeprazole,Substrate
107,Oxybutynin,Inhibitor
108,Paclitaxel,Substrate
109,Paracetamol,Substrate
110,Paraoxon,Substrate
111,Paroxetine,Inhibitor
112,Pentamidine Isethionate,Substrate
113,Perphenazine,Substrate
114,Phenazone,Substrate
115,Phenelzine,Inhibitor
116,Phenobarbital,"Inducer,Substrate"
117,Phenprocoumon,Substrate
118,Phenytoin,"Substrate,Inducer"
119,Pioglitazone,"Substrate,Inhibitor"
120,Piroxicam,"Inhibitor,Substrate"
121,Pravastatin,Inhibitor
122,Primidone,Inducer
123,Probenecid,Inducer
124,Progesterone,Substrate
125,Propafenone,Inhibitor
126,Propofol,Substrate
127,Pyrimethamine,Inhibitor
128,Quinidine,Substrate
129,Raloxifene,Inhibitor
130,Repaglinide,Substrate
131,Retinol (vit A),"Inhibitor,Substrate"
132,Rifampicin,"Inducer,Inhibitor,Substrate"
133,Rifapentine,Inducer
134,Ritonavir,"Inducer,Inhibitor"
135,Rofecoxib,Substrate
136,Rosiglitazone,"Inhibitor,Substrate"
137,Rutoside,Inhibitor
138,Salmeterol,Inhibitor
139,Saquinavir,Inhibitor
140,Secobarbital,Inducer
141,Selegiline,Substrate
142,Seratrodast,Substrate
143,Simvastatin,"Substrate,Inhibitor"
144,Simvastatin And Ezetimibe,Inhibitor
145,Spironolactone,Inhibitor
146,Sulfadiazine,Substrate
147,Sulfafurazole,"Substrate,Inhibitor"
148,Sulfamethoxazole,Inhibitor
149,Sulfaphenazole,Inhibitor
150,Sulfinpyrazon,Substrate
151,Tamoxifen,Inhibitor
152,Tazarotene,Substrate
153,Tegafur,Substrate
154,Tegaserod,Inhibitor
155,Temazepam,Substrate
156,Terbinafine,Substrate
157,Terfenadine,Inhibitor
158,Testosterone,Substrate
159,Tetrabenazine,Inducer
160,Thalidomide,Substrate
161,Theophylline,Substrate
162,Thioridazine,Inhibitor
163,Ticlopidine,Inhibitor
164,Tioconazole,Inhibitor
165,Tolbutamide,"Substrate,Inhibitor"
166,Torasemide,Substrate
167,Tretinoin,"Inhibitor,Substrate"
168,Triazolam,Inhibitor
169,Trimethadione,Substrate
170,Trimethoprim,"Inhibitor,Substrate"
171,Troglitazone,"Substrate,Inhibitor"
172,Troleandomycin,Inhibitor
173,Valproic Acid,Inhibitor
174,Verapamil,Substrate
175,Warfarin,"Inhibitor,Substrate"
176,Zafirlukast,"Inhibitor,Substrate"
177,Zidovudine,Substrate
178,Zopiclone,Substrate
