,drug_name,drug_type
0,Acebutolol,Inhibitor
1,Acetylcholin,Substrate
2,Ajmaline,"Inhibitor,Substrate"
3,Almotriptan,Substrate
4,Alprenolol,Substrate
5,Amfetamine,"Inhibitor,Substrate"
6,Aminobutyric Acid,Substrate
7,Aminophenazone,Substrate
8,Amiodarone,"Inhibitor,Substrate"
9,Amitriptyline,"Substrate,Inhibitor"
10,Amlodipine,Inhibitor
11,Amodiaquine,Inhibitor
12,Amprenavir,Substrate
13,Amsacrine,Substrate
14,Aprindine,Substrate
15,Aripiprazole,"Substrate,Inhibitor,Inducer"
16,Artemether,Substrate
17,Astemizole,Substrate
18,Atomoxetine,"Inhibitor,Substrate"
19,Azelastine,"Inhibitor,Substrate"
20,Barnidipine,Inhibitor
21,Befunolol,Substrate
22,Benidipine,Inhibitor
23,Benzatropine,Substrate
24,Benzethonium,Substrate
25,Benzydamine,Substrate
26,Bepridil,Substrate
27,Betaxolol,"Substrate,Inhibitor"
28,Bicalutamide,Inhibitor
29,Biperiden,Inhibitor
30,Bisoprolol,Substrate
31,Bortezomib,"Inhibitor,Substrate"
32,Brompheniramine,"Substrate,Inhibitor"
33,Budipine,Inhibitor
34,Buflomedil,Substrate
35,Bupivacaine,Substrate
36,Bupranolol,Substrate
37,Buprenorphine,"Inhibitor,Substrate"
38,Bupropion,"Substrate,Inhibitor"
39,Buspirone,Substrate
40,Caffeine,Substrate
41,Capsaicin,Substrate
42,Captopril,Substrate
43,Carbinoxamine,Inhibitor
44,Carteolol,"Inhibitor,Substrate"
45,Carvedilol,Substrate
46,Cefalexin,Substrate
47,Celecoxib,Inhibitor
48,Cevimeline,Substrate
49,Chinin,Inhibitor
50,Chlordiazepoxide,Substrate
51,Chloroquine,"Inhibitor,Substrate"
52,Chloroxylenol,Substrate
53,Chlorphenamine,"Substrate,Inhibitor"
54,Chlorpromazine,"Substrate,Inhibitor"
55,Chlorzoxazone,Substrate
56,Cibenzoline,Substrate
57,Ciclosporin,Inhibitor
58,Cilostazol,Substrate
59,Cimetidine,Inhibitor
60,Cinacalcet,"Substrate,Inhibitor"
61,Cinnarizin,Substrate
62,Cisapride,Inhibitor
63,Citalopram,"Substrate,Inhibitor"
64,Clemastine,Inhibitor
65,Clomipramine,"Inhibitor,Substrate"
66,Clotrimazole,Inhibitor
67,Clozapine,"Inhibitor,Substrate"
68,Cocaine,"Inhibitor,Substrate"
69,Codeine,"Inhibitor,Substrate"
70,Colecalciferol,Inhibitor
71,Cyclobenzaprine,Substrate
72,Deanol,Substrate
73,Debrisoquine,Substrate
74,Delavirdine,"Inhibitor,Substrate"
75,Desipramine,"Inhibitor,Substrate"
76,Desloratadine,Inhibitor
77,Desvenlafaxine,"Substrate,Inhibitor"
78,Dexamethasone,Inducer
79,Dexamfetamine,"Inhibitor,Substrate"
80,Dexfenfluramine,"Substrate,Inhibitor"
81,Dexmedetomidine,Inhibitor
82,Dextromethorphan,"Substrate,Inhibitor"
83,Dextropropoxyphene,Inhibitor
84,Diclofenac,Substrate
85,Diethyltoluamide,Substrate
86,Dihydrocodeine,Substrate
87,Diltiazem,"Inhibitor,Substrate"
88,Dimethyl Sulfoxide,Inhibitor
89,Diphenhydramin,"Substrate,Inhibitor"
90,Diphenhydramine Methylbromide,Inhibitor
91,Disulfiram,"Substrate,Inhibitor"
92,Dolasetron,"Substrate,Inhibitor"
93,Domperidone,Substrate
94,Donepezil,Substrate
95,Dopamine,Substrate
96,Doxazosin,Substrate
97,Doxepin,"Substrate,Inhibitor"
98,Doxorubicin,"Inhibitor,Substrate"
99,Duloxetine,"Substrate,Inhibitor"
100,Efavirenz,Inhibitor
101,Eletriptan,Substrate
102,Emetine,"Substrate,Inhibitor"
103,Encainide,Substrate
104,Entacapone,Inhibitor
105,Epinastine,"Inhibitor,Substrate"
106,Escitalopram,"Substrate,Inhibitor"
107,Ethylmorphine,Substrate
108,Etilamfetamine,Substrate
109,Etoricoxib,Inhibitor
110,Felodipine,Inhibitor
111,Fenfluramine,Inhibitor
112,Fesoterodine,Substrate
113,Fexofenadine,Inhibitor
114,Flecainide,"Substrate,Inhibitor"
115,Fluconazole,Inhibitor
116,Flunarizine,Substrate
117,Fluoxetine,"Inhibitor,Substrate"
118,Fluphenazine,"Inhibitor,Substrate"
119,Fluvastatin,"Substrate,Inhibitor"
120,Fluvoxamine,"Inhibitor,Substrate"
121,Formoterol,Substrate
122,Galantamine,Substrate
123,Gefitinib,"Inhibitor,Substrate"
124,Gepirone,Substrate
125,Granisetron,"Substrate,Inhibitor,Inducer"
126,Guanoxan,Substrate
127,Halofantrine,"Inhibitor,Substrate"
128,Haloperidol,"Inducer,Inhibitor,Substrate"
129,Halothane,Substrate
130,Histamine,Inhibitor
131,Hydrochloric Acid,Inhibitor
132,Hydrocodone,Substrate
133,Hydrogen Peroxide,Substrate
134,Hydromorphone,Substrate
135,Hydroxycarbamide,"Inducer,Inhibitor"
136,Hydroxychloroquine,Inhibitor
137,Hydroxyzine,Inhibitor
138,Idarubicin,"Inhibitor,Substrate"
139,Imatinib,"Inhibitor,Substrate"
140,Imipramine,"Inhibitor,Substrate"
141,Indinavir,"Inhibitor,Substrate"
142,Indoramin,Substrate
143,Irbesartan,Inhibitor
144,Isoniazid,Inhibitor
145,Itraconazole,Inhibitor
146,Ketoconazole,Inhibitor
147,Labetalol,"Inhibitor,Substrate"
148,Lansoprazole,Inhibitor
149,Lercanidipine,Inhibitor
150,Levodopa,Substrate
151,Levomepromazine,"Inhibitor,Substrate"
152,Lidocain,"Substrate,Inhibitor"
153,Lisuride,Substrate
154,Lofepramine,Substrate
155,Lomustine,"Substrate,Inhibitor"
156,Loperamide,Substrate
157,Lopinavir,Inhibitor
158,Loratadine,"Inhibitor,Inducer,Substrate"
159,Lovastatin,Inhibitor
160,Manidipine,Inhibitor
161,Maprotiline,Substrate
162,Medrysone,Inhibitor
163,Mefloquine,Inhibitor
164,Melperone,Inhibitor
165,Memantine,Inhibitor
166,Mephenytoin,Substrate
167,Mepyramine,Inhibitor
168,Mequitazine,Substrate
169,Mesoridazine,Substrate
170,Metamfetamine,"Substrate,Inhibitor"
171,Methadone,"Inhibitor,Substrate"
172,Methazolamide,Inhibitor
173,Methoxyflurane,Substrate
174,Methoxyphenamine,Substrate
175,Methyldopa (levorotatory),Substrate
176,Methyprylon,Substrate
177,Metoclopramide,"Inhibitor,Substrate"
178,Metoprolol,"Substrate,Inhibitor"
179,Mexiletine,Substrate
180,Mianserin,"Substrate,Inhibitor"
181,Mibefradil,Inhibitor
182,Miconazole,Inhibitor
183,Midodrine,Inhibitor
184,Mifepristone,Inhibitor
185,Minaprine,Substrate
186,Mirtazapine,"Inhibitor,Substrate,Inducer"
187,Mizolastine,Inhibitor
188,Moclobemide,"Inhibitor,Inducer,Substrate"
189,Morphine,Substrate
190,Nateglinide,Substrate
191,Nebivolol,Substrate
192,Nefazodone,Inhibitor
193,Nelfinavir,Inhibitor
194,Nevirapine,"Substrate,Inhibitor"
195,Nicardipine,"Inhibitor,Substrate"
196,Nicergoline,Substrate
197,Nicotinamide,Inhibitor
198,Nicotine,Substrate
199,Nicotinic Acid,Inhibitor
200,Nifedipine,"Substrate,Inhibitor"
201,Nitrofural,Substrate
202,Nortriptyline,"Inhibitor,Substrate"
203,Octopamine,Substrate
204,Olanzapine,"Inhibitor,Substrate"
205,Omeprazole,Inhibitor
206,Ondansetron,"Substrate,Inhibitor"
207,Opipramol,Substrate
208,Orphenadrine (citrate),Inhibitor
209,Oxamniquine,Inhibitor
210,Oxatomide,"Inhibitor,Substrate"
211,Oxprenolol,Inhibitor
212,Oxybutynin,Inhibitor
213,Oxycodone,Substrate
214,Palonosetron,Substrate
215,Paracetamol,"Inducer,Substrate"
216,Parecoxib,Inhibitor
217,Paroxetine,"Inhibitor,Substrate"
218,Pentamidine Isethionate,Substrate
219,Pentoxyverine,"Substrate,Inhibitor"
220,Perazine,"Inhibitor,Substrate"
221,Pergolide,Inhibitor
222,Perhexiline,"Substrate,Inhibitor"
223,Perphenazine,"Inhibitor,Substrate"
224,Phenacetin,Substrate
225,Phenazone,"Substrate,Inhibitor"
226,Phenformin,Substrate
227,Phentermine,Inhibitor
228,Pimozide,Inhibitor
229,Pindolol,"Substrate,Inducer,Inhibitor"
230,Pioglitazone,Inhibitor
231,Piperazine,Substrate
232,Prajmaline,Substrate
233,Pravastatin,Inhibitor
234,Praziquantel,Inhibitor
235,Primaquine,Inhibitor
236,Procainamide,Substrate
237,Prochlorperazine,Substrate
238,Progesterone,Substrate
239,Proguanil,Inhibitor
240,Promethazine,"Inhibitor,Substrate"
241,Propafenone,"Inhibitor,Substrate"
242,Propofol,"Inhibitor,Substrate"
243,Propranolol,"Inhibitor,Substrate"
244,Protriptyline,Substrate
245,Pseudoephedrine,Substrate
246,Pyrantel,Substrate
247,Pyrimethamine,Inhibitor
248,Quetiapine,"Inhibitor,Substrate"
249,Quinidine,Inhibitor
250,Ranitidine,"Substrate,Inhibitor"
251,Reboxetine,"Inducer,Inhibitor"
252,Remoxipride,Substrate
253,Rifampicin,"Inducer,Substrate"
254,Rifapentine,Inducer
255,Risperidone,"Substrate,Inhibitor"
256,Ritonavir,"Inhibitor,Substrate"
257,Rivastigmine,Inhibitor
258,Ropinirole,Inhibitor
259,Ropivacaine,Substrate
260,Rosiglitazone,Inhibitor
261,Roxatidine,Substrate
262,Rutoside,Inhibitor
263,Saquinavir,"Inhibitor,Substrate"
264,Selegiline,"Inhibitor,Substrate"
265,Sertindole,Substrate
266,Sertraline,"Inhibitor,Substrate"
267,Sildenafil,"Inhibitor,Substrate"
268,Simvastatin,"Substrate,Inhibitor"
269,Simvastatin And Ezetimibe,Inhibitor
270,Somatostatin,Inhibitor
271,Sparteine,"Inhibitor,Substrate"
272,Sulconazole,Inhibitor
273,Sulfanilamide,Inhibitor
274,Sulfaphenazole,Inhibitor
275,Tamoxifen,"Inhibitor,Substrate"
276,Tamsulosin,Substrate
277,Tegaserod,"Inhibitor,Substrate"
278,Telithromycin,Inhibitor
279,Terbinafine,Inhibitor
280,Terfenadine,"Inhibitor,Substrate"
281,Tetrabenazine,"Inhibitor,Substrate"
282,Thebacon,Substrate
283,Theophylline,Substrate
