,drug_name,drug_type
0,Acriflavinium Chloride,Substrate
1,Albendazole,Inducer
2,Alum,"Substrate,Inducer"
3,Amiloride,Inhibitor
4,Amiodarone,Substrate
5,Amlodipine,Inhibitor
6,Amodiaquine,Substrate
7,Arsenic Trioxide,Inhibitor
8,Ascorbic Acid (vit C),Inducer
9,Atazanavir,Inhibitor
10,Benidipine,Inhibitor
11,Benoxaprofen,Inducer
12,Benzydamine,Substrate
13,Betacarotene,Inducer
14,Bezafibrate,Inducer
15,Bortezomib,Inhibitor
16,Caffeine,Inhibitor
17,Capsaicin,Substrate
18,Chinin,"Inducer,Inhibitor"
19,Chloroquine,Substrate
20,Chlorothiazide,Inducer
21,Chlorpromazine,Inducer
22,Cinnarizin,Substrate
23,Clenbuterol,Substrate
24,Clobetasol,Inhibitor
25,Clofibrate,Inducer
26,Clomifene,Inducer
27,Clozapine,Inducer
28,Cocaine,Inducer
29,Colchicine,Inhibitor
30,Colecalciferol,Inhibitor
31,Dacarbazine,"Inhibitor,Substrate"
32,Dactinomycin,Inhibitor
33,Dantrolene,Inhibitor
34,Daunorubicin,Substrate
35,Debrisoquine,Substrate
36,Decamethrin,Substrate
37,Deferoxamine,Inhibitor
38,Dexamethasone,Inducer
39,Diclofenac,Substrate
40,Dicycloverine,Inducer
41,Diethylstilbestrol,Inducer
42,Diosmectite,"Inducer,Inhibitor"
43,Diosmin,"Inhibitor,Inducer"
44,Doxorubicin,Inducer
45,Dronabinol,Substrate
46,Enoxacin,Inducer
47,Ergometrine,Inhibitor
48,Erythromycin,Substrate
49,Estradiol,Substrate
50,Estriol,"Inducer,Inhibitor"
51,Estrone,Substrate
52,Etacrynic Acid,Substrate
53,Ethanol,Inhibitor
54,Ethinylestradiol,Substrate
55,Fluconazole,Inducer
56,Flunarizine,Substrate
57,Fluorescein,Inducer
58,Flutamide,Substrate
59,Fluvastatin,"Inducer,Substrate"
60,Fluvoxamine,Inhibitor
61,G-strophanthin,Inhibitor
62,Granisetron,Substrate
63,Haloperidol,Substrate
64,Histamine,Inducer
65,Ipriflavone,Substrate
66,Isoprenaline,Inhibitor
67,Itraconazole,Inducer
68,Ketoconazole,"Inducer,Inhibitor"
69,Lansoprazole,Inducer
70,Lentinan,Inhibitor
71,Lindane,Inducer
72,Mebendazole,Inducer
73,Mecamylamine,Inducer
74,Melatonin,Substrate
75,Menadione,Substrate
76,Mercaptopurine,Substrate
77,"Mercury, Metallic",Inducer
78,Methoxsalen,Inhibitor
79,Mibefradil,Inhibitor
80,Mitobronitol,Inducer
81,Moracizine,Inhibitor
82,Nicotine,"Substrate,Inducer"
83,Nifedipine,Inhibitor
84,Nitrofurantoin,Substrate
85,Nitroprusside,Inhibitor
86,Norfloxacin,Inhibitor
87,Omeprazole,"Inducer,Inhibitor,Substrate"
88,Oxaliplatin,Substrate
89,Paracetamol,Substrate
90,Perazine,Substrate
91,Phenacetin,Substrate
92,Phenobarbital,Inducer
93,Pipamperone,Inducer
94,Prasterone,Inhibitor
95,Prazosin,Substrate
96,Prednisone,Inducer
97,Primaquine,Inducer
98,Procarbazine,Substrate
99,Progesterone,Substrate
100,Propofol,Inhibitor
101,Propranolol,Inhibitor
102,Propylthiouracil,Inducer
103,Pyridoxine (vit B6),Inducer
104,Quassia,Inhibitor
105,Quinidine,Inhibitor
106,Rabeprazole,Inducer
107,Raltegravir,Substrate
108,Retigabine,Substrate
109,Retinol,"Inducer,Inhibitor"
110,Retinol (vit A),Inhibitor
111,Riboflavin (vit B2),Substrate
112,Rifampicin,Inducer
113,Riluzole,Substrate
114,Salicylamide,Inhibitor
115,Sildenafil,Inhibitor
116,Streptozocin,Inducer
117,Sulindac,Inhibitor
118,Tamoxifen,Substrate
119,Testosterone,Substrate
120,Tetrabenazine,Inducer
121,Thalidomide,Inducer
122,Theophylline,"Inhibitor,Substrate"
123,Tiabendazole,Inducer
124,Ticlopidine,Inhibitor
125,Tocainide,Inhibitor
126,Toremifene,Substrate
127,Triclosan,Inhibitor
128,Troglitazone,Substrate
129,Tryptophan,Inducer
130,Zotepine,Substrate
